Player,RECEIVING_REC,RECEIVING_YDS,RECEIVING_TDS,MISC_FL,FPTS,Team,Week,Year,Position
Dominique Dafney,0.0,0.0,0.0,0.0,0.0,CAR,1,2023,te
Zach Davidson,0.0,0.0,0.0,0.0,0.0,BUF,1,2023,te
Kenny Yeboah,0.0,0.0,0.0,0.0,0.0,DET,1,2023,te
Nick Vannett,0.0,0.0,0.0,0.0,0.0,MIN,1,2023,te
Tyree Jackson,0.0,0.0,0.0,0.0,0.0,WAS,1,2023,te
Tanner Hudson,0.0,0.0,0.0,0.0,0.0,CIN,1,2023,te
Dalton Keene,0.0,0.0,0.0,0.0,0.0,HOU,1,2023,te
Sean McKeon,0.0,0.0,0.0,0.0,0.0,IND,1,2023,te
Tyler Mabry,0.0,0.0,0.0,0.0,0.0,CAR,1,2023,te
Tanner Conner,0.0,0.0,0.0,0.0,0.0,MIA,1,2023,te
Nikola Kalinic,0.0,0.0,0.0,0.0,0.0,ATL,1,2023,te
Lucas Krull,0.0,0.0,0.0,0.0,0.0,DEN,1,2023,te
Scotty Washington,0.0,0.0,0.0,0.0,0.0,BAL,1,2023,te
Zack Kuntz,0.0,0.0,0.0,0.0,0.0,NYJ,1,2023,te
Travis Kelce,6.8,79.1,0.6,0.0,18.1,KC,2,2023,te
T.J. Hockenson,5.2,52.6,0.3,0.0,12.4,MIN,2,2023,te
Mark Andrews,4.7,53.7,0.3,0.0,11.9,BAL,2,2023,te
Darren Waller,4.4,52.9,0.3,0.0,11.6,MIA,2,2023,te
George Kittle,3.9,48.0,0.4,0.0,10.9,SF,2,2023,te
Dallas Goedert,4.0,49.4,0.3,0.0,10.6,PHI,2,2023,te
Tyler Higbee,4.4,42.2,0.3,0.0,10.1,LAR,2,2023,te
Evan Engram,4.1,41.7,0.3,0.0,9.8,DEN,2,2023,te
Pat Freiermuth,3.7,39.3,0.3,0.0,9.6,PIT,2,2023,te
Kyle Pitts Sr.,3.3,45.6,0.3,0.0,9.6,ATL,2,2023,te
Dalton Schultz,3.6,38.1,0.3,0.0,9.1,HOU,2,2023,te
David Njoku,3.3,37.5,0.3,0.0,8.9,CLE,2,2023,te
Sam LaPorta,3.3,38.3,0.3,0.0,8.7,DET,2,2023,te
Hunter Henry,3.2,36.0,0.3,0.0,8.5,NE,2,2023,te
Juwan Johnson,3.1,34.8,0.3,0.0,8.4,NO,2,2023,te
Luke Musgrave,3.2,36.0,0.2,0.0,8.2,GB,2,2023,te
Cole Kmet,3.2,34.8,0.2,0.0,8.1,CHI,2,2023,te
Dalton Kincaid,3.2,33.4,0.3,0.0,8.1,BUF,2,2023,te
Zach Ertz,3.2,32.2,0.2,0.0,7.8,WAS,2,2023,te
Dawson Knox,2.8,31.5,0.3,0.0,7.8,BUF,2,2023,te
Chig Okonkwo,2.8,35.5,0.2,0.0,7.7,TEN,2,2023,te
Irv Smith Jr.,3.2,29.4,0.3,0.0,7.7,HOU,2,2023,te
Jake Ferguson,3.3,31.0,0.2,0.0,7.7,DAL,2,2023,te
Cade Otton,2.7,29.7,0.2,0.0,6.8,TB,2,2023,te
Austin Hooper,2.7,26.1,0.2,0.0,6.2,NE,2,2023,te
Adam Trautman,2.6,27.0,0.2,0.0,6.2,DEN,2,2023,te
Kylen Granson,2.4,25.1,0.1,0.0,5.8,PHI,2,2023,te
Tyler Conklin,2.4,23.2,0.1,0.0,5.3,LAC,2,2023,te
Durham Smythe,2.1,22.6,0.1,0.0,5.2,CHI,2,2023,te
Mike Gesicki,2.0,22.1,0.2,0.0,5.2,CIN,2,2023,te
Donald Parham Jr.,1.8,18.9,0.2,0.0,5.0,PIT,2,2023,te
Noah Fant,1.9,20.8,0.1,0.0,4.7,CIN,2,2023,te
Taysom Hill,0.9,9.5,0.1,0.0,4.5,NO,2,2023,te
Trey McBride,1.5,17.4,0.1,0.0,3.8,ARI,2,2023,te
Colby Parkinson,1.4,15.4,0.1,0.0,3.7,LAR,2,2023,te
Mo Alie-Cox,1.2,14.9,0.1,0.0,3.4,IND,2,2023,te
Will Dissly,1.3,14.0,0.1,0.0,3.3,LAC,2,2023,te
Isaiah Likely,1.3,14.6,0.1,0.0,3.3,BAL,2,2023,te
Noah Gray,1.3,12.8,0.1,0.0,3.2,KC,2,2023,te
Brock Wright,1.1,11.9,0.1,0.0,3.1,DET,2,2023,te
Harrison Bryant,1.2,11.3,0.1,0.0,3.0,PHI,2,2023,te
Michael Mayer,1.2,12.8,0.1,0.0,2.9,LV,2,2023,te
Josh Oliver,1.2,10.8,0.1,0.0,2.7,MIN,2,2023,te
Teagan Quitoriano,0.9,10.7,0.1,0.0,2.5,ATL,2,2023,te
Ko Kieft,0.9,9.4,0.1,0.0,2.2,TB,2,2023,te
Connor Heyward,0.8,8.9,0.1,0.0,2.1,PIT,2,2023,te
Daniel Bellinger,0.8,7.9,0.1,0.0,2.0,NYG,2,2023,te
Robert Tonyan,0.7,7.7,0.1,0.0,1.8,KC,2,2023,te
Tommy Tremble,0.7,7.1,0.0,0.0,1.7,CAR,2,2023,te
Josiah Deguara,0.7,6.8,0.0,0.0,1.7,ARI,2,2023,te
Cole Turner,0.6,7.6,0.0,0.0,1.6,WAS,2,2023,te
Will Mallory,0.7,7.0,0.0,0.0,1.6,IND,2,2023,te
Darnell Washington,0.7,6.9,0.0,0.0,1.6,PIT,2,2023,te
Ian Thomas,0.7,6.4,0.0,0.0,1.5,LV,2,2023,te
Jonnu Smith,0.7,7.2,0.0,0.0,1.5,PIT,2,2023,te
Foster Moreau,0.5,6.6,0.0,0.0,1.5,NO,2,2023,te
Jack Stoll,0.6,5.8,0.0,0.0,1.4,NO,2,2023,te
John Bates,0.6,5.8,0.0,0.0,1.4,WAS,2,2023,te
Nate Adkins,0.5,5.2,0.1,0.0,1.3,DEN,2,2023,te
Reggie Gilliam,0.5,3.8,0.1,0.0,1.3,BUF,2,2023,te
Chris Manhertz,0.5,5.4,0.0,0.0,1.3,NYG,2,2023,te
Josh Whyle,0.5,4.6,0.1,0.0,1.3,TEN,2,2023,te
Brenton Strange,0.5,5.1,0.0,0.0,1.2,JAC,2,2023,te
Andrew Beck,0.5,5.8,0.0,0.0,1.2,NYJ,2,2023,te
James Mitchell,0.3,4.1,0.0,0.0,1.0,CAR,2,2023,te
Quintin Morris,0.4,4.0,0.0,0.0,1.0,JAC,2,2023,te
Luke Schoonmaker,0.4,4.3,0.0,0.0,1.0,DAL,2,2023,te
Ben Sims,0.3,3.6,0.0,0.0,1.0,GB,2,2023,te
Brevin Jordan,0.3,3.6,0.0,0.0,0.9,HOU,2,2023,te
Ross Dwelley,0.3,3.9,0.0,0.0,0.9,SF,2,2023,te
Mitchell Wilcox,0.4,3.4,0.0,0.0,0.9,MIA,2,2023,te
Brayden Willis,0.3,3.0,0.0,0.0,0.8,SF,2,2023,te
Drew Sample,0.4,3.5,0.0,0.0,0.8,CIN,2,2023,te
John FitzPatrick,0.3,2.9,0.0,0.0,0.8,GB,2,2023,te
Stone Smartt,0.4,3.6,0.0,0.0,0.8,NYJ,2,2023,te
Tucker Kraft,0.3,3.3,0.0,0.0,0.8,GB,2,2023,te
Giovanni Ricci,0.3,3.2,0.0,0.0,0.7,MIN,2,2023,te
Luke Farrell,0.3,3.1,0.0,0.0,0.7,SF,2,2023,te
Johnny Mundt,0.3,2.8,0.0,0.0,0.7,JAC,2,2023,te
Davis Allen,0.3,3.0,0.0,0.0,0.7,LAR,2,2023,te
Eric Saubert,0.2,2.1,0.0,0.0,0.6,SEA,2,2023,te
Pharaoh Brown,0.2,2.5,0.0,0.0,0.5,MIA,2,2023,te
Jeremy Ruckert,0.2,2.4,0.0,0.0,0.5,NYJ,2,2023,te
Charlie Woerner,0.2,1.8,0.0,0.0,0.5,ATL,2,2023,te
Grant Calcaterra,0.1,1.3,0.0,0.0,0.3,PHI,2,2023,te
Shane Zylstra,0.1,1.3,0.0,0.0,0.3,DET,2,2023,te
Jake Tonges,0.1,0.8,0.0,0.0,0.2,SF,2,2023,te
Dominique Dafney,0.0,0.0,0.0,0.0,0.0,CAR,2,2023,te
Zach Davidson,0.0,0.0,0.0,0.0,0.0,BUF,2,2023,te
Feleipe Franks,0.0,0.0,0.0,0.0,0.0,ATL,2,2023,te
Kenny Yeboah,0.0,0.0,0.0,0.0,0.0,DET,2,2023,te
Nick Vannett,0.0,0.0,0.0,0.0,0.0,MIN,2,2023,te
Tyree Jackson,0.0,0.0,0.0,0.0,0.0,WAS,2,2023,te
Tanner Hudson,0.0,0.0,0.0,0.0,0.0,CIN,2,2023,te
Dalton Keene,0.0,0.0,0.0,0.0,0.0,HOU,2,2023,te
Sean McKeon,0.0,0.0,0.0,0.0,0.0,IND,2,2023,te
Tyler Mabry,0.0,0.0,0.0,0.0,0.0,CAR,2,2023,te
Tanner Conner,0.0,0.0,0.0,0.0,0.0,MIA,2,2023,te
Nikola Kalinic,0.0,0.0,0.0,0.0,0.0,ATL,2,2023,te
Lucas Krull,0.0,0.0,0.0,0.0,0.0,DEN,2,2023,te
Scotty Washington,0.0,0.0,0.0,0.0,0.0,BAL,2,2023,te
Zack Kuntz,0.0,0.0,0.0,0.0,0.0,NYJ,2,2023,te
Travis Kelce,6.5,77.5,0.7,0.0,18.4,KC,3,2023,te
Mark Andrews,5.2,59.1,0.5,0.0,14.1,BAL,3,2023,te
T.J. Hockenson,5.4,56.9,0.5,0.0,13.8,MIN,3,2023,te
George Kittle,4.1,52.5,0.4,0.0,12.0,SF,3,2023,te
Darren Waller,4.5,51.4,0.2,0.0,11.1,MIA,3,2023,te
Evan Engram,4.5,46.1,0.3,0.0,11.0,DEN,3,2023,te
Dallas Goedert,3.8,43.1,0.2,0.0,9.5,PHI,3,2023,te
Sam LaPorta,3.7,41.9,0.3,0.0,9.5,DET,3,2023,te
Tyler Higbee,3.9,37.9,0.2,0.0,9.1,LAR,3,2023,te
Kyle Pitts Sr.,3.1,43.5,0.3,0.0,9.1,ATL,3,2023,te
Dalton Schultz,3.6,37.7,0.3,0.0,8.9,HOU,3,2023,te
Hunter Henry,3.4,36.9,0.3,0.0,8.8,NE,3,2023,te
David Njoku,3.2,37.9,0.3,0.0,8.6,CLE,3,2023,te
Pat Freiermuth,3.4,33.9,0.3,0.0,8.6,PIT,3,2023,te
Cole Kmet,3.3,35.9,0.2,0.0,8.3,CHI,3,2023,te
Zach Ertz,3.6,35.5,0.2,0.0,8.3,WAS,3,2023,te
Jake Ferguson,3.0,28.4,0.3,0.0,7.7,DAL,3,2023,te
Cade Otton,3.2,31.9,0.2,0.0,7.6,TB,3,2023,te
Juwan Johnson,2.9,32.8,0.2,0.0,7.6,NO,3,2023,te
Dalton Kincaid,3.1,31.9,0.2,0.0,7.5,BUF,3,2023,te
Dawson Knox,2.8,29.9,0.3,0.0,7.5,BUF,3,2023,te
Luke Musgrave,2.9,32.5,0.2,0.0,7.4,GB,3,2023,te
Chig Okonkwo,2.8,32.7,0.2,0.0,7.2,TEN,3,2023,te
Taysom Hill,1.2,11.7,0.1,0.0,6.5,NO,3,2023,te
Noah Fant,2.7,27.3,0.2,0.0,6.4,CIN,3,2023,te
Kylen Granson,2.6,27.1,0.2,0.0,6.3,PHI,3,2023,te
Durham Smythe,2.5,27.3,0.2,0.0,6.2,CHI,3,2023,te
Austin Hooper,2.3,24.9,0.1,0.0,5.7,NE,3,2023,te
Adam Trautman,2.4,23.8,0.1,0.0,5.6,DEN,3,2023,te
Mike Gesicki,2.3,23.5,0.1,0.0,5.4,CIN,3,2023,te
Tyler Conklin,2.2,23.9,0.1,0.0,5.3,LAC,3,2023,te
John Bates,2.0,20.8,0.1,0.0,4.8,WAS,3,2023,te
Colby Parkinson,1.8,19.4,0.1,0.0,4.6,LAR,3,2023,te
Donald Parham Jr.,1.6,16.9,0.2,0.0,4.5,PIT,3,2023,te
Trey McBride,1.7,19.0,0.1,0.0,4.2,ARI,3,2023,te
Drew Sample,1.9,15.9,0.1,0.0,4.1,CIN,3,2023,te
Jonnu Smith,1.6,17.7,0.1,0.0,4.1,PIT,3,2023,te
Josh Oliver,1.4,14.4,0.1,0.0,3.5,MIN,3,2023,te
Isaiah Likely,1.4,14.3,0.1,0.0,3.5,BAL,3,2023,te
Noah Gray,1.3,14.3,0.1,0.0,3.3,KC,3,2023,te
Mo Alie-Cox,1.3,14.2,0.1,0.0,3.2,IND,3,2023,te
Mitchell Wilcox,1.4,12.8,0.1,0.0,3.1,MIA,3,2023,te
Cole Turner,1.2,14.6,0.1,0.0,3.1,WAS,3,2023,te
Jacob Harris,1.1,12.0,0.1,0.0,2.7,TB,3,2023,te
Michael Mayer,1.1,11.1,0.1,0.0,2.7,LV,3,2023,te
Harrison Bryant,1.0,10.4,0.1,0.0,2.6,PHI,3,2023,te
Brock Wright,0.9,9.1,0.1,0.0,2.5,DET,3,2023,te
Josiah Deguara,1.0,9.2,0.1,0.0,2.4,ARI,3,2023,te
Drew Ogletree,0.9,9.7,0.1,0.0,2.2,IND,3,2023,te
Robert Tonyan,0.9,9.2,0.1,0.0,2.2,KC,3,2023,te
Teagan Quitoriano,0.7,8.7,0.1,0.0,1.9,ATL,3,2023,te
Darnell Washington,0.8,7.7,0.1,0.0,1.9,PIT,3,2023,te
Brevin Jordan,0.7,7.6,0.0,0.0,1.7,HOU,3,2023,te
Tommy Tremble,0.6,6.3,0.1,0.0,1.6,CAR,3,2023,te
Daniel Bellinger,0.6,6.0,0.1,0.0,1.6,NYG,3,2023,te
Chris Manhertz,0.6,5.6,0.0,0.0,1.4,NYG,3,2023,te
Brady Russell,0.5,4.9,0.1,0.0,1.4,SEA,3,2023,te
Connor Heyward,0.5,6.1,0.0,0.0,1.4,PIT,3,2023,te
Andrew Beck,0.5,6.2,0.0,0.0,1.3,NYJ,3,2023,te
Stone Smartt,0.5,5.9,0.0,0.0,1.3,NYJ,3,2023,te
Charlie Kolar,0.4,4.9,0.1,0.0,1.2,BAL,3,2023,te
Jack Stoll,0.5,4.5,0.0,0.0,1.2,NO,3,2023,te
Tanner Hudson,0.5,5.1,0.0,0.0,1.2,CIN,3,2023,te
Luke Schoonmaker,0.5,4.0,0.0,0.0,1.2,DAL,3,2023,te
Ko Kieft,0.5,4.9,0.0,0.0,1.1,TB,3,2023,te
Lawrence Cager,0.4,5.2,0.0,0.0,1.1,WAS,3,2023,te
Ian Thomas,0.5,4.4,0.0,0.0,1.0,LV,3,2023,te
James Mitchell,0.3,3.5,0.0,0.0,0.9,CAR,3,2023,te
Ross Dwelley,0.3,3.9,0.0,0.0,0.9,SF,3,2023,te
Luke Farrell,0.4,3.7,0.0,0.0,0.9,SF,3,2023,te
Brayden Willis,0.3,2.9,0.0,0.0,0.8,SF,3,2023,te
Julian Hill,0.3,3.0,0.0,0.0,0.8,MIA,3,2023,te
John FitzPatrick,0.3,2.4,0.0,0.0,0.8,GB,3,2023,te
Ben Sims,0.2,2.5,0.0,0.0,0.7,GB,3,2023,te
Reggie Gilliam,0.5,2.8,0.0,0.0,0.7,BUF,3,2023,te
Quintin Morris,0.3,2.7,0.0,0.0,0.7,JAC,3,2023,te
Giovanni Ricci,0.3,3.3,0.0,0.0,0.7,MIN,3,2023,te
Brenton Strange,0.3,3.1,0.0,0.0,0.7,JAC,3,2023,te
Tucker Kraft,0.3,2.8,0.0,0.0,0.7,GB,3,2023,te
Davis Allen,0.3,3.4,0.0,0.0,0.6,LAR,3,2023,te
Josh Whyle,0.3,2.9,0.0,0.0,0.6,TEN,3,2023,te
Johnny Mundt,0.3,2.5,0.0,0.0,0.6,JAC,3,2023,te
Pharaoh Brown,0.3,2.2,0.0,0.0,0.5,MIA,3,2023,te
Jeremy Ruckert,0.2,2.4,0.0,0.0,0.5,NYJ,3,2023,te
Charlie Woerner,0.2,1.7,0.0,0.0,0.4,ATL,3,2023,te
Nate Adkins,0.1,1.4,0.0,0.0,0.4,DEN,3,2023,te
Eric Saubert,0.1,1.2,0.0,0.0,0.3,SEA,3,2023,te
Shane Zylstra,0.1,1.3,0.0,0.0,0.3,DET,3,2023,te
Grant Calcaterra,0.1,1.0,0.0,0.0,0.2,PHI,3,2023,te
Dominique Dafney,0.0,0.0,0.0,0.0,0.0,CAR,3,2023,te
Zach Davidson,0.0,0.0,0.0,0.0,0.0,BUF,3,2023,te
Feleipe Franks,0.0,0.0,0.0,0.0,0.0,ATL,3,2023,te
Kenny Yeboah,0.0,0.0,0.0,0.0,0.0,DET,3,2023,te
Nick Vannett,0.0,0.0,0.0,0.0,0.0,MIN,3,2023,te
Tyree Jackson,0.0,0.0,0.0,0.0,0.0,WAS,3,2023,te
Dalton Keene,0.0,0.0,0.0,0.0,0.0,HOU,3,2023,te
Sean McKeon,0.0,0.0,0.0,0.0,0.0,IND,3,2023,te
Tyler Mabry,0.0,0.0,0.0,0.0,0.0,CAR,3,2023,te
Jake Tonges,0.0,0.0,0.0,0.0,0.0,SF,3,2023,te
Tanner Conner,0.0,0.0,0.0,0.0,0.0,MIA,3,2023,te
Nikola Kalinic,0.0,0.0,0.0,0.0,0.0,ATL,3,2023,te
Lucas Krull,0.0,0.0,0.0,0.0,0.0,DEN,3,2023,te
Scotty Washington,0.0,0.0,0.0,0.0,0.0,BAL,3,2023,te
Zack Kuntz,0.0,0.0,0.0,0.0,0.0,NYJ,3,2023,te
Travis Kelce,6.2,71.8,0.6,0.0,16.7,KC,4,2023,te
T.J. Hockenson,5.5,57.2,0.4,0.0,13.6,MIN,4,2023,te
Mark Andrews,5.3,57.6,0.3,0.0,13.0,BAL,4,2023,te
Evan Engram,4.8,49.3,0.2,0.0,11.2,DEN,4,2023,te
George Kittle,4.0,50.7,0.3,0.0,11.1,SF,4,2023,te
Darren Waller,4.3,50.2,0.3,0.0,10.9,MIA,4,2023,te
Sam LaPorta,4.2,48.2,0.3,0.0,10.9,DET,4,2023,te
Tyler Higbee,3.9,39.9,0.2,0.0,9.4,LAR,4,2023,te
Dallas Goedert,3.8,41.9,0.2,0.0,9.2,PHI,4,2023,te
Kyle Pitts Sr.,3.3,44.4,0.2,0.0,9.2,ATL,4,2023,te
Pat Freiermuth,3.3,36.2,0.3,0.0,8.8,PIT,4,2023,te
Luke Musgrave,3.4,36.8,0.2,0.0,8.5,GB,4,2023,te
Hunter Henry,3.4,35.4,0.3,0.0,8.4,NE,4,2023,te
Zach Ertz,3.6,35.4,0.2,0.0,8.3,WAS,4,2023,te
Cole Kmet,3.2,35.8,0.3,0.0,8.3,CHI,4,2023,te
Chig Okonkwo,3.2,35.6,0.2,0.0,7.9,TEN,4,2023,te
Jake Ferguson,3.3,32.4,0.2,0.0,7.9,DAL,4,2023,te
Dalton Schultz,3.2,31.9,0.2,0.0,7.7,HOU,4,2023,te
David Njoku,3.0,32.8,0.2,0.0,7.6,CLE,4,2023,te
Dalton Kincaid,2.9,30.2,0.2,0.0,7.2,BUF,4,2023,te
Dawson Knox,2.6,28.7,0.3,0.0,7.1,BUF,4,2023,te
Cade Otton,2.8,28.5,0.2,0.0,6.7,TB,4,2023,te
Noah Fant,2.9,29.3,0.1,0.0,6.7,CIN,4,2023,te
Juwan Johnson,2.4,28.5,0.2,0.0,6.4,NO,4,2023,te
Taysom Hill,0.8,7.5,0.1,0.0,6.4,NO,4,2023,te
Kylen Granson,2.5,25.5,0.2,0.0,6.0,PHI,4,2023,te
Tyler Conklin,2.4,25.8,0.1,0.0,5.7,LAC,4,2023,te
Donald Parham Jr.,1.9,19.4,0.2,0.0,5.0,PIT,4,2023,te
Adam Trautman,2.0,20.9,0.2,0.0,5.0,DEN,4,2023,te
Jonnu Smith,2.0,22.4,0.1,0.0,4.9,PIT,4,2023,te
Durham Smythe,2.0,19.3,0.1,0.0,4.7,CHI,4,2023,te
Mike Gesicki,1.8,20.8,0.1,0.0,4.7,CIN,4,2023,te
Tanner Hudson,1.9,18.9,0.1,0.0,4.5,CIN,4,2023,te
Austin Hooper,1.6,16.4,0.1,0.0,4.0,NE,4,2023,te
Will Dissly,1.7,16.5,0.1,0.0,3.9,LAC,4,2023,te
Trey McBride,1.6,17.5,0.1,0.0,3.7,ARI,4,2023,te
Colby Parkinson,1.3,15.3,0.1,0.0,3.5,LAR,4,2023,te
Isaiah Likely,1.5,14.8,0.1,0.0,3.4,BAL,4,2023,te
Josh Oliver,1.3,12.7,0.1,0.0,3.2,MIN,4,2023,te
Noah Gray,1.2,11.8,0.1,0.0,2.9,KC,4,2023,te
Drew Ogletree,1.0,11.9,0.1,0.0,2.7,IND,4,2023,te
Cole Turner,1.0,12.3,0.1,0.0,2.7,WAS,4,2023,te
Daniel Bellinger,1.1,10.9,0.1,0.0,2.6,NYG,4,2023,te
Mitchell Wilcox,1.1,10.3,0.1,0.0,2.6,MIA,4,2023,te
Connor Heyward,0.8,9.3,0.1,0.0,2.4,PIT,4,2023,te
Brevin Jordan,0.9,9.4,0.1,0.0,2.3,HOU,4,2023,te
Harrison Bryant,0.9,8.5,0.1,0.0,2.2,PHI,4,2023,te
Michael Mayer,0.9,8.5,0.1,0.0,2.2,LV,4,2023,te
John Bates,0.9,9.0,0.0,0.0,2.0,WAS,4,2023,te
Mo Alie-Cox,0.8,8.4,0.0,0.0,1.9,IND,4,2023,te
Jacob Harris,0.7,8.7,0.1,0.0,1.9,TB,4,2023,te
Luke Schoonmaker,0.7,6.7,0.1,0.0,1.7,DAL,4,2023,te
Tommy Tremble,0.7,6.8,0.1,0.0,1.7,CAR,4,2023,te
Pharaoh Brown,0.7,6.7,0.0,0.0,1.6,MIA,4,2023,te
Darnell Washington,0.6,6.7,0.0,0.0,1.5,PIT,4,2023,te
Robert Tonyan,0.6,6.3,0.0,0.0,1.4,KC,4,2023,te
Teagan Quitoriano,0.5,6.2,0.0,0.0,1.4,ATL,4,2023,te
Brenton Strange,0.5,5.2,0.0,0.0,1.3,JAC,4,2023,te
Ian Thomas,0.6,5.1,0.0,0.0,1.2,LV,4,2023,te
Luke Farrell,0.5,4.6,0.0,0.0,1.2,SF,4,2023,te
Brock Wright,0.5,4.7,0.0,0.0,1.2,DET,4,2023,te
Drew Sample,0.5,4.3,0.0,0.0,1.1,CIN,4,2023,te
Josiah Deguara,0.4,4.5,0.0,0.0,1.1,ARI,4,2023,te
Nate Adkins,0.4,4.3,0.0,0.0,1.1,DEN,4,2023,te
Stone Smartt,0.4,4.2,0.0,0.0,1.0,NYJ,4,2023,te
Ko Kieft,0.4,3.9,0.0,0.0,1.0,TB,4,2023,te
Andrew Beck,0.2,4.1,0.0,0.0,0.9,NYJ,4,2023,te
Julian Hill,0.4,3.4,0.0,0.0,0.9,MIA,4,2023,te
Jack Stoll,0.3,3.0,0.0,0.0,0.8,NO,4,2023,te
Lawrence Cager,0.3,3.4,0.0,0.0,0.7,WAS,4,2023,te
Charlie Kolar,0.2,2.9,0.0,0.0,0.7,BAL,4,2023,te
Albert Okwuegbunam Jr.,0.3,2.6,0.0,0.0,0.6,LV,4,2023,te
Giovanni Ricci,0.2,2.7,0.0,0.0,0.6,MIN,4,2023,te
Chris Manhertz,0.2,2.1,0.0,0.0,0.6,NYG,4,2023,te
Quintin Morris,0.2,2.1,0.0,0.0,0.5,JAC,4,2023,te
James Mitchell,0.2,1.9,0.0,0.0,0.4,CAR,4,2023,te
Johnny Mundt,0.2,1.4,0.0,0.0,0.4,JAC,4,2023,te
Josh Whyle,0.1,1.6,0.0,0.0,0.4,TEN,4,2023,te
Reggie Gilliam,0.2,1.7,0.0,0.0,0.4,BUF,4,2023,te
Tucker Kraft,0.1,1.5,0.0,0.0,0.4,GB,4,2023,te
Ross Dwelley,0.1,1.7,0.0,0.0,0.3,SF,4,2023,te
John FitzPatrick,0.1,1.3,0.0,0.0,0.3,GB,4,2023,te
Jeremy Ruckert,0.1,1.3,0.0,0.0,0.3,NYJ,4,2023,te
Brayden Willis,0.1,1.3,0.0,0.0,0.3,SF,4,2023,te
Ben Sims,0.1,1.1,0.0,0.0,0.3,GB,4,2023,te
Charlie Woerner,0.1,0.8,0.0,0.0,0.3,ATL,4,2023,te
Grant Calcaterra,0.1,0.8,0.0,0.0,0.2,PHI,4,2023,te
Davis Allen,0.0,0.3,0.0,0.0,0.1,LAR,4,2023,te
Eric Saubert,0.0,0.0,0.0,0.0,0.0,SEA,4,2023,te
Dominique Dafney,0.0,0.0,0.0,0.0,0.0,CAR,4,2023,te
Zach Davidson,0.0,0.0,0.0,0.0,0.0,BUF,4,2023,te
Feleipe Franks,0.0,0.0,0.0,0.0,0.0,ATL,4,2023,te
Kenny Yeboah,0.0,0.0,0.0,0.0,0.0,DET,4,2023,te
Shane Zylstra,0.0,0.0,0.0,0.0,0.0,DET,4,2023,te
Nick Vannett,0.0,0.0,0.0,0.0,0.0,MIN,4,2023,te
Tyree Jackson,0.0,0.0,0.0,0.0,0.0,WAS,4,2023,te
Dalton Keene,0.0,0.0,0.0,0.0,0.0,HOU,4,2023,te
Sean McKeon,0.0,0.0,0.0,0.0,0.0,IND,4,2023,te
Tyler Mabry,0.0,0.0,0.0,0.0,0.0,CAR,4,2023,te
Jake Tonges,0.0,0.0,0.0,0.0,0.0,SF,4,2023,te
Tanner Conner,0.0,0.0,0.0,0.0,0.0,MIA,4,2023,te
Nikola Kalinic,0.0,0.0,0.0,0.0,0.0,ATL,4,2023,te
Lucas Krull,0.0,0.0,0.0,0.0,0.0,DEN,4,2023,te
Scotty Washington,0.0,0.0,0.0,0.0,0.0,BAL,4,2023,te
Zack Kuntz,0.0,0.0,0.0,0.0,0.0,NYJ,4,2023,te
Brady Russell,0.0,0.0,0.0,0.0,0.0,SEA,4,2023,te
Travis Kelce,6.8,77.5,0.6,0.0,18.4,KC,5,2023,te
T.J. Hockenson,5.6,56.0,0.4,0.0,13.5,MIN,5,2023,te
Mark Andrews,5.0,55.7,0.4,0.0,13.0,BAL,5,2023,te
Sam LaPorta,4.5,53.5,0.3,0.0,11.9,DET,5,2023,te
Evan Engram,4.7,46.7,0.2,0.0,10.6,DEN,5,2023,te
George Kittle,3.9,47.2,0.3,0.0,10.2,SF,5,2023,te
Darren Waller,4.0,46.5,0.2,0.0,10.1,MIA,5,2023,te
Dallas Goedert,3.9,42.5,0.2,0.0,9.4,PHI,5,2023,te
Zach Ertz,3.9,37.8,0.3,0.0,9.3,WAS,5,2023,te
Cole Kmet,3.6,39.8,0.3,0.0,9.2,CHI,5,2023,te
Tyler Higbee,3.7,38.3,0.2,0.0,8.9,LAR,5,2023,te
Hunter Henry,3.4,37.9,0.3,0.0,8.8,NE,5,2023,te
Jake Ferguson,3.6,36.9,0.2,0.0,8.8,DAL,5,2023,te
Dalton Schultz,3.3,34.2,0.3,0.0,8.2,HOU,5,2023,te
Kyle Pitts Sr.,3.0,37.7,0.2,0.0,8.1,ATL,5,2023,te
Irv Smith Jr.,3.2,30.9,0.2,0.0,7.7,HOU,5,2023,te
Chig Okonkwo,3.0,33.6,0.2,0.0,7.6,TEN,5,2023,te
Luke Musgrave,3.1,32.2,0.2,0.0,7.6,GB,5,2023,te
Dalton Kincaid,3.0,29.7,0.2,0.0,7.2,BUF,5,2023,te
Jonnu Smith,2.6,28.0,0.2,0.0,6.4,PIT,5,2023,te
Dawson Knox,2.3,24.9,0.2,0.0,6.2,BUF,5,2023,te
Kylen Granson,2.2,25.4,0.2,0.0,5.8,PHI,5,2023,te
Durham Smythe,2.1,23.0,0.2,0.0,5.3,CHI,5,2023,te
Darnell Washington,2.0,21.3,0.1,0.0,5.0,PIT,5,2023,te
Foster Moreau,1.9,21.3,0.1,0.0,4.8,NO,5,2023,te
Taysom Hill,1.1,10.9,0.1,0.0,4.7,NO,5,2023,te
Mike Gesicki,1.8,20.6,0.1,0.0,4.6,CIN,5,2023,te
Adam Trautman,1.7,17.5,0.1,0.0,4.2,DEN,5,2023,te
