Player,RECEIVING_REC,RECEIVING_YDS,RECEIVING_TDS,MISC_FL,FPTS,Team,Week,Year,Position
AJ Barner,0.5,5.4,0.0,0.0,1.3,SEA,6,2024,te
Drew Sample,0.5,5.0,0.0,0.0,1.3,CIN,6,2024,te
Payne Durham,0.4,4.5,0.0,0.0,1.1,TB,6,2024,te
Greg Dulcich,0.5,5.5,0.0,0.0,1.1,NYG,6,2024,te
Luke Farrell,0.4,4.2,0.0,0.0,1.0,SF,6,2024,te
Grant Calcaterra,0.4,3.8,0.0,0.0,0.9,PHI,6,2024,te
Tip Reiman,0.4,3.4,0.0,0.0,0.8,ARI,6,2024,te
Eric Saubert,0.3,3.1,0.0,0.0,0.7,SEA,6,2024,te
Quintin Morris,0.2,2.3,0.0,0.0,0.6,JAC,6,2024,te
John Bates,0.3,2.9,0.0,0.0,0.6,WAS,6,2024,te
Chris Manhertz,0.2,2.1,0.0,0.0,0.6,NYG,6,2024,te
Ben Sinnott,0.2,2.1,0.0,0.0,0.5,WAS,6,2024,te
Jack Stoll,0.2,1.6,0.0,0.0,0.4,NO,6,2024,te
Charlie Woerner,0.2,1.6,0.0,0.0,0.4,ATL,6,2024,te
Stone Smartt,0.1,1.4,0.0,0.0,0.4,NYJ,6,2024,te
Jaheim Bell,0.1,1.3,0.0,0.0,0.3,NE,6,2024,te
Josiah Deguara,0.1,1.0,0.0,0.0,0.3,ARI,6,2024,te
Blake Whiteheart,0.1,0.8,0.0,0.0,0.2,CLE,6,2024,te
Taysom Hill,0.0,0.0,0.0,0.0,0.0,NO,6,2024,te
Jonnu Smith,0.0,0.0,0.0,0.0,0.0,PIT,6,2024,te
Tommy Tremble,0.0,0.0,0.0,0.0,0.0,CAR,6,2024,te
Michael Mayer,0.0,0.0,0.0,0.0,0.0,LV,6,2024,te
Luke Musgrave,0.0,0.0,0.0,0.0,0.0,GB,6,2024,te
Durham Smythe,0.0,0.0,0.0,0.0,0.0,CHI,6,2024,te
Feleipe Franks,0.0,0.0,0.0,0.0,0.0,ATL,6,2024,te
Hunter Long,0.0,0.0,0.0,0.0,0.0,JAC,6,2024,te
Ross Dwelley,0.0,0.0,0.0,0.0,0.0,SF,6,2024,te
Stephen Carlson,0.0,0.0,0.0,0.0,0.0,CHI,6,2024,te
Dalton Keene,0.0,0.0,0.0,0.0,0.0,HOU,6,2024,te
Albert Okwuegbunam Jr.,0.0,0.0,0.0,0.0,0.0,LV,6,2024,te
Tanner Hudson,0.0,0.0,0.0,0.0,0.0,CIN,6,2024,te
Brevin Jordan,0.0,0.0,0.0,0.0,0.0,HOU,6,2024,te
Kenny Yeboah,0.0,0.0,0.0,0.0,0.0,DET,6,2024,te
Ko Kieft,0.0,0.0,0.0,0.0,0.0,TB,6,2024,te
Nick Muse,0.0,0.0,0.0,0.0,0.0,PHI,6,2024,te
Jake Tonges,0.0,0.0,0.0,0.0,0.0,SF,6,2024,te
Jelani Woods,0.0,0.0,0.0,0.0,0.0,IND,6,2024,te
Brady Russell,0.0,0.0,0.0,0.0,0.0,SEA,6,2024,te
John Stephens Jr.,0.0,0.0,0.0,0.0,0.0,DAL,6,2024,te
Colson Yankoff,0.0,0.0,0.0,0.0,0.0,WAS,6,2024,te
Brenden Bates,0.0,0.0,0.0,0.0,0.0,CLE,6,2024,te
Devin Culp,0.0,0.0,0.0,0.0,0.0,TB,6,2024,te
Tanner McLachlan,0.0,0.0,0.0,0.0,0.0,CIN,6,2024,te
David Martin-Robinson,0.0,0.0,0.0,0.0,0.0,TEN,6,2024,te
Travis Vokolek,0.0,0.0,0.0,0.0,0.0,ARI,6,2024,te
Thomas Odukoya,0.0,0.0,0.0,0.0,0.0,TEN,6,2024,te
Irv Smith Jr.,0.0,0.0,0.0,0.0,0.0,HOU,6,2024,te
Lawrence Cager,0.0,0.0,0.0,0.0,0.0,WAS,6,2024,te
Sean McKeon,0.0,0.0,0.0,0.0,0.0,IND,6,2024,te
Johnny Mundt,0.0,0.0,0.0,0.0,0.0,JAC,6,2024,te
Tyree Jackson,0.0,0.0,0.0,0.0,0.0,WAS,6,2024,te
Zach Davidson,0.0,0.0,0.0,0.0,0.0,BUF,6,2024,te
Tyler Mabry,0.0,0.0,0.0,0.0,0.0,CAR,6,2024,te
Shane Zylstra,0.0,0.0,0.0,0.0,0.0,DET,6,2024,te
James Mitchell,0.0,0.0,0.0,0.0,0.0,CAR,6,2024,te
Cole Turner,0.0,0.0,0.0,0.0,0.0,WAS,6,2024,te
Scotty Washington,0.0,0.0,0.0,0.0,0.0,BAL,6,2024,te
John FitzPatrick,0.0,0.0,0.0,0.0,0.0,GB,6,2024,te
Nikola Kalinic,0.0,0.0,0.0,0.0,0.0,ATL,6,2024,te
Teagan Quitoriano,0.0,0.0,0.0,0.0,0.0,ATL,6,2024,te
Cameron Latu,0.0,0.0,0.0,0.0,0.0,PHI,6,2024,te
Zack Kuntz,0.0,0.0,0.0,0.0,0.0,NYJ,6,2024,te
Brayden Willis,0.0,0.0,0.0,0.0,0.0,SF,6,2024,te
Tucker Fisk,0.0,0.0,0.0,0.0,0.0,LAC,6,2024,te
Princeton Fant,0.0,0.0,0.0,0.0,0.0,DAL,6,2024,te
E.J. Jenkins,0.0,0.0,0.0,0.0,0.0,PHI,6,2024,te
Cole Fotheringham,0.0,0.0,0.0,0.0,0.0,NE,6,2024,te
Travis Kelce,5.8,61.6,0.4,0.1,14.3,KC,7,2024,te
Brock Bowers,5.9,64.2,0.3,0.1,14.0,LV,7,2024,te
George Kittle,4.9,59.6,0.4,0.0,13.4,SF,7,2024,te
Trey McBride,5.5,52.1,0.3,0.1,12.4,ARI,7,2024,te
Evan Engram,5.2,49.0,0.3,0.1,11.6,DEN,7,2024,te
David Njoku,4.2,42.9,0.2,0.0,9.8,CLE,7,2024,te
Dalton Kincaid,4.0,39.5,0.3,0.0,9.5,BUF,7,2024,te
Kyle Pitts Sr.,3.5,44.2,0.3,0.0,9.4,ATL,7,2024,te
Tucker Kraft,3.6,39.7,0.3,0.0,9.2,GB,7,2024,te
Sam LaPorta,3.8,38.8,0.2,0.0,9.1,DET,7,2024,te
Colby Parkinson,3.8,36.7,0.2,0.0,8.8,LAR,7,2024,te
Cade Otton,3.7,36.7,0.2,0.0,8.8,TB,7,2024,te
Dalton Schultz,3.7,38.9,0.2,0.1,8.7,HOU,7,2024,te
Zach Ertz,3.5,33.6,0.3,0.0,8.4,WAS,7,2024,te
Pat Freiermuth,3.6,35.4,0.2,0.0,8.3,PIT,7,2024,te
Hunter Henry,3.0,32.8,0.3,0.0,7.7,NE,7,2024,te
Juwan Johnson,3.2,33.1,0.2,0.0,7.6,NO,7,2024,te
Mark Andrews,2.6,32.5,0.2,0.0,7.2,BAL,7,2024,te
Isaiah Likely,2.6,30.7,0.2,0.0,7.0,BAL,7,2024,te
Noah Fant,3.0,29.9,0.1,0.0,6.7,CIN,7,2024,te
Will Dissly,2.8,26.8,0.2,0.0,6.5,LAC,7,2024,te
Grant Calcaterra,2.7,26.8,0.1,0.0,6.3,PHI,7,2024,te
Tyler Conklin,2.7,26.6,0.1,0.0,6.2,LAC,7,2024,te
Ja'Tavion Sanders,2.6,25.6,0.2,0.0,6.0,CAR,7,2024,te
Erick All Jr.,2.3,23.5,0.2,0.0,5.6,CIN,7,2024,te
Jonnu Smith,2.3,23.0,0.1,0.0,5.4,PIT,7,2024,te
Theo Johnson,2.3,23.0,0.1,0.0,5.2,NYG,7,2024,te
Chig Okonkwo,2.1,21.8,0.1,0.0,4.8,TEN,7,2024,te
Noah Gray,1.8,18.0,0.1,0.0,4.4,KC,7,2024,te
Johnny Mundt,1.9,18.3,0.1,0.0,4.3,JAC,7,2024,te
Foster Moreau,1.7,17.1,0.1,0.0,4.1,NO,7,2024,te
Mike Gesicki,1.6,17.3,0.1,0.0,4.0,CIN,7,2024,te
Harrison Bryant,1.6,16.1,0.1,0.0,3.7,PHI,7,2024,te
Austin Hooper,1.4,14.9,0.1,0.0,3.4,NE,7,2024,te
Mo Alie-Cox,1.3,13.1,0.1,0.0,3.2,IND,7,2024,te
Lucas Krull,1.2,13.5,0.1,0.0,2.9,DEN,7,2024,te
Josh Whyle,1.2,11.4,0.1,0.0,2.7,TEN,7,2024,te
Ian Thomas,1.1,11.7,0.0,0.0,2.6,LV,7,2024,te
Dawson Knox,0.9,9.3,0.1,0.0,2.4,BUF,7,2024,te
Darnell Washington,1.0,9.2,0.1,0.0,2.3,PIT,7,2024,te
Josh Oliver,0.9,10.1,0.1,0.0,2.3,MIN,7,2024,te
Cade Stover,0.9,9.9,0.1,0.0,2.3,HOU,7,2024,te
Brenton Strange,1.0,9.6,0.1,0.0,2.2,JAC,7,2024,te
Stone Smartt,0.9,8.9,0.1,0.0,2.2,NYJ,7,2024,te
Adam Trautman,1.0,8.9,0.0,0.0,2.1,DEN,7,2024,te
Kylen Granson,0.8,8.0,0.1,0.0,2.0,PHI,7,2024,te
Brock Wright,0.8,7.4,0.1,0.0,1.9,DET,7,2024,te
Jack Stoll,0.8,7.7,0.1,0.0,1.9,NO,7,2024,te
Connor Heyward,0.8,7.2,0.0,0.0,1.8,PIT,7,2024,te
Jeremy Ruckert,0.7,7.2,0.0,0.0,1.7,NYJ,7,2024,te
Hunter Long,0.7,6.4,0.0,0.0,1.6,JAC,7,2024,te
Will Mallory,0.6,5.8,0.0,0.0,1.4,IND,7,2024,te
Nate Adkins,0.6,5.9,0.0,0.0,1.4,DEN,7,2024,te
Ben Sims,0.5,5.2,0.1,0.0,1.4,GB,7,2024,te
Davis Allen,0.6,5.6,0.0,0.0,1.4,LAR,7,2024,te
Drew Ogletree,0.5,5.2,0.0,0.0,1.3,IND,7,2024,te
Charlie Kolar,0.5,5.4,0.0,0.0,1.2,BAL,7,2024,te
AJ Barner,0.5,4.9,0.0,0.0,1.2,SEA,7,2024,te
Elijah Higgins,0.5,4.8,0.0,0.0,1.2,ARI,7,2024,te
Nick Vannett,0.5,4.5,0.0,0.0,1.0,MIN,7,2024,te
Julian Hill,0.4,3.6,0.0,0.0,0.9,MIA,7,2024,te
Pharaoh Brown,0.4,3.6,0.0,0.0,0.9,MIA,7,2024,te
Drew Sample,0.3,3.2,0.0,0.0,0.8,CIN,7,2024,te
Luke Farrell,0.3,3.2,0.0,0.0,0.8,SF,7,2024,te
Quintin Morris,0.3,2.5,0.0,0.0,0.7,JAC,7,2024,te
Jared Wiley,0.2,2.6,0.0,0.0,0.6,KC,7,2024,te
Eric Saubert,0.2,2.2,0.0,0.0,0.6,SEA,7,2024,te
Tanner Hudson,0.2,2.2,0.0,0.0,0.6,CIN,7,2024,te
Ben Sinnott,0.2,2.2,0.0,0.0,0.5,WAS,7,2024,te
John Bates,0.2,2.1,0.0,0.0,0.5,WAS,7,2024,te
Daniel Bellinger,0.2,1.9,0.0,0.0,0.5,NYG,7,2024,te
Charlie Woerner,0.2,1.6,0.0,0.0,0.4,ATL,7,2024,te
Jaheim Bell,0.1,1.3,0.0,0.0,0.3,NE,7,2024,te
Robert Tonyan,0.1,1.1,0.0,0.0,0.2,KC,7,2024,te
Tip Reiman,0.1,0.8,0.0,0.0,0.2,ARI,7,2024,te
Josiah Deguara,0.1,0.5,0.0,0.0,0.1,ARI,7,2024,te
Blake Whiteheart,0.1,0.5,0.0,0.0,0.1,CLE,7,2024,te
Dallas Goedert,0.0,0.0,0.0,0.0,0.0,PHI,7,2024,te
T.J. Hockenson,0.0,0.0,0.0,0.0,0.0,MIN,7,2024,te
Taysom Hill,0.0,0.0,0.0,0.0,0.0,NO,7,2024,te
Tyler Higbee,0.0,0.0,0.0,0.0,0.0,LAR,7,2024,te
Tommy Tremble,0.0,0.0,0.0,0.0,0.0,CAR,7,2024,te
Michael Mayer,0.0,0.0,0.0,0.0,0.0,LV,7,2024,te
Luke Musgrave,0.0,0.0,0.0,0.0,0.0,GB,7,2024,te
Greg Dulcich,0.0,0.0,0.0,0.0,0.0,NYG,7,2024,te
Payne Durham,0.0,0.0,0.0,0.0,0.0,TB,7,2024,te
Tanner Conner,0.0,0.0,0.0,0.0,0.0,MIA,7,2024,te
Feleipe Franks,0.0,0.0,0.0,0.0,0.0,ATL,7,2024,te
Chris Manhertz,0.0,0.0,0.0,0.0,0.0,NYG,7,2024,te
Ross Dwelley,0.0,0.0,0.0,0.0,0.0,SF,7,2024,te
Dalton Keene,0.0,0.0,0.0,0.0,0.0,HOU,7,2024,te
Albert Okwuegbunam Jr.,0.0,0.0,0.0,0.0,0.0,LV,7,2024,te
Brevin Jordan,0.0,0.0,0.0,0.0,0.0,HOU,7,2024,te
Kenny Yeboah,0.0,0.0,0.0,0.0,0.0,DET,7,2024,te
Ko Kieft,0.0,0.0,0.0,0.0,0.0,TB,7,2024,te
Nick Muse,0.0,0.0,0.0,0.0,0.0,PHI,7,2024,te
Jake Tonges,0.0,0.0,0.0,0.0,0.0,SF,7,2024,te
Jelani Woods,0.0,0.0,0.0,0.0,0.0,IND,7,2024,te
Brady Russell,0.0,0.0,0.0,0.0,0.0,SEA,7,2024,te
Colson Yankoff,0.0,0.0,0.0,0.0,0.0,WAS,7,2024,te
Brenden Bates,0.0,0.0,0.0,0.0,0.0,CLE,7,2024,te
Devin Culp,0.0,0.0,0.0,0.0,0.0,TB,7,2024,te
Tanner McLachlan,0.0,0.0,0.0,0.0,0.0,CIN,7,2024,te
David Martin-Robinson,0.0,0.0,0.0,0.0,0.0,TEN,7,2024,te
Travis Vokolek,0.0,0.0,0.0,0.0,0.0,ARI,7,2024,te
Thomas Odukoya,0.0,0.0,0.0,0.0,0.0,TEN,7,2024,te
Darren Waller,0.0,0.0,0.0,0.0,0.0,MIA,7,2024,te
Irv Smith Jr.,0.0,0.0,0.0,0.0,0.0,HOU,7,2024,te
Lawrence Cager,0.0,0.0,0.0,0.0,0.0,WAS,7,2024,te
Sean McKeon,0.0,0.0,0.0,0.0,0.0,IND,7,2024,te
Tyree Jackson,0.0,0.0,0.0,0.0,0.0,WAS,7,2024,te
Chris Myarick,0.0,0.0,0.0,0.0,0.0,MIA,7,2024,te
Zach Davidson,0.0,0.0,0.0,0.0,0.0,BUF,7,2024,te
Tyler Mabry,0.0,0.0,0.0,0.0,0.0,CAR,7,2024,te
Mitchell Wilcox,0.0,0.0,0.0,0.0,0.0,MIA,7,2024,te
Giovanni Ricci,0.0,0.0,0.0,0.0,0.0,MIN,7,2024,te
Shane Zylstra,0.0,0.0,0.0,0.0,0.0,DET,7,2024,te
James Mitchell,0.0,0.0,0.0,0.0,0.0,CAR,7,2024,te
Cole Turner,0.0,0.0,0.0,0.0,0.0,WAS,7,2024,te
Scotty Washington,0.0,0.0,0.0,0.0,0.0,BAL,7,2024,te
John FitzPatrick,0.0,0.0,0.0,0.0,0.0,GB,7,2024,te
Nikola Kalinic,0.0,0.0,0.0,0.0,0.0,ATL,7,2024,te
Teagan Quitoriano,0.0,0.0,0.0,0.0,0.0,ATL,7,2024,te
Cameron Latu,0.0,0.0,0.0,0.0,0.0,PHI,7,2024,te
Zack Kuntz,0.0,0.0,0.0,0.0,0.0,NYJ,7,2024,te
Brayden Willis,0.0,0.0,0.0,0.0,0.0,SF,7,2024,te
Tucker Fisk,0.0,0.0,0.0,0.0,0.0,LAC,7,2024,te
E.J. Jenkins,0.0,0.0,0.0,0.0,0.0,PHI,7,2024,te
Cole Fotheringham,0.0,0.0,0.0,0.0,0.0,NE,7,2024,te
George Kittle,5.0,65.8,0.5,0.0,14.3,SF,8,2024,te
Brock Bowers,5.9,61.3,0.3,0.1,13.6,LV,8,2024,te
David Njoku,4.9,57.6,0.3,0.0,12.4,CLE,8,2024,te
Trey McBride,5.4,51.7,0.3,0.1,12.3,ARI,8,2024,te
Travis Kelce,5.1,52.3,0.3,0.0,12.2,KC,8,2024,te
Evan Engram,5.5,51.0,0.2,0.1,12.0,DEN,8,2024,te
Cade Otton,4.6,45.0,0.3,0.0,10.8,TB,8,2024,te
Jake Ferguson,4.6,47.6,0.3,0.0,10.8,DAL,8,2024,te
Tucker Kraft,3.9,42.9,0.3,0.0,10.0,GB,8,2024,te
Dalton Kincaid,4.2,43.4,0.3,0.0,10.0,BUF,8,2024,te
Cole Kmet,4.3,41.8,0.2,0.1,9.8,CHI,8,2024,te
Kyle Pitts Sr.,3.6,46.4,0.3,0.0,9.7,ATL,8,2024,te
Hunter Henry,3.9,41.2,0.3,0.0,9.6,NE,8,2024,te
Will Dissly,3.8,37.3,0.2,0.0,8.9,LAC,8,2024,te
Sam LaPorta,3.6,37.7,0.3,0.0,8.9,DET,8,2024,te
Pat Freiermuth,3.5,35.9,0.2,0.0,8.3,PIT,8,2024,te
Zach Ertz,3.4,32.8,0.2,0.0,8.1,WAS,8,2024,te
Dalton Schultz,3.3,35.6,0.2,0.0,8.0,HOU,8,2024,te
Mark Andrews,2.8,34.2,0.3,0.0,8.0,BAL,8,2024,te
Jonnu Smith,3.2,34.9,0.2,0.0,7.9,PIT,8,2024,te
Noah Fant,3.5,35.6,0.1,0.0,7.9,CIN,8,2024,te
Colby Parkinson,3.0,32.5,0.2,0.0,7.1,LAR,8,2024,te
Juwan Johnson,2.9,28.3,0.2,0.0,6.7,NO,8,2024,te
Isaiah Likely,2.3,28.4,0.2,0.0,6.5,BAL,8,2024,te
Chig Okonkwo,2.8,29.3,0.1,0.0,6.4,TEN,8,2024,te
Tyler Conklin,2.8,27.0,0.2,0.0,6.4,LAC,8,2024,te
Ja'Tavion Sanders,2.8,27.2,0.1,0.0,6.3,CAR,8,2024,te
Johnny Mundt,2.4,22.8,0.2,0.0,5.5,JAC,8,2024,te
Erick All Jr.,2.3,22.9,0.2,0.0,5.5,CIN,8,2024,te
Noah Gray,2.1,22.5,0.1,0.0,5.2,KC,8,2024,te
Grant Calcaterra,2.2,20.7,0.1,0.0,5.0,PHI,8,2024,te
Taysom Hill,1.3,11.7,0.1,0.1,4.9,NO,8,2024,te
Mike Gesicki,2.1,19.7,0.1,0.0,4.9,CIN,8,2024,te
Lucas Krull,1.8,20.3,0.1,0.0,4.5,DEN,8,2024,te
Theo Johnson,1.8,18.7,0.1,0.0,4.2,NYG,8,2024,te
Austin Hooper,1.7,17.4,0.1,0.0,4.0,NE,8,2024,te
Josh Whyle,1.5,14.9,0.1,0.0,3.5,TEN,8,2024,te
Darnell Washington,1.5,13.8,0.1,0.0,3.4,PIT,8,2024,te
Foster Moreau,1.5,14.0,0.1,0.0,3.3,NO,8,2024,te
Mo Alie-Cox,1.1,11.4,0.1,0.0,2.8,IND,8,2024,te
Harrison Bryant,1.2,11.9,0.0,0.0,2.5,PHI,8,2024,te
Adam Trautman,1.0,11.3,0.1,0.0,2.5,DEN,8,2024,te
Dawson Knox,0.9,10.0,0.1,0.0,2.5,BUF,8,2024,te
Josh Oliver,0.9,9.9,0.1,0.0,2.3,MIN,8,2024,te
Nick Vannett,1.1,8.5,0.1,0.0,2.2,MIN,8,2024,te
Stone Smartt,0.8,8.6,0.1,0.0,2.1,NYJ,8,2024,te
Cade Stover,0.8,9.1,0.1,0.0,2.1,HOU,8,2024,te
Kylen Granson,0.9,9.1,0.0,0.0,2.0,PHI,8,2024,te
Tommy Tremble,0.9,7.9,0.1,0.0,2.0,CAR,8,2024,te
Ian Thomas,0.9,8.7,0.0,0.0,1.9,LV,8,2024,te
AJ Barner,0.8,7.7,0.0,0.0,1.8,SEA,8,2024,te
Julian Hill,0.7,7.6,0.1,0.0,1.8,MIA,8,2024,te
Jack Stoll,0.7,6.7,0.0,0.0,1.7,NO,8,2024,te
Brenton Strange,0.7,6.9,0.0,0.0,1.6,JAC,8,2024,te
Hunter Long,0.7,6.5,0.0,0.0,1.5,JAC,8,2024,te
Jeremy Ruckert,0.6,6.3,0.0,0.0,1.5,NYJ,8,2024,te
Drew Ogletree,0.6,6.2,0.0,0.0,1.5,IND,8,2024,te
Ben Sims,0.6,5.6,0.1,0.0,1.4,GB,8,2024,te
Charlie Kolar,0.5,5.8,0.0,0.0,1.3,BAL,8,2024,te
Drew Sample,0.5,5.0,0.0,0.0,1.3,CIN,8,2024,te
Davis Allen,0.5,5.2,0.0,0.0,1.2,LAR,8,2024,te
Pharaoh Brown,0.5,4.8,0.0,0.0,1.2,MIA,8,2024,te
Daniel Bellinger,0.5,4.7,0.0,0.0,1.1,NYG,8,2024,te
Luke Schoonmaker,0.4,4.3,0.0,0.0,1.1,DAL,8,2024,te
Michael Mayer,0.5,4.7,0.0,0.0,1.1,LV,8,2024,te
Elijah Higgins,0.4,4.3,0.0,0.0,1.1,ARI,8,2024,te
Brock Wright,0.4,4.0,0.0,0.0,1.0,DET,8,2024,te
Durham Smythe,0.4,3.9,0.0,0.0,1.0,CHI,8,2024,te
Will Mallory,0.4,3.9,0.0,0.0,0.9,IND,8,2024,te
Ben Sinnott,0.4,3.3,0.0,0.0,0.8,WAS,8,2024,te
Nate Adkins,0.3,3.1,0.0,0.0,0.8,DEN,8,2024,te
Luke Farrell,0.3,3.1,0.0,0.0,0.8,SF,8,2024,te
Brevyn Spann-Ford,0.3,3.0,0.0,0.0,0.8,DAL,8,2024,te
Tanner Hudson,0.3,2.8,0.0,0.0,0.7,CIN,8,2024,te
Eric Saubert,0.2,2.6,0.0,0.0,0.6,SEA,8,2024,te
Tip Reiman,0.2,2.0,0.0,0.0,0.5,ARI,8,2024,te
Charlie Woerner,0.2,1.7,0.0,0.0,0.4,ATL,8,2024,te
Quintin Morris,0.1,1.4,0.0,0.0,0.4,JAC,8,2024,te
John Bates,0.2,1.6,0.0,0.0,0.4,WAS,8,2024,te
Jared Wiley,0.1,1.5,0.0,0.0,0.4,KC,8,2024,te
Jaheim Bell,0.1,1.3,0.0,0.0,0.3,NE,8,2024,te
Connor Heyward,0.1,0.9,0.0,0.0,0.2,PIT,8,2024,te
Devin Culp,0.1,0.7,0.0,0.0,0.1,TB,8,2024,te
Josiah Deguara,0.1,0.6,0.0,0.0,0.1,ARI,8,2024,te
Dallas Goedert,0.0,0.0,0.0,0.0,0.0,PHI,8,2024,te
T.J. Hockenson,0.0,0.0,0.0,0.0,0.0,MIN,8,2024,te
Tyler Higbee,0.0,0.0,0.0,0.0,0.0,LAR,8,2024,te
Luke Musgrave,0.0,0.0,0.0,0.0,0.0,GB,8,2024,te
Greg Dulcich,0.0,0.0,0.0,0.0,0.0,NYG,8,2024,te
Payne Durham,0.0,0.0,0.0,0.0,0.0,TB,8,2024,te
Tanner Conner,0.0,0.0,0.0,0.0,0.0,MIA,8,2024,te
Feleipe Franks,0.0,0.0,0.0,0.0,0.0,ATL,8,2024,te
Chris Manhertz,0.0,0.0,0.0,0.0,0.0,NYG,8,2024,te
Ross Dwelley,0.0,0.0,0.0,0.0,0.0,SF,8,2024,te
Stephen Carlson,0.0,0.0,0.0,0.0,0.0,CHI,8,2024,te
Dalton Keene,0.0,0.0,0.0,0.0,0.0,HOU,8,2024,te
Albert Okwuegbunam Jr.,0.0,0.0,0.0,0.0,0.0,LV,8,2024,te
Brevin Jordan,0.0,0.0,0.0,0.0,0.0,HOU,8,2024,te
Kenny Yeboah,0.0,0.0,0.0,0.0,0.0,DET,8,2024,te
Ko Kieft,0.0,0.0,0.0,0.0,0.0,TB,8,2024,te
Nick Muse,0.0,0.0,0.0,0.0,0.0,PHI,8,2024,te
Jake Tonges,0.0,0.0,0.0,0.0,0.0,SF,8,2024,te
Jelani Woods,0.0,0.0,0.0,0.0,0.0,IND,8,2024,te
Brady Russell,0.0,0.0,0.0,0.0,0.0,SEA,8,2024,te
Blake Whiteheart,0.0,0.0,0.0,0.0,0.0,CLE,8,2024,te
John Stephens Jr.,0.0,0.0,0.0,0.0,0.0,DAL,8,2024,te
Colson Yankoff,0.0,0.0,0.0,0.0,0.0,WAS,8,2024,te
Brenden Bates,0.0,0.0,0.0,0.0,0.0,CLE,8,2024,te
Tanner McLachlan,0.0,0.0,0.0,0.0,0.0,CIN,8,2024,te
David Martin-Robinson,0.0,0.0,0.0,0.0,0.0,TEN,8,2024,te
Travis Vokolek,0.0,0.0,0.0,0.0,0.0,ARI,8,2024,te
Thomas Odukoya,0.0,0.0,0.0,0.0,0.0,TEN,8,2024,te
Darren Waller,0.0,0.0,0.0,0.0,0.0,MIA,8,2024,te
Robert Tonyan,0.0,0.0,0.0,0.0,0.0,KC,8,2024,te
Irv Smith Jr.,0.0,0.0,0.0,0.0,0.0,HOU,8,2024,te
Lawrence Cager,0.0,0.0,0.0,0.0,0.0,WAS,8,2024,te
Sean McKeon,0.0,0.0,0.0,0.0,0.0,IND,8,2024,te
Tyree Jackson,0.0,0.0,0.0,0.0,0.0,WAS,8,2024,te
Chris Myarick,0.0,0.0,0.0,0.0,0.0,MIA,8,2024,te
Zach Davidson,0.0,0.0,0.0,0.0,0.0,BUF,8,2024,te
Tyler Mabry,0.0,0.0,0.0,0.0,0.0,CAR,8,2024,te
Mitchell Wilcox,0.0,0.0,0.0,0.0,0.0,MIA,8,2024,te
Giovanni Ricci,0.0,0.0,0.0,0.0,0.0,MIN,8,2024,te
Shane Zylstra,0.0,0.0,0.0,0.0,0.0,DET,8,2024,te
James Mitchell,0.0,0.0,0.0,0.0,0.0,CAR,8,2024,te
Cole Turner,0.0,0.0,0.0,0.0,0.0,WAS,8,2024,te
Scotty Washington,0.0,0.0,0.0,0.0,0.0,BAL,8,2024,te
John FitzPatrick,0.0,0.0,0.0,0.0,0.0,GB,8,2024,te
Nikola Kalinic,0.0,0.0,0.0,0.0,0.0,ATL,8,2024,te
Teagan Quitoriano,0.0,0.0,0.0,0.0,0.0,ATL,8,2024,te
Cameron Latu,0.0,0.0,0.0,0.0,0.0,PHI,8,2024,te
Zack Kuntz,0.0,0.0,0.0,0.0,0.0,NYJ,8,2024,te
Brayden Willis,0.0,0.0,0.0,0.0,0.0,SF,8,2024,te
Tucker Fisk,0.0,0.0,0.0,0.0,0.0,LAC,8,2024,te
Princeton Fant,0.0,0.0,0.0,0.0,0.0,DAL,8,2024,te
E.J. Jenkins,0.0,0.0,0.0,0.0,0.0,PHI,8,2024,te
Cole Fotheringham,0.0,0.0,0.0,0.0,0.0,NE,8,2024,te
Travis Kelce,5.7,60.0,0.4,0.1,14.0,KC,9,2024,te
Brock Bowers,5.8,61.7,0.3,0.1,13.7,LV,9,2024,te
Evan Engram,5.9,55.1,0.3,0.1,13.0,DEN,9,2024,te
Trey McBride,5.5,55.1,0.3,0.1,12.9,ARI,9,2024,te
David Njoku,4.8,54.7,0.3,0.1,12.2,CLE,9,2024,te
Cade Otton,5.0,48.6,0.3,0.0,11.7,TB,9,2024,te
Jake Ferguson,4.9,49.0,0.3,0.1,11.4,DAL,9,2024,te
Dalton Kincaid,4.5,46.8,0.3,0.1,11.0,BUF,9,2024,te
Kyle Pitts Sr.,4.0,51.2,0.3,0.0,11.0,ATL,9,2024,te
Dalton Schultz,3.9,40.8,0.3,0.0,9.5,HOU,9,2024,te
Sam LaPorta,3.7,40.9,0.3,0.0,9.4,DET,9,2024,te
T.J. Hockenson,3.9,40.7,0.2,0.0,9.3,MIN,9,2024,te
Zach Ertz,3.9,39.0,0.3,0.0,9.3,WAS,9,2024,te
Tucker Kraft,3.7,39.0,0.2,0.0,9.0,GB,9,2024,te
Mike Gesicki,3.7,36.9,0.3,0.0,9.0,CIN,9,2024,te
Hunter Henry,3.6,38.2,0.3,0.0,8.9,NE,9,2024,te
Cole Kmet,3.6,36.7,0.2,0.0,8.5,CHI,9,2024,te
Mark Andrews,3.0,35.5,0.3,0.0,8.5,BAL,9,2024,te
Taysom Hill,1.6,17.0,0.1,0.1,7.9,NO,9,2024,te
Will Dissly,3.1,30.0,0.2,0.0,7.2,LAC,9,2024,te
AJ Barner,3.0,31.6,0.2,0.0,7.2,SEA,9,2024,te
