Player,RUSHING_ATT,RUSHING_YDS,RUSHING_TDS,RECEIVING_REC,RECEIVING_YDS,RECEIVING_TDS,MISC_FL,FPTS,Team,Week,Year,Position
Keaontay Ingram,3.0,12.4,0.1,0.6,4.8,0.0,0.0,2.8,KC,14,2022,rb
Alec Ingold,0.5,0.9,0.0,1.1,8.3,0.0,0.0,2.5,MIA,14,2022,rb
Malik Davis,2.1,11.5,0.1,0.4,3.3,0.0,0.0,2.5,DAL,14,2022,rb
Trayveon Williams,0.0,10.5,0.1,0.4,3.3,0.0,0.0,2.4,CLE,14,2022,rb
Gary Brightwell,2.9,12.8,0.1,0.2,1.5,0.0,0.0,2.2,CIN,14,2022,rb
Ty Chandler,1.7,8.0,0.1,0.3,2.6,0.0,0.0,2.0,MIN,14,2022,rb
D'Ernest Johnson,2.2,8.8,0.1,0.3,2.2,0.0,0.0,1.9,BAL,14,2022,rb
Justice Hill,1.9,7.3,0.0,0.5,3.1,0.0,0.0,1.7,BAL,14,2022,rb
Connor Heyward,0.7,2.3,0.0,0.4,5.0,0.1,0.0,1.7,PIT,14,2022,rb
Patrick Ricard,0.4,0.5,0.0,1.0,6.4,0.0,0.0,1.6,BAL,14,2022,rb
Jerome Ford,2.2,6.3,0.1,0.2,1.5,0.0,0.1,1.2,CLE,14,2022,rb
C.J. Ham,0.3,0.6,0.1,0.5,3.4,0.0,0.0,1.2,MIN,14,2022,rb
Ke'Shawn Vaughn,1.5,6.8,0.0,0.2,0.8,0.0,0.0,1.1,SF,14,2022,rb
Zamir White,1.7,6.8,0.0,0.1,0.4,0.0,0.0,1.0,LV,14,2022,rb
Kene Nwangwu,1.7,4.8,0.0,0.2,1.0,0.0,0.0,0.9,NYJ,14,2022,rb
Jakob Johnson,0.0,0.0,0.0,0.4,1.5,0.0,0.0,0.6,HOU,14,2022,rb
Michael Burton,0.7,1.9,0.0,0.2,0.7,0.0,0.0,0.6,DEN,14,2022,rb
Christian McCaffrey,16.7,76.4,0.6,5.1,46.2,0.2,0.1,22.4,SF,15,2022,rb
Austin Ekeler,12.6,49.9,0.6,6.4,49.5,0.2,0.1,21.1,WAS,15,2022,rb
Derrick Henry,21.5,100.4,0.7,2.5,23.0,0.1,0.1,19.6,BAL,15,2022,rb
Josh Jacobs,21.3,91.0,0.7,2.7,19.6,0.0,0.1,18.0,GB,15,2022,rb
Jonathan Taylor,19.3,82.5,0.7,3.2,23.7,0.0,0.2,17.9,IND,15,2022,rb
Aaron Jones Sr.,14.6,66.2,0.5,3.5,27.7,0.1,0.1,16.5,MIN,15,2022,rb
Alvin Kamara,13.5,54.8,0.5,4.1,34.3,0.1,0.1,16.5,NO,15,2022,rb
James Conner,17.4,71.6,0.6,3.2,21.7,0.1,0.1,16.2,ARI,15,2022,rb
Joe Mixon,16.0,65.6,0.6,3.0,23.9,0.1,0.1,16.1,HOU,15,2022,rb
Saquon Barkley,16.1,65.8,0.6,2.8,20.2,0.1,0.1,15.0,PHI,15,2022,rb
Tony Pollard,13.0,59.9,0.6,2.6,23.2,0.1,0.1,14.8,TEN,15,2022,rb
Nick Chubb,17.3,74.7,0.6,1.7,14.2,0.0,0.1,14.3,HOU,15,2022,rb
Miles Sanders,14.4,76.3,0.6,1.5,9.2,0.1,0.1,13.8,DAL,15,2022,rb
Zonovan Knight,15.0,63.9,0.6,2.0,17.8,0.1,0.1,13.7,ARI,15,2022,rb
Rachaad White,10.6,43.5,0.4,3.9,26.9,0.1,0.2,13.5,TB,15,2022,rb
Isiah Pacheco,15.5,70.5,0.6,1.6,11.5,0.0,0.1,13.1,KC,15,2022,rb
Rhamondre Stevenson,10.3,44.5,0.2,3.7,28.9,0.1,0.1,13.1,NE,15,2022,rb
Najee Harris,14.8,58.8,0.5,2.2,14.2,0.1,0.1,13.1,LAC,15,2022,rb
Raheem Mostert,14.6,59.8,0.5,2.2,15.6,0.1,0.1,13.0,LV,15,2022,rb
David Montgomery,15.4,64.5,0.3,2.5,20.1,0.1,0.1,12.9,DET,15,2022,rb
Brian Robinson Jr.,16.7,75.6,0.5,1.0,8.0,0.0,0.1,12.7,WAS,15,2022,rb
Travis Etienne Jr.,14.3,67.5,0.3,2.0,15.4,0.0,0.2,11.9,JAC,15,2022,rb
D'Andre Swift,8.0,37.5,0.2,3.3,26.0,0.1,0.1,11.6,CHI,15,2022,rb
Kenneth Walker III,13.9,54.8,0.4,1.8,10.0,0.0,0.1,10.7,SEA,15,2022,rb
Antonio Gibson,10.3,44.1,0.2,2.8,23.6,0.1,0.1,11.2,NE,15,2022,rb
Devin Singletary,9.8,45.2,0.3,1.9,11.8,0.1,0.1,10.0,NYG,15,2022,rb
J.K. Dobbins,12.7,59.5,0.3,0.8,6.1,0.0,0.0,9.5,DEN,15,2022,rb
A.J. Dillon,10.8,42.8,0.2,1.7,12.4,0.0,0.1,8.5,PHI,15,2022,rb
Michael Carter,8.6,32.3,0.2,2.0,18.4,0.0,0.1,8.2,ARI,15,2022,rb
Samaje Perine,4.6,18.0,0.1,2.3,18.2,0.1,0.0,7.3,CIN,15,2022,rb
Cam Akers,12.9,55.6,0.3,0.7,5.5,0.0,0.2,8.1,NO,15,2022,rb
James Cook,7.8,30.0,0.2,1.8,15.8,0.1,0.1,7.8,BUF,15,2022,rb
Kareem Hunt,7.9,28.6,0.1,1.9,14.8,0.1,0.0,7.3,KC,15,2022,rb
Chuba Hubbard,8.7,34.2,0.2,1.4,10.5,0.0,0.1,6.9,CAR,15,2022,rb
Kyren Williams,6.2,25.8,0.1,1.7,12.5,0.0,0.1,6.2,LAR,15,2022,rb
Tyler Allgeier,11.5,45.2,0.2,0.5,3.9,0.0,0.0,6.4,ATL,15,2022,rb
Dare Ogunbowale,7.7,25.0,0.1,1.4,11.5,0.0,0.1,5.9,HOU,15,2022,rb
Jaylen Warren,4.8,19.3,0.1,1.8,12.7,0.0,0.0,5.4,PIT,15,2022,rb
Kenneth Gainwell,3.6,16.0,0.2,1.3,8.6,0.0,0.0,4.7,PIT,15,2022,rb
Darrynton Evans,6.5,25.2,0.2,0.4,4.9,0.1,0.0,4.6,BUF,15,2022,rb
Pierre Strong Jr.,5.3,18.9,0.1,1.1,9.9,0.0,0.0,4.5,CLE,15,2022,rb
Jordan Mason,8.0,33.0,0.1,0.2,1.4,0.0,0.1,4.4,MIN,15,2022,rb
Travis Homer,3.6,12.6,0.0,1.4,12.7,0.1,0.0,4.4,CHI,15,2022,rb
Ty Johnson,3.3,13.3,0.1,1.4,10.3,0.0,0.0,4.3,BUF,15,2022,rb
Alexander Mattison,4.0,15.9,0.1,0.9,6.6,0.0,0.0,4.0,MIA,15,2022,rb
Myles Gaskin,2.6,14.9,0.1,1.1,7.4,0.0,0.0,3.9,BAL,15,2022,rb
Kyle Juszczyk,0.6,1.9,0.0,1.4,8.5,0.1,0.0,3.2,SF,15,2022,rb
Deon Jackson,2.9,9.8,0.0,1.3,10.5,0.0,0.0,3.7,DET,15,2022,rb
Ameer Abdullah,1.3,4.4,0.0,1.7,12.0,0.1,0.0,3.6,SF,15,2022,rb
Julius Chestnut,0.0,14.2,0.1,0.7,4.5,0.0,0.0,3.5,TEN,15,2022,rb
JaMycal Hasty,3.3,14.9,0.1,0.8,5.7,0.0,0.0,3.4,NE,15,2022,rb
Nyheim Miller-Hines,1.9,5.5,0.1,1.2,9.8,0.1,0.0,3.4,LAC,15,2022,rb
Gary Brightwell,2.9,12.3,0.1,0.8,6.1,0.0,0.0,3.2,CIN,15,2022,rb
Raheem Blackshear,2.4,9.9,0.1,0.9,7.5,0.0,0.0,3.0,CAR,15,2022,rb
Alec Ingold,0.4,0.5,0.0,1.1,7.8,0.0,0.0,2.5,MIA,15,2022,rb
Keaontay Ingram,3.1,12.9,0.1,0.4,2.9,0.0,0.0,2.4,KC,15,2022,rb
Salvon Ahmed,3.9,11.3,0.1,0.5,3.0,0.0,0.0,2.3,IND,15,2022,rb
