Player,RUSHING_ATT,RUSHING_YDS,RUSHING_TDS,RECEIVING_REC,RECEIVING_YDS,RECEIVING_TDS,MISC_FL,FPTS,Team,Week,Year,Position
Raheem Blackshear,0.3,1.1,0.0,0.1,0.7,0.0,0.0,0.3,CAR,13,2024,rb
DeeJay Dallas,0.1,1.0,0.0,0.1,0.9,0.0,0.0,0.3,ARI,13,2024,rb
Sione Vaki,0.1,0.7,0.0,0.1,0.9,0.0,0.0,0.3,DET,13,2024,rb
Trayveon Williams,0.1,0.5,0.0,0.1,0.5,0.0,0.0,0.2,CLE,13,2024,rb
Travis Homer,0.0,0.9,0.0,0.1,0.6,0.0,0.0,0.2,CHI,13,2024,rb
Jeff Wilson Jr.,0.0,0.9,0.0,0.0,0.3,0.0,0.0,0.2,SF,13,2024,rb
Will Shipley,0.0,0.6,0.0,0.1,0.6,0.0,0.0,0.2,PHI,13,2024,rb
Rasheen Ali,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.1,BAL,13,2024,rb
Ronnie Rivers,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.1,LAR,13,2024,rb
Cody Schrader,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.1,LAR,13,2024,rb
J.K. Dobbins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,13,2024,rb
Clyde Edwards-Helaire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,13,2024,rb
Austin Ekeler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,13,2024,rb
Zamir White,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,13,2024,rb
Alexander Mattison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,13,2024,rb
Miles Sanders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,13,2024,rb
Deuce Vaughn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,13,2024,rb
Scott Matlock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,13,2024,rb
D'Ernest Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,13,2024,rb
Blake Watson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,13,2024,rb
Myles Gaskin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,13,2024,rb
Avery Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,13,2024,rb
Nyheim Miller-Hines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,13,2024,rb
A.J. Dillon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,13,2024,rb
Darrynton Evans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,13,2024,rb
Reggie Gilliam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,13,2024,rb
Mike Boone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,13,2024,rb
Gary Brightwell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,13,2024,rb
Elijah Mitchell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,13,2024,rb
Patrick Taylor Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,13,2024,rb
Tyler Badie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,13,2024,rb
Velus Jones Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,13,2024,rb
Owen Wright,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,13,2024,rb
British Brooks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,13,2024,rb
Jakob Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,13,2024,rb
J.J. Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,13,2024,rb
Andrew Beck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,13,2024,rb
Salvon Ahmed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,13,2024,rb
Ke'Shawn Vaughn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,13,2024,rb
Jonathan Ward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,13,2024,rb
Kene Nwangwu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,13,2024,rb
Demetric Felton Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,13,2024,rb
Jermar Jefferson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,13,2024,rb
Michael Carter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,13,2024,rb
Jaret Patterson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,13,2024,rb
Brittain Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,13,2024,rb
Zonovan Knight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,13,2024,rb
Keaontay Ingram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,13,2024,rb
Deon Jackson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,13,2024,rb
Malik Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,13,2024,rb
Evan Hull,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,13,2024,rb
Israel Abanikanda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,13,2024,rb
Lew Nichols III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,13,2024,rb
George Holani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,13,2024,rb
Kendall Milton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,13,2024,rb
Terrell Jennings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,13,2024,rb
Frank Gore Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,13,2024,rb
Aaron Shampklin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,13,2024,rb
Jashaun Corbin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,13,2024,rb
MarShawn Lloyd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,13,2024,rb
Jacob Saylors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,13,2024,rb
Dante Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,13,2024,rb
Kendre Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,13,2024,rb
Jawhar Jordan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,13,2024,rb
Jase McClellan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,13,2024,rb
Chris Collier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,13,2024,rb
Deneric Prince,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,13,2024,rb
Elijah Dotson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,13,2024,rb
Keaton Mitchell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,13,2024,rb
Saquon Barkley,21.6,108.3,0.8,2.9,22.8,0.2,0.1,21.5,PHI,14,2024,rb
Alvin Kamara,19.2,84.6,0.6,4.8,38.2,0.2,0.1,21.3,NO,14,2024,rb
De'Von Achane,15.4,68.3,0.5,4.4,34.7,0.2,0.1,19.2,MIA,14,2024,rb
Bijan Robinson,17.4,73.1,0.5,3.9,30.7,0.1,0.1,17.9,ATL,14,2024,rb
Chase Brown,16.9,75.3,0.5,3.9,27.1,0.1,0.1,17.8,CIN,14,2024,rb
Josh Jacobs,18.2,76.9,0.6,2.8,21.4,0.1,0.1,16.6,GB,14,2024,rb
Jahmyr Gibbs,13.0,65.5,0.6,3.0,23.8,0.1,0.1,16.1,DET,14,2024,rb
James Conner,15.5,67.0,0.6,3.1,22.6,0.1,0.1,15.8,ARI,14,2024,rb
Bucky Irving,15.6,68.0,0.6,2.7,20.7,0.1,0.1,15.4,TB,14,2024,rb
Tony Pollard,16.8,73.3,0.4,2.9,20.4,0.1,0.1,15.2,TEN,14,2024,rb
Zach Charbonnet,16.0,66.0,0.5,3.1,21.1,0.1,0.1,15.1,SEA,14,2024,rb
James Cook,14.7,68.7,0.6,2.3,19.2,0.1,0.1,15.0,BUF,14,2024,rb
Aaron Jones Sr.,14.2,64.5,0.4,3.0,21.7,0.2,0.1,14.7,MIN,14,2024,rb
Kyren Williams,17.8,76.3,0.6,1.8,13.1,0.1,0.1,14.5,LAR,14,2024,rb
Najee Harris,16.8,68.8,0.5,2.3,17.4,0.1,0.1,14.2,LAC,14,2024,rb
David Montgomery,14.2,61.1,0.7,2.1,16.3,0.1,0.1,14.2,DET,14,2024,rb
Isaac Guerendo,16.5,73.4,0.5,1.9,14.7,0.1,0.1,13.8,SF,14,2024,rb
D'Andre Swift,16.4,66.5,0.5,2.2,16.1,0.1,0.1,13.8,CHI,14,2024,rb
Rico Dowdle,16.1,68.7,0.4,2.1,16.5,0.1,0.1,13.5,CAR,14,2024,rb
Tyrone Tracy Jr.,14.2,64.0,0.4,2.3,16.7,0.1,0.1,13.3,NYG,14,2024,rb
Braelon Allen,15.8,59.9,0.3,2.4,17.4,0.1,0.1,12.7,NYJ,14,2024,rb
Chuba Hubbard,15.3,61.6,0.4,1.9,12.9,0.0,0.1,11.8,CAR,14,2024,rb
Rachaad White,9.3,35.5,0.3,3.1,24.0,0.2,0.1,11.3,TB,14,2024,rb
Travis Etienne Jr.,12.4,47.8,0.3,2.5,17.0,0.1,0.1,11.1,JAC,14,2024,rb
Isiah Pacheco,11.4,49.1,0.4,2.1,14.7,0.1,0.1,11.0,KC,14,2024,rb
Ameer Abdullah,9.4,38.0,0.2,2.8,20.2,0.1,0.1,10.6,SF,14,2024,rb
Jaylen Warren,7.8,37.0,0.2,2.4,19.3,0.1,0.1,10.0,PIT,14,2024,rb
Sincere McCormick,11.4,49.3,0.3,1.3,9.1,0.0,0.1,9.2,LV,14,2024,rb
Kareem Hunt,9.4,36.1,0.3,1.3,8.7,0.1,0.1,8.0,KC,14,2024,rb
Jerome Ford,7.2,28.0,0.1,1.8,13.8,0.1,0.0,7.1,CLE,14,2024,rb
Tank Bigsby,8.2,36.1,0.3,1.0,7.2,0.0,0.1,7.1,JAC,14,2024,rb
Tyjae Spears,7.1,27.0,0.1,1.7,13.3,0.1,0.0,6.9,TEN,14,2024,rb
Isaiah Davis,5.5,24.0,0.1,2.0,14.2,0.1,0.0,6.9,NYJ,14,2024,rb
Kimani Vidal,5.8,22.4,0.2,1.5,11.8,0.1,0.0,6.2,LAC,14,2024,rb
Devin Singletary,6.6,29.6,0.2,1.1,7.5,0.0,0.0,5.9,NYG,14,2024,rb
Jonathon Brooks,6.7,25.1,0.1,1.5,9.4,0.0,0.0,5.9,CAR,14,2024,rb
Jaylen Wright,6.9,28.0,0.2,0.9,5.8,0.0,0.1,5.5,MIA,14,2024,rb
Patrick Taylor Jr.,6.1,22.7,0.1,1.2,8.2,0.1,0.1,5.1,SF,14,2024,rb
Cam Akers,6.1,24.0,0.2,0.9,6.0,0.0,0.0,5.0,NO,14,2024,rb
Tyler Allgeier,6.7,28.0,0.2,0.6,4.6,0.0,0.0,5.0,ATL,14,2024,rb
Travis Homer,4.9,20.0,0.1,1.1,7.8,0.0,0.0,4.9,CHI,14,2024,rb
Trey Benson,5.3,22.7,0.2,0.6,3.5,0.0,0.0,4.2,ARI,14,2024,rb
Ray Davis,5.1,20.9,0.1,0.5,4.2,0.0,0.0,4.0,BUF,14,2024,rb
Chris Brooks,3.2,16.1,0.1,0.6,3.9,0.0,0.0,3.5,GB,14,2024,rb
Kenneth Gainwell,2.8,16.7,0.1,0.5,3.8,0.0,0.0,3.4,PIT,14,2024,rb
Kendre Miller,3.2,15.8,0.1,0.6,4.3,0.0,0.0,3.3,NO,14,2024,rb
Ty Johnson,2.5,9.4,0.1,0.9,7.3,0.1,0.0,3.3,BUF,14,2024,rb
Emari Demercado,2.8,11.6,0.1,0.9,5.8,0.0,0.0,3.2,ARI,14,2024,rb
Blake Corum,4.8,20.9,0.1,0.3,1.8,0.0,0.0,3.2,LAR,14,2024,rb
Samaje Perine,0.5,3.3,0.0,1.3,9.8,0.1,0.0,3.0,CIN,14,2024,rb
Emanuel Wilson,3.7,14.9,0.1,0.4,3.2,0.0,0.0,3.0,GB,14,2024,rb
Kyle Juszczyk,0.6,2.8,0.0,1.1,9.3,0.1,0.0,2.6,SF,14,2024,rb
Hassan Haskins,1.7,8.5,0.1,0.4,4.1,0.0,0.0,2.2,LAC,14,2024,rb
Hunter Luepke,0.8,3.3,0.0,0.8,5.7,0.0,0.0,1.9,DAL,14,2024,rb
Eric Gray,0.9,3.7,0.0,0.6,4.3,0.0,0.0,1.7,NYG,14,2024,rb
Sean Tucker,0.7,5.8,0.0,0.2,1.6,0.0,0.0,1.2,TB,14,2024,rb
Alec Ingold,0.4,1.4,0.0,0.4,3.3,0.0,0.0,1.1,MIA,14,2024,rb
Jeff Wilson Jr.,1.9,5.4,0.0,0.1,0.9,0.0,0.0,1.0,SF,14,2024,rb
Kene Nwangwu,0.4,2.0,0.0,0.4,2.5,0.0,0.0,1.0,NYJ,14,2024,rb
Ty Chandler,1.1,4.2,0.0,0.2,1.2,0.0,0.0,0.9,MIN,14,2024,rb
Will Shipley,0.8,2.9,0.0,0.1,0.9,0.0,0.0,0.6,PHI,14,2024,rb
Pierre Strong Jr.,0.3,1.9,0.0,0.1,1.1,0.0,0.0,0.5,CLE,14,2024,rb
Craig Reynolds,0.3,1.3,0.0,0.2,1.3,0.0,0.0,0.5,DET,14,2024,rb
Dylan Laube,0.0,1.4,0.0,0.2,1.1,0.0,0.0,0.5,LV,14,2024,rb
C.J. Ham,0.1,0.3,0.0,0.2,1.3,0.0,0.0,0.4,MIN,14,2024,rb
Julius Chestnut,0.4,1.8,0.0,0.1,0.4,0.0,0.0,0.4,TEN,14,2024,rb
DeeJay Dallas,0.1,1.1,0.0,0.1,1.0,0.0,0.0,0.4,ARI,14,2024,rb
Keilan Robinson,0.0,1.0,0.0,0.1,0.5,0.0,0.0,0.2,PHI,14,2024,rb
Carson Steele,0.1,0.3,0.0,0.1,0.4,0.0,0.0,0.2,KC,14,2024,rb
Raheem Blackshear,0.1,0.3,0.0,0.1,0.4,0.0,0.0,0.1,CAR,14,2024,rb
Ronnie Rivers,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.1,LAR,14,2024,rb
Christian McCaffrey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,14,2024,rb
Breece Hall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,14,2024,rb
Kenneth Walker III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,14,2024,rb
Javonte Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,14,2024,rb
Clyde Edwards-Helaire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,14,2024,rb
Zamir White,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,14,2024,rb
Raheem Mostert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,14,2024,rb
Jordan Mason,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,14,2024,rb
Alexander Mattison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,14,2024,rb
Roschon Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,14,2024,rb
Miles Sanders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,14,2024,rb
Trey Sermon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,14,2024,rb
Deuce Vaughn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,14,2024,rb
Scott Matlock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,14,2024,rb
Avery Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,14,2024,rb
Trayveon Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,14,2024,rb
Nyheim Miller-Hines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,14,2024,rb
A.J. Dillon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,14,2024,rb
Darrynton Evans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,14,2024,rb
Reggie Gilliam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,14,2024,rb
Mike Boone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,14,2024,rb
Gary Brightwell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,14,2024,rb
Elijah Mitchell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,14,2024,rb
Velus Jones Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,14,2024,rb
Jordan Mims,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,14,2024,rb
Owen Wright,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,14,2024,rb
Cody Schrader,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,14,2024,rb
Sione Vaki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,14,2024,rb
Andrew Beck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,14,2024,rb
Ke'Shawn Vaughn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,14,2024,rb
Jonathan Ward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,14,2024,rb
Jermar Jefferson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,14,2024,rb
Michael Carter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,14,2024,rb
Jaret Patterson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,14,2024,rb
Brittain Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,14,2024,rb
Zonovan Knight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,14,2024,rb
Keaontay Ingram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,14,2024,rb
Deon Jackson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,14,2024,rb
Malik Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,14,2024,rb
Evan Hull,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,14,2024,rb
Israel Abanikanda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,14,2024,rb
Lew Nichols III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,14,2024,rb
Elijah Dotson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,14,2024,rb
Jacob Saylors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,14,2024,rb
Kendall Milton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,14,2024,rb
Frank Gore Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,14,2024,rb
Aaron Shampklin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,14,2024,rb
Jashaun Corbin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,14,2024,rb
MarShawn Lloyd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,14,2024,rb
Dante Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,14,2024,rb
George Holani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,14,2024,rb
Jase McClellan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,14,2024,rb
Chris Collier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,14,2024,rb
Joe Mixon,20.1,85.0,0.8,3.4,26.4,0.1,0.1,20.0,HOU,15,2024,rb
Bijan Robinson,19.4,85.1,0.6,3.9,30.0,0.1,0.1,19.8,ATL,15,2024,rb
Saquon Barkley,20.5,101.3,0.7,2.6,19.3,0.1,0.1,19.5,PHI,15,2024,rb
Derrick Henry,21.6,107.2,1.0,1.1,9.4,0.1,0.1,18.7,BAL,15,2024,rb
Chase Brown,16.5,73.2,0.5,4.3,29.7,0.2,0.1,18.5,CIN,15,2024,rb
De'Von Achane,13.9,61.1,0.4,4.7,34.7,0.2,0.1,18.1,MIA,15,2024,rb
Zach Charbonnet,17.9,73.2,0.6,3.7,25.4,0.1,0.1,17.9,SEA,15,2024,rb
James Conner,18.1,76.2,0.6,3.3,24.5,0.1,0.1,17.7,ARI,15,2024,rb
Josh Jacobs,19.8,85.3,0.7,2.6,20.1,0.1,0.1,17.7,GB,15,2024,rb
Alvin Kamara,15.3,63.4,0.4,4.3,33.4,0.1,0.1,17.0,NO,15,2024,rb
Jahmyr Gibbs,12.8,66.1,0.6,3.3,25.8,0.2,0.1,16.9,DET,15,2024,rb
Chuba Hubbard,19.5,83.1,0.6,2.6,18.2,0.1,0.1,16.8,CAR,15,2024,rb
Tony Pollard,18.2,75.0,0.4,2.9,19.2,0.1,0.1,15.2,TEN,15,2024,rb
Aaron Jones Sr.,15.3,69.3,0.4,2.9,22.8,0.2,0.1,15.2,MIN,15,2024,rb
Breece Hall,12.6,58.8,0.4,3.5,27.9,0.1,0.1,15.0,NYJ,15,2024,rb
Kyren Williams,19.1,78.3,0.7,1.6,11.4,0.1,0.1,14.9,LAR,15,2024,rb
James Cook,13.7,64.3,0.5,2.5,19.9,0.1,0.1,14.6,BUF,15,2024,rb
David Montgomery,13.5,59.7,0.7,2.3,17.5,0.1,0.1,14.5,DET,15,2024,rb
Rico Dowdle,17.3,76.6,0.4,2.2,15.3,0.1,0.1,14.1,CAR,15,2024,rb
Jonathan Taylor,19.5,81.1,0.5,1.4,12.0,0.0,0.1,13.8,IND,15,2024,rb
Tyrone Tracy Jr.,13.7,57.4,0.4,3.1,22.2,0.1,0.1,13.8,NYG,15,2024,rb
Brian Robinson Jr.,17.2,75.3,0.6,1.4,11.2,0.0,0.1,13.7,WAS,15,2024,rb
Isaac Guerendo,16.5,70.8,0.5,1.7,14.8,0.1,0.1,13.6,SF,15,2024,rb
Isiah Pacheco,13.3,61.2,0.4,2.4,17.5,0.1,0.1,13.3,KC,15,2024,rb
D'Andre Swift,15.5,61.4,0.5,2.1,16.2,0.1,0.1,12.9,CHI,15,2024,rb
Rhamondre Stevenson,14.7,60.2,0.4,2.5,17.1,0.1,0.1,12.7,NE,15,2024,rb
Najee Harris,14.8,57.3,0.4,2.3,15.3,0.1,0.1,12.1,LAC,15,2024,rb
Bucky Irving,10.1,48.3,0.4,2.6,19.2,0.1,0.1,12.0,TB,15,2024,rb
Rachaad White,11.0,40.9,0.3,2.7,19.6,0.1,0.1,11.0,TB,15,2024,rb
Sincere McCormick,12.4,54.3,0.3,1.7,11.4,0.0,0.0,10.4,LV,15,2024,rb
Travis Etienne Jr.,8.8,34.1,0.3,2.6,19.7,0.1,0.1,9.9,JAC,15,2024,rb
Jaylen Warren,7.5,33.6,0.2,2.8,20.0,0.1,0.1,9.9,PIT,15,2024,rb
Javonte Williams,9.0,34.8,0.2,2.7,17.6,0.1,0.1,9.6,DAL,15,2024,rb
Tank Bigsby,12.5,52.4,0.4,1.2,8.2,0.0,0.1,9.6,JAC,15,2024,rb
Jerome Ford,9.6,37.4,0.2,2.0,14.8,0.1,0.0,8.6,CLE,15,2024,rb
Nick Chubb,12.0,48.0,0.3,0.7,5.2,0.0,0.0,8.1,HOU,15,2024,rb
Kimani Vidal,8.4,35.1,0.3,1.4,9.3,0.0,0.1,7.5,LAC,15,2024,rb
Justice Hill,2.9,12.4,0.1,2.4,19.2,0.1,0.0,6.8,BAL,15,2024,rb
Jaleel McLaughlin,9.0,35.2,0.2,1.2,7.7,0.0,0.0,6.7,DEN,15,2024,rb
Alexander Mattison,7.3,25.9,0.2,1.6,11.6,0.1,0.0,6.6,MIA,15,2024,rb
Tyler Allgeier,8.2,36.5,0.3,0.7,5.0,0.0,0.0,6.6,ATL,15,2024,rb
Tyjae Spears,5.7,24.2,0.1,1.7,12.2,0.1,0.0,6.4,TEN,15,2024,rb
Braelon Allen,7.1,27.4,0.2,1.2,8.4,0.1,0.1,6.1,NYJ,15,2024,rb
Trey Benson,6.6,27.1,0.2,1.1,7.9,0.1,0.0,5.9,ARI,15,2024,rb
Kendre Miller,6.8,29.2,0.2,1.0,6.8,0.0,0.0,5.9,NO,15,2024,rb
Kareem Hunt,7.0,26.2,0.2,0.7,5.4,0.1,0.0,5.5,KC,15,2024,rb
Raheem Mostert,5.2,21.2,0.2,1.0,7.4,0.1,0.0,5.1,LV,15,2024,rb
Antonio Gibson,6.2,22.4,0.1,1.1,9.0,0.0,0.0,5.0,NE,15,2024,rb
Jeremy McNichols,4.1,18.8,0.1,1.3,9.9,0.0,0.0,5.0,WAS,15,2024,rb
Cam Akers,6.5,25.9,0.2,0.7,5.1,0.0,0.0,5.0,NO,15,2024,rb
Sean Tucker,3.9,22.1,0.2,0.8,6.2,0.0,0.1,4.7,TB,15,2024,rb
Ameer Abdullah,3.5,11.3,0.1,1.4,11.7,0.1,0.0,4.6,SF,15,2024,rb
Patrick Taylor Jr.,4.3,20.1,0.1,0.8,6.0,0.0,0.0,4.3,SF,15,2024,rb
Mike Boone,4.6,20.9,0.1,0.8,6.0,0.0,0.0,4.3,MIA,15,2024,rb
Devin Singletary,4.9,18.1,0.1,0.9,6.4,0.0,0.0,4.1,NYG,15,2024,rb
Isaiah Davis,2.6,11.1,0.1,1.3,10.1,0.0,0.0,4.1,NYJ,15,2024,rb
Kenneth Gainwell,3.4,17.2,0.1,0.8,5.8,0.0,0.0,4.0,PIT,15,2024,rb
Blake Corum,5.4,23.7,0.2,0.3,1.9,0.0,0.0,3.9,LAR,15,2024,rb
Samaje Perine,0.7,4.0,0.0,1.5,12.2,0.1,0.0,3.6,CIN,15,2024,rb
Jaylen Wright,3.4,16.1,0.1,0.7,4.3,0.0,0.0,3.5,MIA,15,2024,rb
Ty Johnson,2.2,8.2,0.1,1.0,8.7,0.1,0.0,3.5,BUF,15,2024,rb
Chris Brooks,2.0,11.4,0.1,0.7,5.0,0.0,0.0,3.1,GB,15,2024,rb
Audric Estime,4.3,17.7,0.1,0.3,2.0,0.0,0.0,3.1,DEN,15,2024,rb
Chris Rodriguez Jr.,3.5,16.3,0.1,0.4,2.9,0.0,0.0,3.0,WAS,15,2024,rb
Travis Homer,3.6,10.9,0.1,0.8,5.8,0.0,0.0,3.0,CHI,15,2024,rb
Ray Davis,2.7,12.7,0.1,0.5,4.0,0.0,0.0,2.9,BUF,15,2024,rb
Kyle Juszczyk,0.4,1.5,0.0,1.1,9.7,0.1,0.0,2.6,SF,15,2024,rb
Emanuel Wilson,3.6,14.4,0.1,0.3,1.9,0.0,0.0,2.5,GB,15,2024,rb
Khalil Herbert,2.3,10.3,0.1,0.5,3.0,0.0,0.0,2.4,IND,15,2024,rb
Hunter Luepke,1.0,4.7,0.0,0.7,5.1,0.0,0.0,2.0,DAL,15,2024,rb
JaMycal Hasty,1.4,5.9,0.0,0.6,4.0,0.0,0.0,1.9,NE,15,2024,rb
