Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year,Position
52,Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,11,2024,k
53,Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,11,2024,k
54,Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,11,2024,k
55,Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,11,2024,k
56,MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,11,2024,k
57,Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,11,2024,k
58,Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0%,LAR,11,2024,k
59,Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,11,2024,k
60,Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,11,2024,k
61,Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WAS,11,2024,k
62,Dustin Hopkins,0,2,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.8%,CLE,11,2024,k
63,Mark McNamee,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,11,2024,k
1,Wil Lutz,5,5,100.0,54,0,0,2,1,2,2,2,1,22.0,22.0,35.9%,DEN,12,2024,k
2,Nick Folk,3,3,100.0,56,0,0,0,0,3,3,3,1,18.0,18.0,1.1%,NYJ,12,2024,k
3,Cameron Dicker,3,3,100.0,52,0,0,0,1,2,2,2,1,16.0,16.0,94.9%,LAC,12,2024,k
4,Daniel Carlson,4,4,100.0,53,0,1,2,0,1,1,1,1,15.0,15.0,12.9%,LV,12,2024,k
5,Spencer Shrader,3,3,100.0,41,0,1,1,1,0,3,3,1,13.0,13.0,1.4%,IND,12,2024,k
6,Eddy Pineiro,4,4,100.0,33,0,1,3,0,0,1,1,1,13.0,13.0,0.6%,FA,12,2024,k
7,Parker Romo,3,3,100.0,40,0,2,0,1,0,3,3,1,13.0,13.0,0.7%,NE,12,2024,k
8,Jake Elliott,3,3,100.0,31,0,2,1,0,0,4,4,1,13.0,13.0,60.9%,PHI,12,2024,k
9,Brandon Aubrey,2,4,50.0,48,0,0,0,2,0,4,4,1,12.0,12.0,97.7%,DAL,12,2024,k
10,Jason Sanders,2,2,100.0,51,0,1,0,0,1,4,4,1,12.0,12.0,41.5%,MIA,12,2024,k
11,Ka'imi Fairbairn,2,3,66.7,54,0,1,0,0,1,3,3,1,11.0,11.0,62.4%,HOU,12,2024,k
12,Brandon McManus,1,1,100.0,51,0,0,0,0,1,5,5,1,10.0,10.0,5.5%,GB,12,2024,k
13,Austin Seibert,2,3,66.7,51,0,0,0,1,1,0,2,1,9.0,9.0,0.7%,FA,12,2024,k
14,Cairo Santos,2,3,66.7,49,0,0,0,2,0,1,1,1,9.0,9.0,12.2%,CHI,12,2024,k
15,Jake Bates,1,1,100.0,56,0,0,0,0,1,3,3,1,8.0,8.0,96.3%,DET,12,2024,k
16,Chris Boswell,2,3,66.7,48,0,1,0,1,0,1,1,1,8.0,8.0,81.4%,PIT,12,2024,k
17,Justin Tucker,1,1,100.0,45,0,0,0,1,0,3,3,1,7.0,7.0,3.7%,FA,12,2024,k
18,Jason Myers,1,1,100.0,50,0,0,0,0,1,1,2,1,6.0,6.0,3.6%,SEA,12,2024,k
19,Matt Gay,2,2,100.0,29,0,2,0,0,0,0,0,1,6.0,6.0,16.2%,WAS,12,2024,k
20,Chad Ryland,2,3,66.7,35,0,1,1,0,0,0,0,1,6.0,6.0,1.5%,ARI,12,2024,k
21,Chase McLaughlin,1,1,100.0,23,0,1,0,0,0,3,4,1,6.0,6.0,81.7%,TB,12,2024,k
22,Jake Moody,1,1,100.0,48,0,0,0,1,0,1,1,1,5.0,5.0,7.5%,SF,12,2024,k
23,Dustin Hopkins,1,1,100.0,34,0,0,1,0,0,1,1,1,4.0,4.0,0.8%,CLE,12,2024,k
24,Joshua Karty,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,6.9%,LAR,12,2024,k
25,Joey Slye,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.8%,TEN,12,2024,k
26,Graham Gano,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.1%,NYG,12,2024,k
27,Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,57.6%,BUF,12,2024,k
28,Caden Davis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,BUF,12,2024,k
29,Ben Sauls,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,12,2024,k
30,Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.8%,ATL,12,2024,k
31,Harrison Butker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,72.4%,KC,12,2024,k
32,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,CAR,12,2024,k
33,Blake Grupe,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.1%,NO,12,2024,k
34,Andre Szmyt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,CLE,12,2024,k
35,Jonathan Kim,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,CHI,12,2024,k
36,Will Reichard,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.6%,MIN,12,2024,k
37,Charlie Smyth,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.3%,NO,12,2024,k
38,Andy Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.5%,NE,12,2024,k
39,Ryan Fitzgerald,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,CAR,12,2024,k
40,Jude McAtamney,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,NYG,12,2024,k
41,Cam Little,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,21.4%,JAC,12,2024,k
42,Tyler Loop,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,35.5%,BAL,12,2024,k
43,Harrison Mevis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,NYJ,12,2024,k
44,Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,44.2%,CIN,12,2024,k
45,Lenny Krieg,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,ATL,12,2024,k
46,Maddux Trujillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,12,2024,k
47,Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,12,2024,k
48,Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,12,2024,k
49,Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,12,2024,k
50,Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,12,2024,k
51,Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CLE,12,2024,k
52,Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,12,2024,k
53,Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,12,2024,k
54,Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,12,2024,k
55,Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,12,2024,k
56,Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,12,2024,k
57,MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,12,2024,k
58,Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,12,2024,k
59,Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0%,LAR,12,2024,k
60,Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,12,2024,k
61,Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,12,2024,k
62,Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WAS,12,2024,k
63,Mark McNamee,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,12,2024,k
1,Chad Ryland,5,6,83.3,40,0,2,2,1,0,1,1,1,17.0,17.0,1.5%,ARI,13,2024,k
2,Chris Boswell,3,4,75.0,50,0,0,2,0,1,5,5,1,16.0,16.0,81.4%,PIT,13,2024,k
3,Chase McLaughlin,4,5,80.0,51,0,2,1,0,1,2,2,1,16.0,16.0,81.7%,TB,13,2024,k
4,Parker Romo,3,4,75.0,55,0,0,1,1,1,2,2,1,14.0,14.0,0.7%,NE,13,2024,k
5,Matthew Wright,4,5,80.0,42,0,1,2,1,0,1,1,1,14.0,14.0,0.8%,CAR,13,2024,k
6,Ka'imi Fairbairn,3,3,100.0,53,0,1,1,0,1,2,2,1,13.0,13.0,62.4%,HOU,13,2024,k
7,Brandon McManus,3,3,100.0,46,0,1,1,1,0,3,3,1,13.0,13.0,5.5%,GB,13,2024,k
8,Cameron Dicker,3,3,100.0,51,0,0,1,1,1,0,0,1,12.0,12.0,94.9%,LAC,13,2024,k
9,Jake Bates,3,4,75.0,48,0,0,2,1,0,2,2,1,12.0,12.0,96.3%,DET,13,2024,k
10,Joey Slye,3,5,60.0,54,0,0,2,0,1,1,1,1,12.0,12.0,0.8%,TEN,13,2024,k
11,Eddy Pineiro,3,5,60.0,47,0,2,0,1,0,2,2,1,12.0,12.0,0.6%,FA,13,2024,k
12,Jason Myers,2,2,100.0,54,0,0,0,1,1,2,3,1,11.0,11.0,3.6%,SEA,13,2024,k
13,Wil Lutz,2,2,100.0,36,0,1,1,0,0,5,5,1,11.0,11.0,35.9%,DEN,13,2024,k
14,Graham Gano,2,2,100.0,47,0,0,0,2,0,2,2,1,10.0,10.0,1.1%,NYG,13,2024,k
15,Blake Grupe,2,3,66.7,54,0,0,0,0,2,0,0,1,10.0,10.0,1.1%,NO,13,2024,k
16,Justin Tucker,2,4,50.0,50,0,0,1,0,1,1,2,1,9.0,9.0,3.7%,FA,13,2024,k
17,Nick Folk,2,2,100.0,44,0,0,0,2,0,1,1,1,9.0,9.0,1.1%,NYJ,13,2024,k
18,Brandon Aubrey,2,2,100.0,33,0,1,1,0,0,3,3,1,9.0,9.0,97.7%,DAL,13,2024,k
19,Evan McPherson,1,1,100.0,38,0,0,1,0,0,5,5,1,8.0,8.0,44.2%,CIN,13,2024,k
20,Younghoe Koo,2,3,66.7,41,0,1,0,1,0,1,1,1,8.0,8.0,22.8%,ATL,13,2024,k
21,Dustin Hopkins,1,2,50.0,45,0,0,0,1,0,3,3,1,7.0,7.0,0.8%,CLE,13,2024,k
22,Cam Little,2,3,66.7,33,0,0,2,0,0,0,0,1,6.0,6.0,21.4%,JAC,13,2024,k
23,Zane Gonzalez,0,2,0.0,0,0,0,0,0,0,6,6,1,6.0,6.0,4.7%,FA,13,2024,k
24,Jake Elliott,1,1,100.0,35,0,0,1,0,0,3,3,1,6.0,6.0,60.9%,PHI,13,2024,k
25,Tyler Bass,0,1,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,57.6%,BUF,13,2024,k
26,Daniel Carlson,1,4,25.0,27,0,1,0,0,0,2,2,1,5.0,5.0,12.9%,LV,13,2024,k
27,Matt Gay,1,1,100.0,25,0,1,0,0,0,2,2,1,5.0,5.0,16.2%,WAS,13,2024,k
28,Jake Moody,1,3,33.3,33,0,0,1,0,0,1,1,1,4.0,4.0,7.5%,SF,13,2024,k
29,Joshua Karty,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,6.9%,LAR,13,2024,k
30,Jason Sanders,1,1,100.0,33,0,0,1,0,0,0,0,1,3.0,3.0,41.5%,MIA,13,2024,k
31,Cairo Santos,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,12.2%,CHI,13,2024,k
32,Anders Carlson,0,0,0.0,0,0,0,0,0,0,1,2,1,1.0,1.0,1.0%,FA,13,2024,k
33,Harrison Mevis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,NYJ,13,2024,k
34,Ryan Fitzgerald,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,CAR,13,2024,k
35,Lenny Krieg,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,ATL,13,2024,k
36,Harrison Butker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,72.4%,KC,13,2024,k
37,Ben Sauls,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,13,2024,k
38,Maddux Trujillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,13,2024,k
39,Andy Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.5%,NE,13,2024,k
40,Tyler Loop,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,35.5%,BAL,13,2024,k
41,Caden Davis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,BUF,13,2024,k
42,Jonathan Kim,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,CHI,13,2024,k
43,Jude McAtamney,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,NYG,13,2024,k
44,Charlie Smyth,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.3%,NO,13,2024,k
45,Will Reichard,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.6%,MIN,13,2024,k
46,Andre Szmyt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,CLE,13,2024,k
47,Spencer Shrader,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.4%,IND,13,2024,k
48,Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,13,2024,k
49,Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,13,2024,k
50,Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,13,2024,k
51,Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,13,2024,k
52,Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CLE,13,2024,k
53,Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,13,2024,k
54,Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,13,2024,k
55,Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,13,2024,k
56,Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,13,2024,k
57,Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,13,2024,k
58,MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,13,2024,k
59,Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,13,2024,k
60,Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0%,LAR,13,2024,k
61,Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,13,2024,k
62,Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,13,2024,k
63,Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WAS,13,2024,k
64,Mark McNamee,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,13,2024,k
1,Anders Carlson,4,4,100.0,42,0,1,1,2,0,2,2,1,16.0,16.0,1.0%,FA,14,2024,k
2,Jason Sanders,4,4,100.0,57,0,1,1,0,2,0,1,1,16.0,16.0,41.5%,MIA,14,2024,k
3,Matthew Wright,4,4,100.0,50,0,0,2,1,1,1,1,1,16.0,16.0,0.8%,CAR,14,2024,k
4,Jason Myers,3,3,100.0,36,0,1,2,0,0,3,3,1,12.0,12.0,3.6%,SEA,14,2024,k
5,Jake Bates,2,2,100.0,43,0,0,1,1,0,4,4,1,11.0,11.0,96.3%,DET,14,2024,k
6,Chris Boswell,2,2,100.0,54,0,0,1,0,1,3,3,1,11.0,11.0,81.4%,PIT,14,2024,k
7,Cade York,2,2,100.0,37,0,1,1,0,0,3,3,1,9.0,9.0,4.3%,FA,14,2024,k
8,Brandon Aubrey,2,2,100.0,47,0,0,1,1,0,2,2,1,9.0,9.0,97.7%,DAL,14,2024,k
9,Joshua Karty,1,1,100.0,22,0,1,0,0,0,5,6,1,8.0,8.0,6.9%,LAR,14,2024,k
10,Jake Moody,1,1,100.0,23,0,1,0,0,0,5,5,1,8.0,8.0,7.5%,SF,14,2024,k
11,Brandon McManus,1,1,100.0,32,0,0,1,0,0,4,4,1,7.0,7.0,5.5%,GB,14,2024,k
12,Younghoe Koo,2,2,100.0,29,0,2,0,0,0,1,1,1,7.0,7.0,22.8%,ATL,14,2024,k
13,Daniel Carlson,2,2,100.0,27,0,2,0,0,0,1,1,1,7.0,7.0,12.9%,LV,14,2024,k
14,Nick Folk,2,2,100.0,46,0,0,1,1,0,0,0,1,7.0,7.0,1.1%,NYJ,14,2024,k
15,Tyler Bass,0,0,0.0,0,0,0,0,0,0,6,6,1,6.0,6.0,57.6%,BUF,14,2024,k
16,Will Reichard,0,1,0.0,39,0,0,0,0,0,6,6,1,6.0,6.0,7.6%,MIN,14,2024,k
17,Cameron Dicker,1,1,100.0,37,0,0,1,0,0,2,2,1,5.0,5.0,94.9%,LAC,14,2024,k
18,Cam Little,1,1,100.0,23,0,1,0,0,0,1,1,1,4.0,4.0,21.4%,JAC,14,2024,k
19,Chad Ryland,1,2,50.0,28,0,1,0,0,0,1,1,1,4.0,4.0,1.5%,ARI,14,2024,k
20,Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,81.7%,TB,14,2024,k
21,Graham Gano,1,2,50.0,48,0,0,0,1,0,0,0,1,4.0,4.0,1.1%,NYG,14,2024,k
22,Eddy Pineiro,1,1,100.0,38,0,0,1,0,0,1,2,1,4.0,4.0,0.6%,FA,14,2024,k
23,Dustin Hopkins,0,2,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.8%,CLE,14,2024,k
24,Blake Grupe,0,2,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,1.1%,NO,14,2024,k
25,Jake Elliott,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,60.9%,PHI,14,2024,k
26,Cairo Santos,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,12.2%,CHI,14,2024,k
27,Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,16.2%,WAS,14,2024,k
28,Harrison Butker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,72.4%,KC,14,2024,k
29,Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,TEN,14,2024,k
30,Harrison Mevis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,NYJ,14,2024,k
31,Jack Browning,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,14,2024,k
32,Charlie Smyth,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.3%,NO,14,2024,k
33,Andre Szmyt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,CLE,14,2024,k
34,Spencer Shrader,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.4%,IND,14,2024,k
35,Lenny Krieg,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,ATL,14,2024,k
36,Ben Sauls,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,14,2024,k
37,Maddux Trujillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,14,2024,k
38,Jonathan Kim,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,CHI,14,2024,k
39,Tyler Loop,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,35.5%,BAL,14,2024,k
40,Caden Davis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,BUF,14,2024,k
41,Andy Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.5%,NE,14,2024,k
42,Ryan Fitzgerald,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,CAR,14,2024,k
43,Jude McAtamney,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,NYG,14,2024,k
44,Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,44.2%,CIN,14,2024,k
45,Parker Romo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,NE,14,2024,k
46,Wil Lutz,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,35.9%,DEN,14,2024,k
47,Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,14,2024,k
48,Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,14,2024,k
49,Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,14,2024,k
50,Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,14,2024,k
51,Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CLE,14,2024,k
52,Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,14,2024,k
53,Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,14,2024,k
54,Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,14,2024,k
55,Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,14,2024,k
56,Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,14,2024,k
57,MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,14,2024,k
58,Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,62.4%,HOU,14,2024,k
59,Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,14,2024,k
60,Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,14,2024,k
61,Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0%,LAR,14,2024,k
62,Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,14,2024,k
63,Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WAS,14,2024,k
64,Mark McNamee,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,14,2024,k
1,Chase McLaughlin,4,4,100.0,43,0,1,1,2,0,4,4,1,18.0,18.0,81.7%,TB,15,2024,k
2,Brandon Aubrey,3,4,75.0,52,0,0,0,2,1,3,3,1,16.0,16.0,97.7%,DAL,15,2024,k
3,Cam Little,4,4,100.0,43,0,2,0,2,0,1,1,1,15.0,15.0,21.4%,JAC,15,2024,k
4,Will Reichard,3,3,100.0,52,0,0,1,1,1,3,3,1,15.0,15.0,7.6%,MIN,15,2024,k
5,Tyler Bass,2,3,66.7,50,0,0,0,1,1,6,6,1,15.0,15.0,57.6%,BUF,15,2024,k
6,Chad Ryland,3,3,100.0,49,0,0,1,2,0,3,3,1,14.0,14.0,1.5%,ARI,15,2024,k
7,Joshua Karty,4,4,100.0,48,0,3,0,1,0,0,0,1,13.0,13.0,6.9%,LAR,15,2024,k
8,Brandon McManus,3,3,100.0,39,0,2,1,0,0,3,3,1,12.0,12.0,5.5%,GB,15,2024,k
9,Blake Grupe,2,2,100.0,51,0,0,0,1,1,1,1,1,10.0,10.0,1.1%,NO,15,2024,k
10,Jake Elliott,2,2,100.0,41,0,0,1,1,0,3,3,1,10.0,10.0,60.9%,PHI,15,2024,k
11,Jason Myers,2,2,100.0,48,0,0,0,2,0,1,1,1,9.0,9.0,3.6%,SEA,15,2024,k
12,Greg Joseph,2,3,66.7,41,0,1,0,1,0,2,2,1,9.0,9.0,0.6%,FA,15,2024,k
13,Jake Moody,2,2,100.0,53,0,0,0,1,1,0,0,1,9.0,9.0,7.5%,SF,15,2024,k
14,Ka'imi Fairbairn,2,2,100.0,44,0,1,0,1,0,2,2,1,9.0,9.0,62.4%,HOU,15,2024,k
15,Younghoe Koo,2,3,66.7,48,0,0,0,2,0,1,1,1,9.0,9.0,22.8%,ATL,15,2024,k
16,Matt Gay,2,2,100.0,49,0,0,1,1,0,1,1,1,8.0,8.0,16.2%,WAS,15,2024,k
17,Chris Boswell,2,2,100.0,49,0,0,1,1,0,1,1,1,8.0,8.0,81.4%,PIT,15,2024,k
18,Jason Sanders,2,2,100.0,55,0,0,1,0,1,0,1,1,8.0,8.0,41.5%,MIA,15,2024,k
19,Wil Lutz,1,1,100.0,44,0,0,0,1,0,4,4,1,8.0,8.0,35.9%,DEN,15,2024,k
20,Cade York,1,1,100.0,21,0,1,0,0,0,4,5,1,7.0,7.0,4.3%,FA,15,2024,k
21,Anders Carlson,1,2,50.0,43,0,0,0,1,0,3,3,1,7.0,7.0,1.0%,FA,15,2024,k
22,Joey Slye,1,2,50.0,50,0,0,0,0,1,2,2,1,7.0,7.0,0.8%,TEN,15,2024,k
23,Jake Bates,0,1,0.0,0,0,0,0,0,0,6,6,1,6.0,6.0,96.3%,DET,15,2024,k
24,Cameron Dicker,1,1,100.0,41,0,0,0,1,0,2,2,1,6.0,6.0,94.9%,LAC,15,2024,k
25,Cairo Santos,2,2,100.0,39,0,1,1,0,0,0,0,1,6.0,6.0,12.2%,CHI,15,2024,k
26,Daniel Carlson,1,1,100.0,52,0,0,0,0,1,0,1,1,5.0,5.0,12.9%,LV,15,2024,k
27,Justin Tucker,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,3.7%,FA,15,2024,k
28,Harrison Butker,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,72.4%,KC,15,2024,k
