Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year,Position
14,Daniel Carlson,2,2,100.0,54,0,0,1,0,1,2,2,1,10.0,10.0,12.9%,LV,8,2024,k
15,Matt Gay,2,2,100.0,46,0,0,1,1,0,2,2,1,9.0,9.0,16.2%,WAS,8,2024,k
16,Cameron Dicker,2,2,100.0,46,0,1,0,1,0,2,3,1,9.0,9.0,94.9%,LAC,8,2024,k
17,Blake Grupe,2,3,66.7,43,0,0,0,2,0,0,0,1,8.0,8.0,1.1%,NO,8,2024,k
18,Will Reichard,2,2,100.0,35,0,1,1,0,0,2,2,1,8.0,8.0,7.6%,MIN,8,2024,k
19,Chase McLaughlin,1,1,100.0,52,0,0,0,0,1,3,3,1,8.0,8.0,81.7%,TB,8,2024,k
20,Tyler Bass,1,1,100.0,27,0,1,0,0,0,4,4,1,7.0,7.0,57.6%,BUF,8,2024,k
21,Younghoe Koo,1,2,50.0,39,0,0,1,0,0,4,4,1,7.0,7.0,22.8%,ATL,8,2024,k
22,Justin Tucker,1,2,50.0,49,0,0,0,1,0,3,3,1,7.0,7.0,3.7%,FA,8,2024,k
23,Brandon Aubrey,1,1,100.0,29,0,1,0,0,0,3,3,1,6.0,6.0,97.7%,DAL,8,2024,k
24,Evan McPherson,1,2,50.0,27,0,1,0,0,0,2,2,1,5.0,5.0,44.2%,CIN,8,2024,k
25,Joey Slye,1,1,100.0,23,0,1,0,0,0,2,2,1,5.0,5.0,0.8%,TEN,8,2024,k
26,Greg Zuerlein,1,2,50.0,29,0,1,0,0,0,1,2,1,4.0,4.0,0.8%,FA,8,2024,k
27,Jason Myers,1,1,100.0,38,0,0,1,0,0,1,1,1,4.0,4.0,3.6%,SEA,8,2024,k
28,Wil Lutz,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,35.9%,DEN,8,2024,k
29,Joshua Karty,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,6.9%,LAR,8,2024,k
30,Nick Folk,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,1.1%,NYJ,8,2024,k
31,Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.6%,FA,8,2024,k
32,Cairo Santos,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,12.2%,CHI,8,2024,k
33,Jude McAtamney,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,NYG,8,2024,k
34,Charlie Smyth,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.3%,NO,8,2024,k
35,Ben Sauls,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,8,2024,k
36,Maddux Trujillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,8,2024,k
37,Jonathan Kim,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,CHI,8,2024,k
38,Tyler Loop,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,35.5%,BAL,8,2024,k
39,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,CAR,8,2024,k
40,Andy Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.5%,NE,8,2024,k
41,Lenny Krieg,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,ATL,8,2024,k
42,Caden Davis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,BUF,8,2024,k
43,Ryan Fitzgerald,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,CAR,8,2024,k
44,Parker Romo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,NE,8,2024,k
45,Andre Szmyt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,CLE,8,2024,k
46,Harrison Mevis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,NYJ,8,2024,k
47,Jake Moody,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.5%,SF,8,2024,k
48,Spencer Shrader,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.4%,IND,8,2024,k
49,Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,8,2024,k
50,Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,8,2024,k
51,Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,8,2024,k
52,Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,8,2024,k
53,Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,8,2024,k
54,Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CLE,8,2024,k
55,Graham Gano,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.1%,NYG,8,2024,k
56,Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,8,2024,k
57,Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,8,2024,k
58,Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,8,2024,k
59,Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,8,2024,k
60,MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,8,2024,k
61,Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,8,2024,k
62,Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,8,2024,k
63,Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,8,2024,k
64,Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0%,LAR,8,2024,k
65,Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WAS,8,2024,k
66,Mark McNamee,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,8,2024,k
1,Tyler Bass,3,3,100.0,61,0,0,0,2,1,1,2,1,14.0,14.0,57.6%,BUF,9,2024,k
2,Cairo Santos,3,3,100.0,53,0,1,0,0,2,0,0,1,13.0,13.0,12.2%,CHI,9,2024,k
3,Evan McPherson,2,2,100.0,44,0,1,0,1,0,5,5,1,12.0,12.0,44.2%,CIN,9,2024,k
4,Blake Grupe,3,3,100.0,51,0,1,1,0,1,1,1,1,12.0,12.0,1.1%,NO,9,2024,k
5,Chad Ryland,2,2,100.0,55,0,1,0,0,1,3,3,1,11.0,11.0,1.5%,ARI,9,2024,k
6,Justin Tucker,2,2,100.0,37,0,0,2,0,0,5,5,1,11.0,11.0,3.7%,FA,9,2024,k
7,Matt Gay,2,3,66.7,54,0,0,0,1,1,1,1,1,10.0,10.0,16.2%,WAS,9,2024,k
8,Brandon Aubrey,2,2,100.0,57,0,0,1,0,1,1,1,1,9.0,9.0,97.7%,DAL,9,2024,k
9,Austin Seibert,2,2,100.0,31,0,1,1,0,0,3,3,1,9.0,9.0,0.7%,FA,9,2024,k
10,Jason Sanders,2,2,100.0,39,0,1,1,0,0,3,3,1,9.0,9.0,41.5%,MIA,9,2024,k
11,Ka'imi Fairbairn,2,4,50.0,54,0,1,0,0,1,1,1,1,9.0,9.0,62.4%,HOU,9,2024,k
12,Nick Folk,2,2,100.0,25,0,2,0,0,0,2,2,1,8.0,8.0,1.1%,NYJ,9,2024,k
13,Joshua Karty,2,2,100.0,38,0,1,1,0,0,2,2,1,8.0,8.0,6.9%,LAR,9,2024,k
14,Joey Slye,1,2,50.0,52,0,0,0,0,1,2,2,1,7.0,7.0,0.8%,TEN,9,2024,k
15,Chase McLaughlin,1,1,100.0,47,0,0,0,1,0,3,3,1,7.0,7.0,81.7%,TB,9,2024,k
16,Daniel Carlson,1,1,100.0,46,0,0,0,1,0,3,3,1,7.0,7.0,12.9%,LV,9,2024,k
17,Harrison Butker,1,1,100.0,40,0,0,0,1,0,3,3,1,7.0,7.0,72.4%,KC,9,2024,k
18,Eddy Pineiro,1,1,100.0,48,0,0,0,1,0,2,2,1,6.0,6.0,0.6%,FA,9,2024,k
19,Jake Bates,1,1,100.0,27,0,1,0,0,0,3,3,1,6.0,6.0,96.3%,DET,9,2024,k
20,Brandon McManus,2,3,66.7,38,0,0,2,0,0,0,0,1,6.0,6.0,5.5%,GB,9,2024,k
21,Jake Elliott,1,2,50.0,43,0,0,0,1,0,1,1,1,5.0,5.0,60.9%,PHI,9,2024,k
22,Dustin Hopkins,1,2,50.0,38,0,0,1,0,0,1,1,1,4.0,4.0,0.8%,CLE,9,2024,k
23,Wil Lutz,1,1,100.0,37,0,0,1,0,0,1,1,1,4.0,4.0,35.9%,DEN,9,2024,k
24,Jude McAtamney,1,1,100.0,31,0,0,1,0,0,1,1,1,4.0,4.0,0.7%,NYG,9,2024,k
25,Younghoe Koo,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,22.8%,ATL,9,2024,k
26,Will Reichard,0,2,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,7.6%,MIN,9,2024,k
27,Riley Patterson,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,1.0%,FA,9,2024,k
28,Cameron Dicker,0,1,0.0,0,0,0,0,0,0,3,4,1,3.0,3.0,94.9%,LAC,9,2024,k
29,Jason Myers,0,0,0.0,0,0,0,0,0,0,2,3,1,2.0,2.0,3.6%,SEA,9,2024,k
30,Cam Little,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,21.4%,JAC,9,2024,k
31,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,CAR,9,2024,k
32,Harrison Mevis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,NYJ,9,2024,k
33,Charlie Smyth,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.3%,NO,9,2024,k
34,Andre Szmyt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,CLE,9,2024,k
35,Lenny Krieg,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,ATL,9,2024,k
36,Ben Sauls,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,9,2024,k
37,Maddux Trujillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,9,2024,k
38,Jonathan Kim,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,CHI,9,2024,k
39,Tyler Loop,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,35.5%,BAL,9,2024,k
40,Caden Davis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,BUF,9,2024,k
41,Andy Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.5%,NE,9,2024,k
42,Spencer Shrader,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.4%,IND,9,2024,k
43,Ryan Fitzgerald,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,CAR,9,2024,k
44,Parker Romo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,NE,9,2024,k
45,Jake Moody,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.5%,SF,9,2024,k
46,Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,9,2024,k
47,Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,9,2024,k
48,Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,9,2024,k
49,Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,9,2024,k
50,Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,9,2024,k
51,Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CLE,9,2024,k
52,Graham Gano,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.1%,NYG,9,2024,k
53,Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,9,2024,k
54,Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,9,2024,k
55,Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,9,2024,k
56,Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,9,2024,k
57,MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,9,2024,k
58,Chris Boswell,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,81.4%,PIT,9,2024,k
59,Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,9,2024,k
60,Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0%,LAR,9,2024,k
61,Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,9,2024,k
62,Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,9,2024,k
63,Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WAS,9,2024,k
64,Mark McNamee,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,9,2024,k
1,Joshua Karty,5,6,83.3,55,0,1,2,0,2,0,0,1,19.0,19.0,6.9%,LAR,10,2024,k
2,Jason Sanders,3,3,100.0,50,0,0,1,0,2,2,2,1,15.0,15.0,41.5%,MIA,10,2024,k
3,Ka'imi Fairbairn,3,4,75.0,56,0,1,1,0,1,2,2,1,13.0,13.0,62.4%,HOU,10,2024,k
4,Joey Slye,4,4,100.0,37,0,1,3,0,0,1,1,1,13.0,13.0,0.8%,TEN,10,2024,k
5,Tyler Bass,3,3,100.0,47,0,2,0,1,0,3,3,1,13.0,13.0,57.6%,BUF,10,2024,k
6,Parker Romo,4,4,100.0,45,0,1,2,1,0,0,0,1,13.0,13.0,0.7%,NE,10,2024,k
7,Jake Bates,2,2,100.0,58,0,0,0,0,2,2,2,1,12.0,12.0,96.3%,DET,10,2024,k
8,Jake Moody,3,6,50.0,44,0,1,1,1,0,2,2,1,12.0,12.0,7.5%,SF,10,2024,k
9,Zane Gonzalez,2,2,100.0,48,0,0,0,2,0,3,3,1,11.0,11.0,4.7%,FA,10,2024,k
10,Jake Elliott,2,2,100.0,39,0,0,2,0,0,4,4,1,10.0,10.0,60.9%,PHI,10,2024,k
11,Eddy Pineiro,2,2,100.0,53,0,0,1,0,1,2,2,1,10.0,10.0,0.6%,FA,10,2024,k
12,Harrison Butker,3,3,100.0,36,0,2,1,0,0,1,1,1,10.0,10.0,72.4%,KC,10,2024,k
13,Cameron Dicker,2,2,100.0,37,0,1,1,0,0,3,3,1,9.0,9.0,94.9%,LAC,10,2024,k
14,Matt Gay,2,2,100.0,27,0,2,0,0,0,2,2,1,8.0,8.0,16.2%,WAS,10,2024,k
15,Chase McLaughlin,2,2,100.0,30,0,1,1,0,0,2,2,1,8.0,8.0,81.7%,TB,10,2024,k
16,Blake Grupe,2,2,100.0,38,0,1,1,0,0,2,2,1,8.0,8.0,1.1%,NO,10,2024,k
17,Brandon Aubrey,2,2,100.0,46,0,1,0,1,0,0,0,1,7.0,7.0,97.7%,DAL,10,2024,k
18,Spencer Shrader,2,2,100.0,45,0,1,0,1,0,0,0,1,7.0,7.0,1.4%,IND,10,2024,k
19,Chad Ryland,1,1,100.0,37,0,0,1,0,0,4,4,1,7.0,7.0,1.5%,ARI,10,2024,k
20,Graham Gano,1,2,50.0,42,0,0,0,1,0,2,2,1,6.0,6.0,1.1%,NYG,10,2024,k
21,Younghoe Koo,1,4,25.0,27,0,1,0,0,0,2,2,1,5.0,5.0,22.8%,ATL,10,2024,k
22,Nick Folk,1,2,50.0,27,0,1,0,0,0,2,2,1,5.0,5.0,1.1%,NYJ,10,2024,k
23,Evan McPherson,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,44.2%,CIN,10,2024,k
24,Chris Boswell,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,81.4%,PIT,10,2024,k
25,Cairo Santos,1,1,100.0,33,0,0,1,0,0,0,0,1,3.0,3.0,12.2%,CHI,10,2024,k
26,Justin Tucker,0,0,0.0,0,0,0,0,0,0,3,4,1,3.0,3.0,3.7%,FA,10,2024,k
27,Wil Lutz,0,2,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,35.9%,DEN,10,2024,k
28,Cam Little,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,21.4%,JAC,10,2024,k
29,Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,12.9%,LV,10,2024,k
30,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,CAR,10,2024,k
31,Harrison Mevis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,NYJ,10,2024,k
32,Charlie Smyth,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.3%,NO,10,2024,k
33,Will Reichard,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.6%,MIN,10,2024,k
34,Andre Szmyt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,CLE,10,2024,k
35,Lenny Krieg,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,ATL,10,2024,k
36,Ben Sauls,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,10,2024,k
37,Maddux Trujillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,10,2024,k
38,Jonathan Kim,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,CHI,10,2024,k
39,Tyler Loop,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,35.5%,BAL,10,2024,k
40,Caden Davis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,BUF,10,2024,k
41,Andy Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.5%,NE,10,2024,k
42,Ryan Fitzgerald,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,CAR,10,2024,k
43,Jude McAtamney,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,NYG,10,2024,k
44,Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,10,2024,k
45,Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,10,2024,k
46,Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,10,2024,k
47,Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,10,2024,k
48,Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CLE,10,2024,k
49,Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,10,2024,k
50,Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,10,2024,k
51,Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,10,2024,k
52,Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,10,2024,k
53,Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,10,2024,k
54,MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,10,2024,k
55,Jason Myers,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.6%,SEA,10,2024,k
56,Brandon McManus,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,5.5%,GB,10,2024,k
57,Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,10,2024,k
58,Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0%,LAR,10,2024,k
59,Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,10,2024,k
60,Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,10,2024,k
61,Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WAS,10,2024,k
62,Dustin Hopkins,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,CLE,10,2024,k
63,Mark McNamee,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,10,2024,k
1,Chris Boswell,6,6,100.0,57,0,1,2,0,3,0,0,1,24.0,24.0,81.4%,PIT,11,2024,k
2,Matt Gay,3,3,100.0,56,0,0,0,2,1,1,1,1,14.0,14.0,16.2%,WAS,11,2024,k
3,Cameron Dicker,2,2,100.0,53,1,0,0,0,1,4,4,1,12.0,12.0,94.9%,LAC,11,2024,k
4,Jake Bates,1,1,100.0,54,0,0,0,0,1,7,7,1,12.0,12.0,96.3%,DET,11,2024,k
5,Jason Myers,2,2,100.0,57,0,0,0,0,2,2,2,1,12.0,12.0,3.6%,SEA,11,2024,k
6,Joey Slye,3,3,100.0,42,0,1,1,1,0,1,2,1,11.0,11.0,0.8%,TEN,11,2024,k
7,Anders Carlson,2,2,100.0,58,0,0,1,0,1,3,3,1,11.0,11.0,1.0%,FA,11,2024,k
8,Jason Sanders,2,2,100.0,46,0,0,1,1,0,4,4,1,11.0,11.0,41.5%,MIA,11,2024,k
9,Ka'imi Fairbairn,2,2,100.0,33,0,1,1,0,0,4,4,1,10.0,10.0,62.4%,HOU,11,2024,k
10,Evan McPherson,2,4,50.0,27,0,2,0,0,0,3,3,1,9.0,9.0,44.2%,CIN,11,2024,k
11,Cairo Santos,2,3,66.7,53,0,1,0,0,1,1,1,1,9.0,9.0,12.2%,CHI,11,2024,k
12,Wil Lutz,1,1,100.0,45,0,0,0,1,0,5,5,1,9.0,9.0,35.9%,DEN,11,2024,k
13,Younghoe Koo,2,2,100.0,51,0,0,0,1,1,0,0,1,9.0,9.0,22.8%,ATL,11,2024,k
14,Nick Folk,2,2,100.0,43,0,0,1,1,0,1,1,1,8.0,8.0,1.1%,NYJ,11,2024,k
15,Jake Elliott,2,4,50.0,31,0,1,1,0,0,2,3,1,8.0,8.0,60.9%,PHI,11,2024,k
16,Cam Little,2,2,100.0,59,0,0,1,0,1,0,0,1,8.0,8.0,21.4%,JAC,11,2024,k
17,Daniel Carlson,2,2,100.0,27,0,2,0,0,0,1,1,1,7.0,7.0,12.9%,LV,11,2024,k
18,Justin Tucker,1,3,33.3,54,0,0,0,0,1,1,1,1,6.0,6.0,3.7%,FA,11,2024,k
19,Brandon Aubrey,1,2,50.0,64,0,0,0,0,1,1,1,1,6.0,6.0,97.7%,DAL,11,2024,k
20,Parker Romo,1,1,100.0,40,0,0,0,1,0,2,3,1,6.0,6.0,0.7%,NE,11,2024,k
21,Tyler Bass,1,1,100.0,33,0,0,1,0,0,3,4,1,6.0,6.0,57.6%,BUF,11,2024,k
22,Jake Moody,1,1,100.0,33,0,0,1,0,0,2,2,1,5.0,5.0,7.5%,SF,11,2024,k
23,Zane Gonzalez,1,1,100.0,45,0,0,0,1,0,1,1,1,5.0,5.0,4.7%,FA,11,2024,k
24,Blake Grupe,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,1.1%,NO,11,2024,k
25,Joshua Karty,0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,6.9%,LAR,11,2024,k
26,Spencer Shrader,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,1.4%,IND,11,2024,k
27,Brandon McManus,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,5.5%,GB,11,2024,k
28,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,CAR,11,2024,k
29,Harrison Butker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,72.4%,KC,11,2024,k
30,Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,81.7%,TB,11,2024,k
31,Andre Szmyt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,CLE,11,2024,k
32,Harrison Mevis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,NYJ,11,2024,k
33,Charlie Smyth,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.3%,NO,11,2024,k
34,Will Reichard,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.6%,MIN,11,2024,k
35,Chad Ryland,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.5%,ARI,11,2024,k
36,Lenny Krieg,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,ATL,11,2024,k
37,Ben Sauls,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,11,2024,k
38,Maddux Trujillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,11,2024,k
39,Jonathan Kim,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,CHI,11,2024,k
40,Tyler Loop,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,35.5%,BAL,11,2024,k
41,Caden Davis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,BUF,11,2024,k
42,Andy Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.5%,NE,11,2024,k
43,Ryan Fitzgerald,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,CAR,11,2024,k
44,Jude McAtamney,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,NYG,11,2024,k
45,Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,11,2024,k
46,Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,11,2024,k
47,Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,11,2024,k
48,Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,11,2024,k
49,Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,11,2024,k
50,Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CLE,11,2024,k
51,Graham Gano,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.1%,NYG,11,2024,k
