Player,RECEIVING_REC,RECEIVING_YDS,RECEIVING_TDS,RUSHING_ATT,RUSHING_YDS,RUSHING_TDS,MISC_FL,FPTS,Team,Week,Year,Position
Marvin Harrison Jr.,5.0,66.4,0.4,0.0,0.1,0.0,0.1,14.2,ARI,6,2024,wr
Tee Higgins,5.0,67.1,0.4,0.0,0.1,0.0,0.1,14.2,CIN,6,2024,wr
Wan'Dale Robinson,6.0,58.8,0.3,0.3,2.4,0.0,0.1,14.0,NYG,6,2024,wr
DJ Moore,5.1,66.4,0.4,0.3,1.6,0.0,0.1,14.0,CHI,6,2024,wr
DeVonta Smith,5.0,64.1,0.4,0.0,0.1,0.0,0.1,13.5,PHI,6,2024,wr
Brian Thomas Jr.,4.7,62.0,0.4,0.2,1.0,0.0,0.1,13.1,JAC,6,2024,wr
George Pickens,4.4,62.6,0.4,0.0,0.1,0.0,0.1,12.9,DAL,6,2024,wr
Jaxon Smith-Njigba,5.1,56.9,0.3,0.0,0.2,0.0,0.1,12.6,SEA,6,2024,wr
Tank Dell,4.2,58.7,0.3,0.6,4.0,0.0,0.1,12.5,HOU,6,2024,wr
Darnell Mooney,4.2,58.1,0.4,0.0,0.3,0.0,0.0,12.5,ATL,6,2024,wr
Michael Pittman Jr.,5.0,55.2,0.3,0.0,0.1,0.0,0.1,12.2,IND,6,2024,wr
Darius Slayton,4.3,59.1,0.3,0.0,0.1,0.0,0.0,12.1,NYG,6,2024,wr
Courtland Sutton,4.5,57.7,0.3,0.0,0.3,0.0,0.1,11.9,DEN,6,2024,wr
Chris Olave,4.7,56.7,0.3,0.1,0.5,0.0,0.0,11.8,NO,6,2024,wr
Josh Downs,4.8,52.9,0.3,0.0,0.0,0.0,0.1,11.6,IND,6,2024,wr
Christian Kirk,4.3,55.4,0.3,0.0,0.1,0.0,0.1,11.5,HOU,6,2024,wr
Jameson Williams,3.6,55.6,0.3,0.3,2.0,0.0,0.0,11.4,DET,6,2024,wr
Calvin Ridley,4.0,54.7,0.3,0.2,1.2,0.0,0.0,11.4,TEN,6,2024,wr
Ladd McConkey,4.5,52.2,0.3,0.0,0.2,0.0,0.0,11.2,LAC,6,2024,wr
Rashid Shaheed,3.7,53.1,0.3,0.5,4.5,0.0,0.1,11.1,NO,6,2024,wr
Jalen Tolbert,3.9,49.4,0.3,0.0,0.2,0.0,0.0,10.8,DAL,6,2024,wr
Khalil Shakir,4.0,48.7,0.3,0.1,0.6,0.0,0.0,10.7,BUF,6,2024,wr
Tyler Lockett,4.2,47.8,0.3,0.0,0.1,0.0,0.1,10.6,TEN,6,2024,wr
Tre Tucker,3.9,48.1,0.2,0.7,4.0,0.0,0.0,10.6,LV,6,2024,wr
Keenan Allen,4.1,45.1,0.3,0.0,0.2,0.0,0.1,10.1,LAC,6,2024,wr
DeAndre Hopkins,3.7,45.3,0.3,0.0,0.1,0.0,0.1,9.8,BAL,6,2024,wr
Romeo Doubs,3.6,43.4,0.3,0.0,0.1,0.0,0.1,9.7,GB,6,2024,wr
Ray-Ray McCloud III,3.5,38.4,0.3,0.4,3.5,0.0,0.0,9.5,ATL,6,2024,wr
Xavier Legette,3.6,43.7,0.2,0.2,0.9,0.0,0.0,9.5,CAR,6,2024,wr
Dontayvion Wicks,3.2,43.5,0.3,0.0,0.3,0.0,0.0,9.5,GB,6,2024,wr
Rome Odunze,3.4,44.1,0.3,0.3,1.2,0.0,0.0,9.5,CHI,6,2024,wr
Michael Wilson,3.5,43.8,0.2,0.0,0.1,0.0,0.0,9.2,ARI,6,2024,wr
Jerry Jeudy,3.6,42.1,0.2,0.0,0.2,0.0,0.0,9.0,CLE,6,2024,wr
Jauan Jennings,3.2,41.6,0.3,0.0,0.2,0.0,0.0,8.9,SF,6,2024,wr
Allen Lazard,3.1,39.3,0.3,0.0,0.2,0.0,0.0,8.7,NYJ,6,2024,wr
Keon Coleman,3.1,40.9,0.2,0.0,0.1,0.0,0.0,8.6,BUF,6,2024,wr
Quentin Johnston,3.1,39.1,0.2,0.2,1.0,0.0,0.0,8.3,LAC,6,2024,wr
Ja'Lynn Polk,3.3,37.7,0.2,0.0,0.4,0.0,0.0,8.1,NE,6,2024,wr
Rashod Bateman,2.8,37.4,0.3,0.0,0.1,0.0,0.0,8.0,BAL,6,2024,wr
DeMario Douglas,3.3,37.5,0.1,0.3,1.7,0.0,0.0,7.9,NE,6,2024,wr
Christian Watson,2.4,34.7,0.3,0.0,0.6,0.0,0.0,7.6,GB,6,2024,wr
Joshua Palmer,2.9,33.3,0.2,0.0,0.1,0.0,0.0,7.2,BUF,6,2024,wr
Jonathan Mingo,2.6,31.9,0.2,0.2,1.1,0.0,0.0,6.9,DAL,6,2024,wr
Lil'Jordan Humphrey,2.5,30.4,0.1,0.0,0.0,0.0,0.0,6.3,NYG,6,2024,wr
Andrei Iosivas,2.2,27.0,0.2,0.0,0.2,0.0,0.0,6.1,CIN,6,2024,wr
Kendrick Bourne,2.4,28.6,0.1,0.1,0.8,0.0,0.0,6.1,NE,6,2024,wr
Xavier Hutchinson,2.1,29.0,0.2,0.0,0.3,0.0,0.0,6.0,HOU,6,2024,wr
Greg Dortch,2.5,24.9,0.1,0.1,0.9,0.0,0.0,6.0,ARI,6,2024,wr
Alec Pierce,1.8,30.8,0.2,0.0,0.0,0.0,0.0,5.9,IND,6,2024,wr
Curtis Samuel,2.2,22.1,0.1,1.0,3.6,0.0,0.0,5.8,BUF,6,2024,wr
Jalen McMillan,2.1,26.2,0.2,0.0,0.3,0.0,0.0,5.8,TB,6,2024,wr
Adonai Mitchell,2.0,25.0,0.2,0.6,2.4,0.0,0.0,5.7,IND,6,2024,wr
Luke McCaffrey,2.2,25.2,0.1,0.0,0.4,0.0,0.0,5.5,WAS,6,2024,wr
Mack Hollins,1.9,24.7,0.2,0.0,0.0,0.0,0.0,5.3,NE,6,2024,wr
KaVontae Turpin,1.8,21.1,0.2,0.6,3.5,0.0,0.0,5.3,DAL,6,2024,wr
Isaiah Hodgins,2.0,18.2,0.3,0.0,0.0,0.0,0.0,5.2,SF,6,2024,wr
Jalin Hyatt,1.8,24.4,0.2,0.0,0.1,0.0,0.0,5.1,NYG,6,2024,wr
Noah Brown,1.8,24.9,0.1,0.0,0.1,0.0,0.0,5.0,WAS,6,2024,wr
Van Jefferson,1.7,23.2,0.2,0.0,0.2,0.0,0.0,5.0,TEN,6,2024,wr
Elijah Moore,2.1,20.7,0.1,0.0,0.3,0.0,0.0,4.8,BUF,6,2024,wr
Troy Franklin,1.9,23.1,0.1,0.0,0.0,0.0,0.0,4.8,DEN,6,2024,wr
Sterling Shepard,1.5,17.9,0.1,0.0,0.0,0.0,0.0,4.1,TB,6,2024,wr
Calvin Austin III,1.5,17.5,0.1,0.0,1.0,0.0,0.0,4.0,PIT,6,2024,wr
Olamide Zaccheaus,1.5,18.9,0.1,0.0,0.1,0.0,0.0,3.9,CHI,6,2024,wr
Jalen Brooks,1.4,16.0,0.1,0.0,0.0,0.0,0.0,3.7,DAL,6,2024,wr
Tim Patrick,1.3,16.7,0.1,0.0,0.1,0.0,0.0,3.6,DET,6,2024,wr
Dyami Brown,1.3,17.2,0.1,0.0,0.1,0.0,0.0,3.6,JAC,6,2024,wr
John Metchie III,1.2,15.9,0.1,0.0,0.2,0.0,0.0,3.4,HOU,6,2024,wr
Marvin Mims Jr.,1.2,16.3,0.1,0.3,1.2,0.0,0.0,3.4,DEN,6,2024,wr
Alex Bachman,1.3,15.2,0.1,0.0,0.0,0.0,0.0,3.2,LV,6,2024,wr
Marquez Valdes-Scantling,1.0,15.1,0.1,0.0,0.1,0.0,0.0,3.1,SEA,6,2024,wr
KhaDarel Hodge,1.0,13.4,0.1,0.0,0.0,0.0,0.0,2.9,ATL,6,2024,wr
Jahan Dotson,1.0,13.1,0.1,0.0,0.1,0.0,0.0,2.8,PHI,6,2024,wr
Devaughn Vele,1.1,13.1,0.1,0.0,0.0,0.0,0.0,2.7,DEN,6,2024,wr
Treylon Burks,0.9,12.5,0.1,0.1,0.8,0.0,0.0,2.6,TEN,6,2024,wr
Mason Tipton,1.1,11.4,0.1,0.0,0.0,0.0,0.0,2.6,NO,6,2024,wr
Jalen Coker,1.1,11.3,0.0,0.0,0.0,0.0,0.0,2.5,CAR,6,2024,wr
DJ Chark Jr.,0.9,12.2,0.1,0.0,0.0,0.0,0.0,2.4,ATL,6,2024,wr
Bo Melton,0.8,9.9,0.1,0.1,0.4,0.0,0.0,2.4,GB,6,2024,wr
Kalif Raymond,0.8,9.6,0.1,0.0,0.7,0.0,0.0,2.2,DET,6,2024,wr
Kayshon Boutte,0.9,10.5,0.0,0.0,0.1,0.0,0.0,2.2,NE,6,2024,wr
Ashton Dulin,0.6,7.6,0.1,0.4,1.7,0.0,0.0,2.0,IND,6,2024,wr
K.J. Osborn,0.7,8.4,0.1,0.0,0.1,0.0,0.0,1.8,WAS,6,2024,wr
Malik Heath,0.7,7.5,0.1,0.0,0.1,0.0,0.0,1.8,GB,6,2024,wr
Jake Bobo,0.7,7.5,0.1,0.0,0.1,0.0,0.0,1.7,SEA,6,2024,wr
Parker Washington,0.7,7.0,0.0,0.0,0.2,0.0,0.0,1.6,JAC,6,2024,wr
Kristian Wilkerson,0.7,7.5,0.0,0.0,0.0,0.0,0.0,1.6,BUF,6,2024,wr
David Moore,0.6,7.4,0.0,0.0,0.0,0.0,0.0,1.5,CAR,6,2024,wr
Ihmir Smith-Marsette,0.5,6.1,0.0,0.0,0.0,0.0,0.0,1.3,NYG,6,2024,wr
Derius Davis,0.3,4.1,0.0,0.8,4.2,0.0,0.0,1.3,LAC,6,2024,wr
DeAndre Carter,0.5,5.7,0.0,0.0,1.6,0.0,0.0,1.3,CLE,6,2024,wr
Johnny Wilson,0.4,5.0,0.0,0.0,0.1,0.0,0.0,1.1,PHI,6,2024,wr
Roman Wilson,0.4,5.2,0.0,0.0,0.2,0.0,0.0,1.1,PIT,6,2024,wr
Laviska Shenault Jr.,0.4,4.2,0.0,0.1,1.2,0.0,0.0,1.0,BUF,6,2024,wr
Tylan Wallace,0.3,4.5,0.0,0.0,0.1,0.0,0.0,1.0,BAL,6,2024,wr
Cedrick Wilson Jr.,0.4,4.2,0.0,0.0,0.0,0.0,0.0,1.0,NO,6,2024,wr
Cedric Tillman,0.4,4.1,0.0,0.0,0.0,0.0,0.0,0.9,CLE,6,2024,wr
Xavier Gipson,0.3,3.7,0.0,0.1,0.4,0.0,0.0,0.9,NYJ,6,2024,wr
Simi Fehoko,0.4,3.6,0.0,0.0,0.0,0.0,0.0,0.8,ARI,6,2024,wr
Zach Pascal,0.3,3.4,0.0,0.0,0.1,0.0,0.0,0.8,NYG,6,2024,wr
Charlie Jones,0.3,3.3,0.0,0.0,0.1,0.0,0.0,0.7,CIN,6,2024,wr
Brycen Tremayne,0.3,2.9,0.0,0.0,0.0,0.0,0.0,0.6,CAR,6,2024,wr
Ryan Flournoy,0.2,2.4,0.0,0.0,0.0,0.0,0.0,0.6,DAL,6,2024,wr
Steven Sims Jr.,0.2,2.3,0.0,0.0,0.0,0.0,0.0,0.5,SEA,6,2024,wr
Scotty Miller,0.2,2.6,0.0,0.0,0.1,0.0,0.0,0.5,PIT,6,2024,wr
Devin Duvernay,0.2,1.6,0.0,0.1,0.7,0.0,0.0,0.5,CHI,6,2024,wr
Jacob Cowing,0.1,1.6,0.0,0.0,0.1,0.0,0.0,0.4,SF,6,2024,wr
Trenton Irwin,0.1,1.3,0.0,0.0,0.0,0.0,0.0,0.3,JAC,6,2024,wr
Tyler Scott,0.1,1.1,0.0,0.0,0.1,0.0,0.0,0.3,CHI,6,2024,wr
Jha'Quan Jackson,0.1,1.3,0.0,0.0,0.0,0.0,0.0,0.3,TEN,6,2024,wr
Casey Washington,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.1,ATL,6,2024,wr
Bub Means,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.1,NO,6,2024,wr
James Proche II,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1,TEN,6,2024,wr
Brenden Rice,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.1,LAC,6,2024,wr
Malik Nabers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,6,2024,wr
Nico Collins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,6,2024,wr
Cooper Kupp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,6,2024,wr
Jakobi Meyers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,6,2024,wr
Adam Thielen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,6,2024,wr
Brandin Cooks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,6,2024,wr
Josh Reynolds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,6,2024,wr
Justin Watson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,6,2024,wr
Tyler Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,6,2024,wr
Demarcus Robinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,6,2024,wr
Mecole Hardman Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,6,2024,wr
Ricky Pearsall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,6,2024,wr
Braxton Berrios,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,6,2024,wr
Trent Sherfield Sr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,6,2024,wr
Robert Woods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,6,2024,wr
Kameron Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,6,2024,wr
Malik Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,6,2024,wr
Trishton Jackson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,6,2024,wr
Chris Moore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,6,2024,wr
Gunner Olszewski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,6,2024,wr
Jacob Harris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,6,2024,wr
Ben Skowronek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,6,2024,wr
Dareke Young,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,6,2024,wr
David Bell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,6,2024,wr
Velus Jones Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,6,2024,wr
A.T. Perry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,6,2024,wr
Ronnie Bell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,6,2024,wr
Rakim Jarrett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,6,2024,wr
Irvin Charles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,6,2024,wr
Isaiah Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,6,2024,wr
Xavier Weaver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,6,2024,wr
Bryce Ford-Wheaton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,6,2024,wr
Anthony Gould,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,6,2024,wr
Javon Baker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,6,2024,wr
Devontez Walker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,6,2024,wr
Ainias Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,6,2024,wr
Jamari Thrash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,6,2024,wr
Russell Gage Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,6,2024,wr
Hunter Renfrow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,6,2024,wr
Michael Gallup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,6,2024,wr
Miles Boykin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,6,2024,wr
Robbie Chosen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,6,2024,wr
KJ Hamler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,6,2024,wr
Zay Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,6,2024,wr
Collin Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,6,2024,wr
Jamal Agnew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,6,2024,wr
Quintez Cephus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,6,2024,wr
Dante Pettis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,6,2024,wr
Quez Watkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,6,2024,wr
Marquez Callaway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,6,2024,wr
Donovan Peoples-Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,6,2024,wr
Equanimeous St. Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,6,2024,wr
Keith Kirkwood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,6,2024,wr
Phillip Dorsett II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,6,2024,wr
Tom Kennedy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,6,2024,wr
Jalen Reagor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,6,2024,wr
Laquon Treadwell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,6,2024,wr
Trent Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,6,2024,wr
Dez Fitzpatrick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,6,2024,wr
Seth Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,6,2024,wr
Michael Strachan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,6,2024,wr
Terrace Marshall Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,6,2024,wr
Mason Kinsey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,6,2024,wr
Cody White,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,6,2024,wr
Kendric Pryor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,6,2024,wr
Lance McCutcheon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,6,2024,wr
Andre Baccellia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,6,2024,wr
Montrell Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,6,2024,wr
Dennis Houston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,6,2024,wr
Maurice Alexander,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,6,2024,wr
Brandon Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,6,2024,wr
Tay Martin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,6,2024,wr
Austin Trammell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,6,2024,wr
Jalen Virgil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,6,2024,wr
Braylon Sanders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,6,2024,wr
Johnny Johnson III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,6,2024,wr
David Sills,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,6,2024,wr
Brandon Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,6,2024,wr
Samori Toure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,6,2024,wr
Michael Bandy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,6,2024,wr
D.J. Montgomery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,6,2024,wr
Justin Shorter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,6,2024,wr
Trey Palmer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,6,2024,wr
Elijah Cooks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,6,2024,wr
Mitchell Tinsley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,6,2024,wr
Malik Cunningham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,6,2024,wr
Chase Cota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,6,2024,wr
Dylan Drummond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,6,2024,wr
Ryan Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,6,2024,wr
Tejhaun Palmer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,6,2024,wr
Cornelius Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,6,2024,wr
Shedrick Jackson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,6,2024,wr
Jermaine Burton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,6,2024,wr
Malachi Corley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,6,2024,wr
Chris Blair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,6,2024,wr
Tyrell Shavers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,6,2024,wr
Justin Jefferson,6.7,92.5,0.6,0.0,0.2,0.0,0.1,19.5,MIN,7,2024,wr
Malik Nabers,6.4,79.3,0.5,0.4,2.0,0.0,0.1,17.5,NYG,7,2024,wr
Ja'Marr Chase,6.0,82.5,0.6,0.0,0.2,0.0,0.1,17.5,CIN,7,2024,wr
Drake London,6.3,77.9,0.6,0.0,0.2,0.0,0.1,17.4,ATL,7,2024,wr
Chris Godwin,6.6,78.1,0.5,0.2,1.0,0.0,0.1,17.2,TB,7,2024,wr
Amon-Ra St. Brown,6.3,76.0,0.4,0.0,0.6,0.0,0.1,16.5,DET,7,2024,wr
A.J. Brown,5.6,80.6,0.5,0.0,0.1,0.0,0.1,16.4,PHI,7,2024,wr
Stefon Diggs,6.0,74.0,0.4,0.1,0.6,0.0,0.1,16.0,NE,7,2024,wr
Diontae Johnson,5.8,74.6,0.4,0.4,1.7,0.0,0.1,15.8,CLE,7,2024,wr
Terry McLaurin,5.6,71.2,0.5,0.2,1.0,0.0,0.1,15.5,WAS,7,2024,wr
DK Metcalf,5.3,72.4,0.5,0.0,0.1,0.0,0.1,15.2,PIT,7,2024,wr
Deebo Samuel Sr.,4.4,61.8,0.4,3.0,13.2,0.1,0.1,14.9,WAS,7,2024,wr
Jayden Reed,5.0,63.4,0.4,1.5,9.0,0.1,0.1,14.9,GB,7,2024,wr
Mike Evans,4.7,69.2,0.5,0.0,0.1,0.0,0.1,14.8,TB,7,2024,wr
Zay Flowers,5.3,64.5,0.4,0.9,4.4,0.0,0.1,14.5,BAL,7,2024,wr
Garrett Wilson,5.1,65.1,0.4,0.0,0.4,0.0,0.1,14.1,NYJ,7,2024,wr
Tee Higgins,4.9,66.3,0.4,0.0,0.1,0.0,0.1,14.0,CIN,7,2024,wr
Tank Dell,4.9,66.2,0.3,0.4,2.8,0.0,0.1,13.9,HOU,7,2024,wr
Tyreek Hill,5.0,65.4,0.3,0.5,2.5,0.0,0.1,13.7,MIA,7,2024,wr
DeVonta Smith,5.1,63.1,0.3,0.0,0.1,0.0,0.1,13.4,PHI,7,2024,wr
Davante Adams,4.8,60.3,0.4,0.1,0.4,0.0,0.1,13.2,LAR,7,2024,wr
Brandon Aiyuk,4.4,64.7,0.4,0.0,0.1,0.0,0.1,13.1,SF,7,2024,wr
Marvin Harrison Jr.,4.5,59.9,0.4,0.0,0.1,0.0,0.0,12.7,ARI,7,2024,wr
Brian Thomas Jr.,4.4,58.3,0.4,0.1,0.9,0.0,0.1,12.5,JAC,7,2024,wr
Jaxon Smith-Njigba,5.2,54.0,0.3,0.0,0.2,0.0,0.1,12.5,SEA,7,2024,wr
Ladd McConkey,4.5,56.8,0.4,0.0,0.2,0.0,0.0,12.3,LAC,7,2024,wr
Darnell Mooney,4.2,57.3,0.4,0.0,0.3,0.0,0.0,12.2,ATL,7,2024,wr
Wan'Dale Robinson,5.3,50.6,0.2,0.3,1.9,0.0,0.1,12.0,NYG,7,2024,wr
Josh Downs,4.6,52.6,0.3,0.2,1.3,0.0,0.1,11.7,IND,7,2024,wr
Courtland Sutton,4.1,56.0,0.3,0.0,0.1,0.0,0.1,11.6,DEN,7,2024,wr
Tyler Lockett,4.6,50.0,0.3,0.0,0.1,0.0,0.1,11.5,TEN,7,2024,wr
Michael Pittman Jr.,4.4,53.2,0.3,0.0,0.1,0.0,0.1,11.5,IND,7,2024,wr
Jameson Williams,3.4,54.3,0.3,0.5,2.8,0.0,0.1,11.1,DET,7,2024,wr
Christian Kirk,4.0,50.3,0.3,0.0,0.1,0.0,0.0,10.9,HOU,7,2024,wr
Jerry Jeudy,4.3,50.9,0.3,0.0,0.2,0.0,0.1,10.7,CLE,7,2024,wr
Xavier Worthy,3.3,47.0,0.3,1.2,6.2,0.1,0.0,10.6,KC,7,2024,wr
Tutu Atwell,3.8,52.2,0.2,0.4,2.3,0.0,0.0,10.6,LAR,7,2024,wr
DeMario Douglas,4.3,49.4,0.2,0.1,1.0,0.0,0.1,10.5,NE,7,2024,wr
JuJu Smith-Schuster,4.1,47.2,0.3,0.0,0.1,0.0,0.0,10.3,KC,7,2024,wr
Jordan Whittington,4.1,47.7,0.2,0.0,0.0,0.0,0.0,10.2,LAR,7,2024,wr
DeAndre Hopkins,3.9,48.1,0.2,0.0,0.1,0.0,0.1,10.1,BAL,7,2024,wr
Xavier Legette,3.9,46.4,0.2,0.2,1.2,0.0,0.0,10.1,CAR,7,2024,wr
Calvin Ridley,3.6,47.8,0.2,0.4,2.2,0.0,0.0,10.1,TEN,7,2024,wr
Jaylen Waddle,3.9,48.5,0.2,0.2,1.0,0.0,0.1,10.0,MIA,7,2024,wr
Romeo Doubs,3.6,43.4,0.3,0.0,0.1,0.0,0.1,9.8,GB,7,2024,wr
Joshua Palmer,3.6,43.0,0.3,0.0,0.1,0.0,0.0,9.7,BUF,7,2024,wr
Ray-Ray McCloud III,3.5,39.4,0.3,0.4,3.7,0.0,0.0,9.6,ATL,7,2024,wr
Tre Tucker,3.5,43.8,0.2,0.5,3.3,0.0,0.0,9.5,LV,7,2024,wr
Christian Watson,3.0,44.7,0.3,0.0,0.4,0.0,0.0,9.4,GB,7,2024,wr
Khalil Shakir,3.6,41.3,0.3,0.1,0.3,0.0,0.0,9.3,BUF,7,2024,wr
Demarcus Robinson,3.2,40.9,0.3,0.0,0.1,0.0,0.0,8.9,SF,7,2024,wr
Bub Means,3.5,42.0,0.2,0.0,0.0,0.0,0.0,8.8,NO,7,2024,wr
Michael Wilson,3.2,39.6,0.3,0.0,0.1,0.0,0.0,8.7,ARI,7,2024,wr
