Player,RECEIVING_REC,RECEIVING_YDS,RECEIVING_TDS,RUSHING_ATT,RUSHING_YDS,RUSHING_TDS,MISC_FL,FPTS,Team,Week,Year,Position
Marquez Valdes-Scantling,2.7,43.6,0.2,0.1,0.6,0.0,0.0,8.3,SEA,3,2021,wr
Braxton Berrios,3.5,38.1,0.2,0.1,0.7,0.0,0.1,8.2,HOU,3,2021,wr
Amon-Ra St. Brown,3.1,38.7,0.2,0.0,0.1,0.0,0.0,8.0,DET,3,2021,wr
Brandon Aiyuk,2.7,33.8,0.2,0.5,3.6,0.0,0.0,8.0,SF,3,2021,wr
Terrace Marshall Jr.,2.9,37.1,0.2,0.0,0.2,0.0,0.0,7.8,PHI,3,2021,wr
Dyami Brown,2.9,35.9,0.2,0.0,0.0,0.0,0.0,7.5,JAC,3,2021,wr
KJ Hamler,2.8,33.0,0.2,0.6,3.3,0.0,0.0,7.4,BUF,3,2021,wr
Juwan Johnson,2.7,28.4,0.3,0.0,0.0,0.0,0.0,7.3,NO,3,2021,wr
Allen Lazard,2.5,33.1,0.2,0.1,0.7,0.0,0.0,6.9,NYJ,3,2021,wr
Olamide Zaccheaus,2.3,31.2,0.1,0.1,0.5,0.0,0.0,6.3,CHI,3,2021,wr
Cedrick Wilson Jr.,2.3,30.0,0.1,0.1,0.6,0.0,0.0,6.2,NO,3,2021,wr
Donovan Peoples-Jones,2.1,30.4,0.2,0.0,0.1,0.0,0.0,6.1,NO,3,2021,wr
Kalif Raymond,2.2,30.6,0.1,0.1,0.5,0.0,0.0,6.0,DET,3,2021,wr
Demarcus Robinson,2.2,25.9,0.2,0.0,0.0,0.0,0.0,5.8,SF,3,2021,wr
Quez Watkins,2.1,30.3,0.1,0.0,0.2,0.0,0.0,5.8,ARI,3,2021,wr
Josh Reynolds,2.0,23.0,0.2,0.0,0.0,0.0,0.0,5.5,NYJ,3,2021,wr
Scotty Miller,2.0,25.6,0.1,0.1,1.0,0.0,0.0,5.3,PIT,3,2021,wr
Trent Sherfield Sr.,1.9,22.9,0.2,0.0,0.1,0.0,0.0,5.2,DEN,3,2021,wr
Kendrick Bourne,2.0,24.7,0.1,0.0,0.5,0.0,0.0,5.2,NE,3,2021,wr
Lil'Jordan Humphrey,1.5,19.5,0.1,0.5,4.0,0.0,0.0,4.5,NYG,3,2021,wr
Anthony Miller,1.7,18.7,0.1,0.0,0.3,0.0,0.0,4.3,BAL,3,2021,wr
Devin Duvernay,1.1,13.3,0.1,0.1,0.6,0.0,0.0,3.0,CHI,3,2021,wr
Tyler Johnson,1.0,11.7,0.1,0.0,0.1,0.0,0.0,2.7,NYJ,3,2021,wr
Joshua Palmer,1.0,11.8,0.1,0.1,0.3,0.0,0.0,2.6,BUF,3,2021,wr
Ray-Ray McCloud III,1.1,10.8,0.1,0.1,0.5,0.0,0.0,2.5,ATL,3,2021,wr
Zay Jones,0.7,8.7,0.1,0.0,0.0,0.0,0.0,2.0,ARI,3,2021,wr
Ashton Dulin,0.6,7.5,0.1,0.1,0.2,0.0,0.0,1.8,IND,3,2021,wr
Laquon Treadwell,0.7,8.5,0.0,0.0,0.0,0.0,0.0,1.7,IND,3,2021,wr
Nick Westbrook-Ikhine,0.6,7.5,0.0,0.0,0.0,0.0,0.0,1.6,MIA,3,2021,wr
Noah Brown,0.6,7.5,0.0,0.0,0.2,0.0,0.0,1.6,WAS,3,2021,wr
Jauan Jennings,0.6,7.0,0.0,0.0,0.1,0.0,0.0,1.5,SF,3,2021,wr
Phillip Dorsett II,0.4,5.1,0.0,0.0,0.4,0.0,0.0,1.1,LV,3,2021,wr
Ben Skowronek,0.4,5.0,0.0,0.0,0.2,0.0,0.0,1.1,PIT,3,2021,wr
KhaDarel Hodge,0.4,5.1,0.0,0.0,0.0,0.0,0.0,1.0,ATL,3,2021,wr
Malik Taylor,0.4,4.1,0.0,0.1,0.3,0.0,0.0,0.9,DET,3,2021,wr
Tylan Wallace,0.3,4.7,0.0,0.0,0.2,0.0,0.0,0.9,BAL,3,2021,wr
Chris Moore,0.2,4.7,0.0,0.0,0.2,0.0,0.0,0.9,WAS,3,2021,wr
Jamal Agnew,0.3,3.1,0.0,0.0,0.7,0.0,0.0,0.7,ATL,3,2021,wr
Mack Hollins,0.3,3.6,0.0,0.0,0.0,0.0,0.0,0.7,NE,3,2021,wr
DeAndre Carter,0.3,3.0,0.0,0.0,0.3,0.0,0.0,0.6,CLE,3,2021,wr
Simi Fehoko,0.2,3.0,0.0,0.0,0.1,0.0,0.0,0.6,ARI,3,2021,wr
Tutu Atwell,0.2,2.7,0.0,0.0,0.2,0.0,0.0,0.6,LAR,3,2021,wr
James Proche II,0.2,3.1,0.0,0.0,0.1,0.0,0.0,0.6,TEN,3,2021,wr
Ihmir Smith-Marsette,0.2,2.5,0.0,0.0,0.2,0.0,0.0,0.5,NYG,3,2021,wr
Equanimeous St. Brown,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.4,SF,3,2021,wr
Gunner Olszewski,0.1,1.6,0.0,0.1,0.4,0.0,0.0,0.3,NYG,3,2021,wr
Collin Johnson,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.2,LV,3,2021,wr
Steven Sims Jr.,0.1,0.5,0.0,0.1,0.3,0.0,0.0,0.1,SEA,3,2021,wr
Dante Pettis,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,NO,3,2021,wr
Trenton Irwin,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,JAC,3,2021,wr
Michael Strachan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,3,2021,wr
Davante Adams,7.6,100.4,0.8,0.0,0.0,0.0,0.1,22.5,LAR,4,2021,wr
Stefon Diggs,6.9,92.2,0.8,0.1,0.5,0.0,0.1,20.9,NE,4,2021,wr
Tyreek Hill,6.4,90.4,0.7,0.9,6.2,0.0,0.1,20.7,MIA,4,2021,wr
Cooper Kupp,6.7,82.9,0.8,0.3,1.4,0.0,0.1,19.9,SEA,4,2021,wr
Keenan Allen,7.4,84.8,0.6,0.1,0.5,0.0,0.1,19.6,LAC,4,2021,wr
Calvin Ridley,6.6,88.1,0.7,0.3,1.5,0.0,0.1,19.4,TEN,4,2021,wr
Deebo Samuel Sr.,6.0,82.4,0.6,1.2,8.2,0.1,0.1,18.7,WAS,4,2021,wr
DK Metcalf,5.7,87.5,0.7,0.0,0.2,0.0,0.1,18.6,PIT,4,2021,wr
Justin Jefferson,5.9,87.4,0.7,0.0,0.2,0.0,0.1,18.5,MIN,4,2021,wr
CeeDee Lamb,6.3,80.4,0.6,0.7,4.2,0.0,0.1,18.4,DAL,4,2021,wr
Tyler Lockett,6.0,80.1,0.7,0.1,0.3,0.0,0.1,18.2,TEN,4,2021,wr
DJ Moore,6.1,86.6,0.5,0.3,1.8,0.0,0.1,18.0,CHI,4,2021,wr
DeAndre Hopkins,6.5,74.9,0.6,0.0,0.1,0.0,0.1,17.4,BAL,4,2021,wr
Terry McLaurin,5.9,80.1,0.6,0.1,0.5,0.0,0.1,17.4,WAS,4,2021,wr
Ja'Marr Chase,5.4,76.2,0.7,0.3,1.1,0.0,0.1,17.3,CIN,4,2021,wr
Adam Thielen,5.5,72.0,0.7,0.1,0.6,0.0,0.0,17.0,CAR,4,2021,wr
Chris Godwin,5.7,74.9,0.6,0.2,1.0,0.0,0.1,16.9,TB,4,2021,wr
Diontae Johnson,6.4,69.1,0.5,0.3,1.4,0.0,0.1,16.5,CLE,4,2021,wr
Brandin Cooks,6.0,79.4,0.4,0.2,1.1,0.0,0.1,16.4,NO,4,2021,wr
Mike Evans,4.9,70.1,0.6,0.0,0.0,0.0,0.0,15.3,TB,4,2021,wr
Jakobi Meyers,6.0,69.9,0.4,0.1,0.2,0.0,0.1,15.2,LV,4,2021,wr
Courtland Sutton,5.2,73.2,0.4,0.0,0.2,0.0,0.1,15.1,DEN,4,2021,wr
Marquise Brown,4.6,61.7,0.6,0.2,1.2,0.0,0.0,14.2,KC,4,2021,wr
Michael Pittman Jr.,4.9,65.6,0.4,0.3,1.8,0.0,0.0,14.1,IND,4,2021,wr
Robert Woods,5.1,57.6,0.3,1.3,7.5,0.1,0.1,13.7,PIT,4,2021,wr
DeVonta Smith,4.4,59.8,0.5,0.1,0.5,0.0,0.0,13.2,PHI,4,2021,wr
Robbie Chosen,4.4,57.9,0.3,0.1,0.8,0.0,0.0,12.2,SF,4,2021,wr
Tim Patrick,4.4,58.2,0.3,0.1,0.7,0.0,0.0,12.2,DET,4,2021,wr
Jaylen Waddle,4.7,56.1,0.3,0.1,1.1,0.0,0.1,11.9,MIA,4,2021,wr
Brandon Aiyuk,4.0,48.9,0.4,0.6,4.2,0.0,0.0,11.8,SF,4,2021,wr
DJ Chark Jr.,4.1,56.0,0.3,0.0,0.3,0.0,0.0,11.8,ATL,4,2021,wr
JuJu Smith-Schuster,4.7,51.1,0.2,0.2,0.9,0.0,0.0,11.4,KC,4,2021,wr
Hunter Renfrow,4.4,51.8,0.2,0.0,0.0,0.0,0.0,10.9,CAR,4,2021,wr
Laviska Shenault Jr.,4.3,44.2,0.2,1.1,5.5,0.0,0.1,10.6,BUF,4,2021,wr
Darnell Mooney,3.9,48.6,0.3,0.3,1.4,0.0,0.0,10.5,ATL,4,2021,wr
Mecole Hardman Jr.,3.4,46.6,0.3,0.5,3.0,0.0,0.0,10.3,GB,4,2021,wr
Marquez Callaway,3.8,47.3,0.3,0.1,0.6,0.0,0.0,10.3,LV,4,2021,wr
Christian Kirk,3.8,44.9,0.3,0.2,1.1,0.0,0.0,9.9,HOU,4,2021,wr
Jalen Reagor,3.5,43.8,0.3,0.1,0.8,0.0,0.0,9.4,LAC,4,2021,wr
Zach Pascal,3.2,44.4,0.3,0.0,0.1,0.0,0.0,9.4,NYG,4,2021,wr
Allen Lazard,3.1,42.0,0.3,0.1,0.7,0.0,0.0,8.9,NYJ,4,2021,wr
Braxton Berrios,3.4,39.1,0.2,0.0,0.6,0.0,0.0,8.6,HOU,4,2021,wr
Terrace Marshall Jr.,3.2,40.9,0.2,0.0,0.2,0.0,0.0,8.4,PHI,4,2021,wr
Olamide Zaccheaus,3.0,39.3,0.2,0.0,0.1,0.0,0.0,8.4,CHI,4,2021,wr
Rondale Moore,3.1,38.0,0.2,0.6,3.2,0.0,0.0,8.4,MIN,4,2021,wr
Quintez Cephus,2.8,39.4,0.2,0.0,0.0,0.0,0.0,8.0,HOU,4,2021,wr
Van Jefferson,2.9,36.8,0.2,0.0,0.2,0.0,0.0,7.9,TEN,4,2021,wr
K.J. Osborn,2.8,37.5,0.2,0.0,0.1,0.0,0.0,7.8,WAS,4,2021,wr
Nick Westbrook-Ikhine,2.9,36.9,0.2,0.0,0.1,0.0,0.1,7.8,MIA,4,2021,wr
Anthony Miller,3.2,35.9,0.1,0.0,0.2,0.0,0.0,7.6,BAL,4,2021,wr
Kalif Raymond,2.7,39.3,0.1,0.1,0.7,0.0,0.0,7.5,DET,4,2021,wr
Kendrick Bourne,2.8,33.9,0.2,0.0,0.4,0.0,0.0,7.2,NE,4,2021,wr
Curtis Samuel,2.4,28.2,0.2,0.6,3.9,0.0,0.0,6.8,BUF,4,2021,wr
Collin Johnson,2.6,32.4,0.1,0.0,0.0,0.0,0.0,6.6,LV,4,2021,wr
Dyami Brown,2.4,31.2,0.2,0.2,0.8,0.0,0.0,6.5,JAC,4,2021,wr
Quez Watkins,2.1,30.6,0.1,0.0,0.1,0.0,0.0,6.0,ARI,4,2021,wr
Cedrick Wilson Jr.,2.2,27.7,0.1,0.1,0.5,0.0,0.0,5.9,NO,4,2021,wr
Amon-Ra St. Brown,2.3,27.9,0.1,0.0,0.1,0.0,0.0,5.8,DET,4,2021,wr
Juwan Johnson,1.7,17.1,0.3,0.0,0.0,0.0,0.0,5.2,NO,4,2021,wr
Demarcus Robinson,1.9,23.6,0.2,0.0,0.0,0.0,0.0,5.2,SF,4,2021,wr
Donovan Peoples-Jones,1.8,26.7,0.1,0.1,0.2,0.0,0.0,5.0,NO,4,2021,wr
Josh Reynolds,1.7,22.9,0.1,0.0,0.3,0.0,0.0,4.8,NYJ,4,2021,wr
Devin Duvernay,1.3,15.7,0.1,0.1,0.6,0.0,0.0,3.4,CHI,4,2021,wr
Trenton Irwin,1.1,13.2,0.1,0.0,0.1,0.0,0.0,2.9,JAC,4,2021,wr
Ray-Ray McCloud III,1.1,12.3,0.1,0.1,0.5,0.0,0.0,2.7,ATL,4,2021,wr
KhaDarel Hodge,1.0,12.9,0.1,0.0,0.0,0.0,0.0,2.6,ATL,4,2021,wr
Trent Sherfield Sr.,0.9,11.3,0.1,0.0,0.1,0.0,0.0,2.6,DEN,4,2021,wr
Tyler Johnson,1.0,12.3,0.0,0.0,0.1,0.0,0.0,2.5,NYJ,4,2021,wr
Noah Brown,0.8,9.6,0.1,0.0,0.1,0.0,0.0,2.1,WAS,4,2021,wr
David Moore,0.7,9.1,0.0,0.0,1.0,0.0,0.0,1.9,CAR,4,2021,wr
Ashton Dulin,0.5,6.2,0.0,0.3,1.4,0.0,0.0,1.4,IND,4,2021,wr
James Proche II,0.5,6.8,0.0,0.0,0.0,0.0,0.0,1.4,TEN,4,2021,wr
Michael Strachan,0.5,5.6,0.0,0.0,0.1,0.0,0.0,1.2,WAS,4,2021,wr
Joshua Palmer,0.5,5.1,0.0,0.1,0.3,0.0,0.0,1.1,BUF,4,2021,wr
Equanimeous St. Brown,0.4,5.1,0.0,0.0,0.2,0.0,0.0,1.1,SF,4,2021,wr
DeAndre Carter,0.3,4.7,0.0,0.0,0.9,0.0,0.0,1.0,CLE,4,2021,wr
Zay Jones,0.4,4.6,0.0,0.0,0.0,0.0,0.0,1.0,ARI,4,2021,wr
Mack Hollins,0.3,5.5,0.0,0.0,0.0,0.0,0.0,1.0,NE,4,2021,wr
Malik Taylor,0.4,4.5,0.0,0.0,0.1,0.0,0.0,1.0,DET,4,2021,wr
Jauan Jennings,0.3,4.1,0.0,0.0,0.1,0.0,0.0,0.8,SF,4,2021,wr
Tylan Wallace,0.3,4.5,0.0,0.0,0.1,0.0,0.0,0.8,BAL,4,2021,wr
Jamal Agnew,0.2,3.0,0.0,0.0,1.1,0.0,0.0,0.7,ATL,4,2021,wr
Phillip Dorsett II,0.3,3.5,0.0,0.0,0.0,0.0,0.0,0.6,LV,4,2021,wr
Tutu Atwell,0.2,2.4,0.0,0.0,0.2,0.0,0.0,0.5,LAR,4,2021,wr
Gunner Olszewski,0.1,2.3,0.0,0.1,0.5,0.0,0.0,0.5,NYG,4,2021,wr
Simi Fehoko,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.4,ARI,4,2021,wr
Ben Skowronek,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.4,PIT,4,2021,wr
Chris Moore,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.4,WAS,4,2021,wr
Dee Eskridge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,4,2021,wr
Davante Adams,8.1,102.4,0.8,0.0,0.0,0.0,0.1,23.0,LAR,5,2021,wr
Cooper Kupp,7.3,92.9,0.8,0.3,1.2,0.0,0.1,21.4,SEA,5,2021,wr
Tyreek Hill,6.5,89.6,0.8,0.8,5.2,0.0,0.1,20.7,MIA,5,2021,wr
Stefon Diggs,7.0,88.8,0.7,0.1,0.4,0.0,0.1,19.9,NE,5,2021,wr
Justin Jefferson,5.9,94.2,0.8,0.2,0.8,0.0,0.1,19.9,MIN,5,2021,wr
DJ Moore,6.3,88.5,0.6,0.5,3.1,0.0,0.1,19.2,CHI,5,2021,wr
Deebo Samuel Sr.,6.4,85.4,0.5,1.1,7.2,0.0,0.1,18.9,WAS,5,2021,wr
Keenan Allen,6.9,77.5,0.6,0.0,0.4,0.0,0.1,18.1,LAC,5,2021,wr
Terry McLaurin,6.0,85.1,0.6,0.0,0.3,0.0,0.1,18.0,WAS,5,2021,wr
A.J. Brown,5.1,79.9,0.7,0.2,1.3,0.0,0.0,17.4,PHI,5,2021,wr
CeeDee Lamb,5.8,75.1,0.6,0.7,3.9,0.0,0.1,17.3,DAL,5,2021,wr
Tyler Lockett,6.0,76.9,0.6,0.1,0.2,0.0,0.1,17.3,TEN,5,2021,wr
DeAndre Hopkins,6.0,73.8,0.6,0.0,0.1,0.0,0.1,17.1,BAL,5,2021,wr
Adam Thielen,5.2,70.1,0.8,0.2,0.6,0.0,0.1,16.9,CAR,5,2021,wr
Chris Godwin,5.4,73.7,0.6,0.2,1.0,0.0,0.0,16.7,TB,5,2021,wr
Mike Evans,5.1,76.4,0.7,0.0,0.0,0.0,0.0,16.6,TB,5,2021,wr
Diontae Johnson,6.3,68.6,0.5,0.2,1.1,0.0,0.1,16.3,CLE,5,2021,wr
DK Metcalf,5.4,77.6,0.5,0.0,0.2,0.0,0.1,16.3,PIT,5,2021,wr
Brandin Cooks,6.0,79.9,0.3,0.2,1.2,0.0,0.1,15.6,NO,5,2021,wr
Ja'Marr Chase,4.9,68.0,0.6,0.2,0.9,0.0,0.0,15.4,CIN,5,2021,wr
Jakobi Meyers,5.9,69.8,0.4,0.1,0.4,0.0,0.1,15.3,LV,5,2021,wr
Marquise Brown,4.5,65.0,0.6,0.3,1.4,0.0,0.0,14.9,KC,5,2021,wr
Michael Pittman Jr.,5.1,64.1,0.4,0.3,1.5,0.0,0.1,14.2,IND,5,2021,wr
Robert Woods,4.7,57.4,0.5,1.2,6.8,0.0,0.1,14.1,PIT,5,2021,wr
Jaylen Waddle,5.8,65.3,0.3,0.1,0.8,0.0,0.1,14.0,MIA,5,2021,wr
Tee Higgins,4.6,62.6,0.5,0.2,0.8,0.0,0.1,13.6,CIN,5,2021,wr
Laviska Shenault Jr.,4.8,55.8,0.4,1.0,5.0,0.0,0.0,13.4,BUF,5,2021,wr
Courtland Sutton,4.9,68.9,0.2,0.2,0.8,0.0,0.0,13.3,DEN,5,2021,wr
DeVonta Smith,4.5,61.1,0.4,0.1,0.5,0.0,0.0,13.2,PHI,5,2021,wr
Hunter Renfrow,4.5,55.0,0.5,0.0,0.0,0.0,0.0,12.7,CAR,5,2021,wr
Robbie Chosen,4.4,55.0,0.3,0.3,2.0,0.0,0.0,12.0,SF,5,2021,wr
Tim Patrick,4.3,58.1,0.3,0.1,0.8,0.0,0.0,11.7,DET,5,2021,wr
Darnell Mooney,4.3,53.0,0.2,0.4,1.9,0.0,0.0,11.2,ATL,5,2021,wr
JuJu Smith-Schuster,4.6,48.3,0.2,0.2,0.8,0.0,0.0,11.0,KC,5,2021,wr
Anthony Miller,4.4,47.0,0.2,0.1,1.0,0.0,0.0,10.4,BAL,5,2021,wr
Marquez Callaway,3.7,49.4,0.2,0.1,0.6,0.0,0.0,10.2,LV,5,2021,wr
Brandon Aiyuk,3.6,43.4,0.3,0.5,3.6,0.0,0.0,10.2,SF,5,2021,wr
Olamide Zaccheaus,3.5,47.7,0.2,0.1,0.0,0.0,0.0,9.6,CHI,5,2021,wr
Christian Kirk,3.5,44.1,0.3,0.2,1.1,0.0,0.0,9.6,HOU,5,2021,wr
Curtis Samuel,3.5,40.4,0.2,1.2,5.9,0.0,0.0,9.5,BUF,5,2021,wr
Van Jefferson,3.2,43.8,0.3,0.0,0.1,0.0,0.0,9.3,TEN,5,2021,wr
Quintez Cephus,3.2,47.1,0.2,0.0,0.0,0.0,0.0,9.1,HOU,5,2021,wr
Zach Pascal,3.2,42.9,0.2,0.0,0.1,0.0,0.0,9.0,NYG,5,2021,wr
K.J. Osborn,2.9,40.2,0.2,0.2,1.2,0.0,0.0,8.4,WAS,5,2021,wr
Kalif Raymond,3.0,43.4,0.2,0.0,0.4,0.0,0.0,8.4,DET,5,2021,wr
Allen Lazard,3.0,40.5,0.2,0.1,0.6,0.0,0.0,8.3,NYJ,5,2021,wr
Mecole Hardman Jr.,2.8,36.1,0.2,0.6,3.7,0.0,0.0,8.2,GB,5,2021,wr
Terrace Marshall Jr.,3.2,38.8,0.2,0.0,0.2,0.0,0.0,8.1,PHI,5,2021,wr
Jalen Reagor,3.2,37.1,0.2,0.3,1.6,0.0,0.0,8.0,LAC,5,2021,wr
Josh Reynolds,2.9,37.4,0.2,0.0,0.3,0.0,0.0,7.7,NYJ,5,2021,wr
Amon-Ra St. Brown,3.0,37.3,0.2,0.0,0.1,0.0,0.0,7.7,DET,5,2021,wr
Rondale Moore,2.6,32.6,0.2,0.8,4.6,0.0,0.0,7.3,MIN,5,2021,wr
Kendrick Bourne,2.5,33.3,0.2,0.0,0.5,0.0,0.0,7.0,NE,5,2021,wr
Elijah Moore,2.7,33.4,0.2,0.0,0.1,0.0,0.0,6.9,BUF,5,2021,wr
Braxton Berrios,2.5,29.1,0.2,0.3,2.2,0.0,0.0,6.6,HOU,5,2021,wr
Cedrick Wilson Jr.,2.3,27.4,0.2,0.1,0.6,0.0,0.0,6.4,NO,5,2021,wr
Quez Watkins,2.3,31.5,0.1,0.0,0.1,0.0,0.0,6.1,ARI,5,2021,wr
Donovan Peoples-Jones,1.7,23.7,0.1,0.1,0.5,0.0,0.1,4.5,NO,5,2021,wr
Demarcus Robinson,1.5,18.8,0.1,0.0,0.0,0.0,0.0,4.1,SF,5,2021,wr
James Proche II,1.3,18.9,0.1,0.1,0.2,0.0,0.0,4.0,TEN,5,2021,wr
Collin Johnson,1.4,17.5,0.1,0.0,0.0,0.0,0.0,3.8,LV,5,2021,wr
Trenton Irwin,1.3,15.0,0.1,0.0,0.0,0.0,0.0,3.4,JAC,5,2021,wr
David Moore,1.2,15.8,0.1,0.2,1.0,0.0,0.0,3.2,CAR,5,2021,wr
Devin Duvernay,1.2,13.6,0.1,0.1,0.6,0.0,0.0,3.1,CHI,5,2021,wr
Trent Sherfield Sr.,1.2,13.2,0.1,0.0,0.1,0.0,0.0,2.9,DEN,5,2021,wr
Tyler Johnson,0.9,12.6,0.1,0.0,0.1,0.0,0.0,2.7,NYJ,5,2021,wr
KhaDarel Hodge,0.8,11.4,0.1,0.0,0.0,0.0,0.0,2.3,ATL,5,2021,wr
Mack Hollins,0.9,11.2,0.0,0.0,0.0,0.0,0.0,2.3,NE,5,2021,wr
DeAndre Carter,0.7,9.6,0.0,0.3,1.2,0.0,0.0,2.1,CLE,5,2021,wr
Phillip Dorsett II,0.7,10.7,0.0,0.0,0.5,0.0,0.0,2.1,LV,5,2021,wr
Noah Brown,0.9,9.7,0.0,0.0,0.2,0.0,0.0,2.0,WAS,5,2021,wr
Jamal Agnew,0.6,8.0,0.0,0.4,2.0,0.0,0.0,1.9,ATL,5,2021,wr
Michael Strachan,0.7,7.9,0.1,0.0,0.1,0.0,0.0,1.8,WAS,5,2021,wr
Ray-Ray McCloud III,0.7,7.0,0.0,0.1,0.1,0.0,0.0,1.5,ATL,5,2021,wr
Zay Jones,0.5,6.8,0.0,0.0,0.0,0.0,0.0,1.5,ARI,5,2021,wr
Chris Moore,0.5,6.9,0.0,0.0,0.2,0.0,0.0,1.4,WAS,5,2021,wr
Ashton Dulin,0.5,6.5,0.0,0.1,0.5,0.0,0.0,1.4,IND,5,2021,wr
Equanimeous St. Brown,0.5,5.6,0.0,0.0,0.2,0.0,0.0,1.2,SF,5,2021,wr
Malik Taylor,0.3,3.5,0.0,0.0,0.1,0.0,0.0,0.8,DET,5,2021,wr
Joshua Palmer,0.4,4.0,0.0,0.0,0.0,0.0,0.0,0.8,BUF,5,2021,wr
Ben Skowronek,0.3,3.8,0.0,0.0,0.2,0.0,0.0,0.7,PIT,5,2021,wr
Tutu Atwell,0.2,3.2,0.0,0.0,0.3,0.0,0.0,0.6,LAR,5,2021,wr
Gunner Olszewski,0.1,2.6,0.0,0.1,0.3,0.0,0.0,0.4,NYG,5,2021,wr
Jauan Jennings,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.4,SF,5,2021,wr
Tylan Wallace,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.2,BAL,5,2021,wr
Davante Adams,7.9,105.2,0.8,0.0,0.0,0.0,0.1,23.0,LAR,6,2021,wr
Tyreek Hill,6.5,91.7,0.8,1.0,6.1,0.0,0.1,21.2,MIA,6,2021,wr
Cooper Kupp,7.1,88.6,0.8,0.3,1.2,0.0,0.1,20.7,SEA,6,2021,wr
Stefon Diggs,6.4,87.9,0.7,0.0,0.2,0.0,0.1,19.3,NE,6,2021,wr
DJ Moore,6.3,87.4,0.6,0.5,3.1,0.0,0.1,18.8,CHI,6,2021,wr
Terry McLaurin,6.1,86.0,0.7,0.0,0.3,0.0,0.1,18.7,WAS,6,2021,wr
Diontae Johnson,6.8,79.5,0.6,0.1,0.6,0.0,0.1,18.5,CLE,6,2021,wr
Justin Jefferson,5.7,84.1,0.6,0.0,0.2,0.0,0.1,17.4,MIN,6,2021,wr
Keenan Allen,6.7,75.5,0.5,0.0,0.3,0.0,0.1,17.4,LAC,6,2021,wr
DeAndre Hopkins,6.0,75.5,0.6,0.0,0.1,0.0,0.1,17.3,BAL,6,2021,wr
Ja'Marr Chase,5.1,78.7,0.7,0.3,1.2,0.0,0.0,17.1,CIN,6,2021,wr
Marquise Brown,5.4,72.7,0.7,0.2,1.2,0.0,0.0,16.7,KC,6,2021,wr
DeVonta Smith,5.5,75.8,0.6,0.1,0.3,0.0,0.1,16.4,PHI,6,2021,wr
Mike Evans,5.1,73.1,0.7,0.0,0.0,0.0,0.0,16.3,TB,6,2021,wr
DK Metcalf,5.2,77.7,0.6,0.0,0.2,0.0,0.1,16.1,PIT,6,2021,wr
Robert Woods,5.6,65.6,0.5,1.2,6.6,0.1,0.1,16.0,PIT,6,2021,wr
Chris Godwin,5.4,69.8,0.5,0.1,0.5,0.0,0.1,15.7,TB,6,2021,wr
Courtland Sutton,5.4,73.1,0.5,0.0,0.1,0.0,0.1,15.7,DEN,6,2021,wr
CeeDee Lamb,5.3,71.4,0.5,0.7,3.9,0.0,0.1,15.5,DAL,6,2021,wr
Tyler Lockett,5.7,72.5,0.3,0.1,0.2,0.0,0.1,14.8,TEN,6,2021,wr
Adam Thielen,4.9,60.4,0.6,0.1,0.3,0.0,0.0,14.7,CAR,6,2021,wr
Michael Pittman Jr.,5.1,65.4,0.5,0.2,1.1,0.0,0.0,14.6,IND,6,2021,wr
A.J. Brown,4.7,64.4,0.6,0.3,1.5,0.0,0.0,14.6,PHI,6,2021,wr
Jaylen Waddle,5.6,65.8,0.4,0.4,2.5,0.0,0.1,14.5,MIA,6,2021,wr
Jakobi Meyers,6.0,71.9,0.2,0.1,0.1,0.0,0.0,14.4,LV,6,2021,wr
Tim Patrick,4.6,58.7,0.5,0.1,0.7,0.0,0.0,13.4,DET,6,2021,wr
Tee Higgins,4.6,61.9,0.4,0.1,0.4,0.0,0.1,13.3,CIN,6,2021,wr
Laviska Shenault Jr.,4.4,54.3,0.4,1.0,4.9,0.0,0.0,12.7,BUF,6,2021,wr
Sterling Shepard,5.2,57.1,0.2,0.3,1.7,0.0,0.1,12.4,TB,6,2021,wr
Hunter Renfrow,4.7,53.7,0.3,0.0,0.0,0.0,0.0,11.7,CAR,6,2021,wr
Amon-Ra St. Brown,4.4,54.2,0.2,0.0,0.1,0.0,0.1,11.1,DET,6,2021,wr
Mecole Hardman Jr.,3.6,47.0,0.3,0.6,3.9,0.0,0.0,10.5,GB,6,2021,wr
Rondale Moore,3.1,38.8,0.3,1.0,6.1,0.0,0.0,9.5,MIN,6,2021,wr
Kalif Raymond,3.2,47.0,0.2,0.1,0.4,0.0,0.0,9.3,DET,6,2021,wr
Jalen Reagor,3.6,42.4,0.2,0.1,1.0,0.0,0.0,9.1,LAC,6,2021,wr
Christian Kirk,3.3,42.6,0.2,0.2,1.4,0.0,0.0,8.9,HOU,6,2021,wr
