Player,RUSHING_ATT_proj,RUSHING_YDS_proj,RUSHING_TDS,RECEIVING_REC_proj,RECEIVING_YDS_proj,RECEIVING_TDS,MISC_FL_proj,FPTS_proj,Team_proj,Week,Year,Position_proj,Unnamed: 0_level_0_Rank,RUSHING_ATT_actual,RUSHING_YDS_actual,RUSHING_Y/A,RUSHING_LG,RUSHING_20+,RUSHING_TD,RECEIVING_REC_actual,RECEIVING_TGT,RECEIVING_YDS_actual,RECEIVING_Y/R,RECEIVING_TD,MISC_FL_actual,MISC_G,FPTS_actual,MISC_FPTS/G,MISC_ROST,Team_actual,Position_actual
Kenneth Walker III,15.6,67.3,0.6,3.2,23.2,0.1,0.1,16.2,SEA,12,2024,RB,15.0,16.0,41.0,2.6,14.0,0.0,0.0,4.0,6.0,52.0,13.0,0.0,0.0,1.0,13.3,13.3,95.4%,SEA,RB
Josh Jacobs,17.6,76.1,0.5,2.8,18.8,0.1,0.1,15.8,GB,12,2024,RB,2.0,26.0,106.0,4.1,18.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,28.6,28.6,99.3%,GB,RB
Kyren Williams,18.6,74.8,0.6,2.5,16.3,0.1,0.1,15.6,LAR,12,2024,RB,18.0,16.0,72.0,4.5,27.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.2,11.2,98.4%,LAR,RB
Kareem Hunt,20.1,79.8,0.8,1.3,10.4,0.1,0.1,15.2,KC,12,2024,RB,17.0,16.0,68.0,4.3,13.0,0.0,0.0,3.0,4.0,19.0,6.3,0.0,0.0,1.0,11.7,11.7,19.6%,KC,RB
Jonathan Taylor,18.8,81.7,0.6,1.9,14.9,0.1,0.1,15.2,IND,12,2024,RB,40.0,11.0,35.0,3.2,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,3.5,99.0%,IND,RB
Tony Pollard,16.8,70.2,0.3,3.1,20.0,0.1,0.1,14.5,TEN,12,2024,RB,5.0,24.0,119.0,5.0,27.0,1.0,1.0,3.0,5.0,10.0,3.3,0.0,0.0,1.0,21.9,21.9,86.7%,TEN,RB
David Montgomery,14.7,62.9,0.7,2.0,16.3,0.1,0.1,14.5,DET,12,2024,RB,10.0,8.0,37.0,4.6,13.0,0.0,1.0,3.0,3.0,36.0,12.0,0.0,0.0,1.0,16.3,16.3,93.1%,DET,RB
Aaron Jones Sr.,14.3,64.7,0.3,2.8,21.3,0.1,0.1,14.2,MIN,12,2024,RB,7.0,22.0,106.0,4.8,41.0,1.0,1.0,3.0,4.0,23.0,7.7,0.0,1.0,1.0,19.9,19.9,88.4%,MIN,RB
Brian Robinson Jr.,16.8,71.8,0.6,1.4,11.1,0.0,0.1,13.7,WAS,12,2024,RB,42.0,5.0,13.0,2.6,7.0,0.0,0.0,1.0,2.0,11.0,11.0,0.0,0.0,1.0,3.4,3.4,84.1%,WAS,RB
Tyrone Tracy Jr.,16.1,71.4,0.4,1.9,14.0,0.1,0.1,13.4,NYG,12,2024,RB,24.0,9.0,42.0,4.7,16.0,0.0,0.0,4.0,4.0,28.0,7.0,0.0,1.0,1.0,9.0,9.0,83.3%,NYG,RB
Najee Harris,16.7,69.3,0.4,2.2,14.6,0.1,0.1,13.4,LAC,12,2024,RB,30.0,16.0,41.0,2.6,11.0,0.0,0.0,2.0,2.0,13.0,6.5,0.0,0.0,1.0,7.4,7.4,59.0%,LAC,RB
J.K. Dobbins,12.0,57.5,0.5,2.4,17.3,0.1,0.1,13.4,DEN,12,2024,RB,25.0,6.0,40.0,6.7,17.0,0.0,0.0,3.0,5.0,19.0,6.3,0.0,0.0,1.0,8.9,8.9,74.8%,DEN,RB
D'Andre Swift,15.9,61.3,0.4,2.4,18.4,0.1,0.1,13.4,CHI,12,2024,RB,22.0,13.0,30.0,2.3,8.0,0.0,0.0,3.0,4.0,35.0,11.7,0.0,0.0,1.0,9.5,9.5,88.9%,CHI,RB
Rhamondre Stevenson,16.0,63.3,0.4,2.4,16.7,0.1,0.1,13.3,NE,12,2024,RB,44.0,8.0,13.0,1.6,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.3,3.3,74.2%,NE,RB
Chuba Hubbard,16.6,62.8,0.4,2.4,14.7,0.0,0.1,12.7,CAR,12,2024,RB,12.0,16.0,58.0,3.6,13.0,0.0,1.0,1.0,5.0,2.0,2.0,0.0,0.0,1.0,15.0,15.0,95.4%,CAR,RB
Rachaad White,10.0,39.9,0.2,3.5,27.9,0.2,0.1,12.5,TB,12,2024,RB,16.0,12.0,37.0,3.1,9.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,11.7,11.7,57.1%,TB,RB
Bucky Irving,12.5,55.8,0.4,2.1,16.0,0.1,0.1,11.8,TB,12,2024,RB,3.0,12.0,88.0,7.3,56.0,1.0,1.0,6.0,6.0,64.0,10.7,0.0,0.0,1.0,27.2,27.2,99.2%,TB,RB
Rico Dowdle,13.1,54.8,0.3,2.2,16.7,0.1,0.1,11.2,CAR,12,2024,RB,19.0,19.0,86.0,4.5,9.0,0.0,0.0,3.0,3.0,12.0,4.0,0.0,1.0,1.0,10.8,10.8,23.4%,CAR,RB
Javonte Williams,12.0,45.7,0.3,2.7,17.7,0.1,0.1,11.1,DAL,12,2024,RB,46.0,8.0,-2.0,-0.3,7.0,0.0,0.0,2.0,4.0,6.0,3.0,0.0,0.0,1.0,2.4,2.4,70.2%,DAL,RB
Austin Ekeler,6.3,27.1,0.3,2.9,25.4,0.1,0.1,10.5,WAS,12,2024,RB,35.0,9.0,22.0,2.4,3.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,4.4,4.4,53.3%,WAS,RB
Jaylen Warren,9.8,42.0,0.2,2.2,16.5,0.1,0.1,9.8,PIT,12,2024,RB,11.0,11.0,45.0,4.1,15.0,0.0,1.0,3.0,4.0,19.0,6.3,0.0,0.0,1.0,15.4,15.4,81.7%,PIT,RB
Nick Chubb,14.5,60.5,0.3,0.9,7.3,0.0,0.1,9.7,HOU,12,2024,RB,8.0,20.0,59.0,3.0,7.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,19.0,19.0,38.9%,HOU,RB
Ameer Abdullah,11.3,38.3,0.2,2.4,17.0,0.1,0.1,9.5,SF,12,2024,RB,9.0,8.0,28.0,3.5,5.0,0.0,0.0,5.0,6.0,37.0,7.4,1.0,0.0,1.0,17.5,17.5,0.6%,SF,RB
Jerome Ford,5.4,23.1,0.1,1.9,14.6,0.1,0.0,6.7,CLE,12,2024,RB,37.0,4.0,19.0,4.8,9.0,0.0,0.0,1.0,1.0,8.0,8.0,0.0,0.0,1.0,3.7,3.7,45.6%,CLE,RB
Justice Hill,3.0,12.0,0.1,2.3,19.3,0.1,0.0,6.5,BAL,12,2024,RB,13.0,4.0,55.0,13.8,51.0,1.0,1.0,2.0,2.0,7.0,3.5,0.0,0.0,1.0,14.2,14.2,14.4%,BAL,RB
Zach Charbonnet,4.1,17.5,0.1,2.0,13.3,0.1,0.0,6.1,SEA,12,2024,RB,51.0,6.0,22.0,3.7,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2,2.2,69.7%,SEA,RB
Devin Singletary,6.9,28.9,0.2,1.2,8.2,0.0,0.0,6.0,NYG,12,2024,RB,23.0,2.0,3.0,1.5,2.0,0.0,1.0,2.0,2.0,7.0,3.5,0.0,0.0,1.0,9.0,9.0,3.2%,NYG,RB
Roschon Johnson,6.7,26.3,0.2,1.1,8.2,0.0,0.1,5.9,CHI,12,2024,RB,26.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,8.2,8.2,16.8%,CHI,RB
Dylan Laube,7.3,25.9,0.2,1.2,9.1,0.0,0.0,5.8,LV,12,2024,RB,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6%,LV,RB
Jonathon Brooks,6.5,23.5,0.1,1.3,9.2,0.0,0.0,5.5,CAR,12,2024,RB,60.0,2.0,7.0,3.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.7,2.3%,CAR,RB
Audric Estime,7.7,29.3,0.2,0.8,5.9,0.0,0.0,5.5,DEN,12,2024,RB,56.0,3.0,15.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,3.8%,DEN,RB
Trey Benson,6.5,23.9,0.2,0.8,5.3,0.0,0.0,4.8,ARI,12,2024,RB,54.0,4.0,18.0,4.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,1.8,38.4%,ARI,RB
Raheem Mostert,4.0,17.8,0.2,0.8,6.2,0.0,0.0,4.4,LV,12,2024,RB,58.0,2.0,5.0,2.5,5.0,0.0,0.0,1.0,1.0,-3.0,-3.0,0.0,0.0,1.0,1.2,1.2,8.2%,LV,RB
Kenneth Gainwell,4.0,16.2,0.1,1.0,6.9,0.0,0.0,4.2,PIT,12,2024,RB,27.0,5.0,22.0,4.4,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.2,8.2,1.6%,PIT,RB
Julius Chestnut,5.1,18.3,0.1,0.7,5.6,0.0,0.0,3.8,TEN,12,2024,RB,55.0,1.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.5,1.5,1.1%,TEN,RB
Antonio Gibson,4.1,15.1,0.1,1.0,7.0,0.0,0.0,3.7,NE,12,2024,RB,32.0,6.0,31.0,5.2,14.0,0.0,0.0,1.0,2.0,14.0,14.0,0.0,0.0,1.0,5.5,5.5,3.5%,NE,RB
Jaylen Wright,5.4,21.6,0.2,0.3,1.8,0.0,0.0,3.6,MIA,12,2024,RB,59.0,7.0,28.0,4.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.8,0.8,21.2%,MIA,RB
Emanuel Wilson,4.4,17.4,0.1,0.6,3.9,0.0,0.0,3.6,GB,12,2024,RB,36.0,9.0,41.0,4.6,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.1,4.1,1.8%,GB,RB
Jaleel McLaughlin,4.1,15.4,0.1,0.9,6.0,0.0,0.0,3.5,DEN,12,2024,RB,33.0,7.0,44.0,6.3,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.4,4.4,5.6%,DEN,RB
Emari Demercado,2.2,10.2,0.1,0.9,5.7,0.0,0.0,3.1,ARI,12,2024,RB,57.0,1.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4,1.4,0.7%,ARI,RB
Chris Brooks,2.8,11.5,0.1,0.7,4.4,0.0,0.0,3.0,GB,12,2024,RB,38.0,4.0,11.0,2.8,5.0,0.0,0.0,1.0,1.0,15.0,15.0,0.0,0.0,1.0,3.6,3.6,0.8%,GB,RB
Blake Corum,3.3,13.1,0.1,0.5,3.6,0.0,0.0,2.7,LAR,12,2024,RB,63.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,14.8%,LAR,RB
Dameon Pierce,2.8,13.4,0.1,0.4,2.7,0.0,0.0,2.6,HOU,12,2024,RB,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.3%,HOU,RB
Sean Tucker,1.6,10.5,0.1,0.5,4.1,0.0,0.0,2.5,TB,12,2024,RB,28.0,4.0,3.0,0.8,3.0,0.0,1.0,1.0,1.0,7.0,7.0,0.0,0.0,1.0,8.0,8.0,4.5%,TB,RB
Sincere McCormick,4.4,14.8,0.1,0.3,1.7,0.0,0.0,2.5,LV,12,2024,RB,43.0,5.0,33.0,6.6,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.3,3.3,0.9%,LV,RB
Dare Ogunbowale,1.0,3.6,0.0,1.0,7.5,0.0,0.0,2.3,HOU,12,2024,RB,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7%,HOU,RB
Jordan Mason,2.6,10.6,0.1,0.3,2.0,0.0,0.0,2.0,MIN,12,2024,RB,48.0,3.0,8.0,2.7,16.0,0.0,0.0,1.0,2.0,5.0,5.0,0.0,0.0,1.0,2.3,2.3,72.2%,MIN,RB
JaMycal Hasty,2.2,8.0,0.0,0.5,3.4,0.0,0.0,1.9,NE,12,2024,RB,39.0,1.0,15.0,15.0,15.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,3.5,3.5,1.1%,NE,RB
Alec Ingold,0.6,2.4,0.0,0.7,5.8,0.0,0.0,1.8,MIA,12,2024,RB,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6%,MIA,RB
Carson Steele,2.1,8.5,0.1,0.2,1.7,0.0,0.0,1.6,KC,12,2024,RB,49.0,1.0,4.0,4.0,4.0,0.0,0.0,1.0,2.0,9.0,9.0,0.0,0.0,1.0,2.3,2.3,0.6%,KC,RB
Kyle Juszczyk,0.4,1.8,0.0,0.7,5.4,0.0,0.0,1.6,SF,12,2024,RB,47.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,14.0,0.0,0.0,1.0,2.4,2.4,0.8%,SF,RB
Trey Sermon,0.8,5.9,0.0,0.4,3.0,0.0,0.0,1.6,PIT,12,2024,RB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6%,PIT,RB
Jeremy McNichols,2.0,7.9,0.1,0.2,1.6,0.0,0.0,1.5,WAS,12,2024,RB,50.0,3.0,22.0,7.3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2,2.2,0.7%,WAS,RB
Pierre Strong Jr.,2.1,7.1,0.0,0.2,1.9,0.0,0.0,1.3,CLE,12,2024,RB,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7%,CLE,RB
Isaac Guerendo,1.6,6.2,0.0,0.2,1.4,0.0,0.0,1.2,SF,12,2024,RB,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35.3%,SF,RB
Hunter Luepke,0.4,1.8,0.0,0.5,3.5,0.0,0.0,1.1,DAL,12,2024,RB,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,2.0,2.0,0.7%,DAL,RB
Michael Burton,0.4,1.8,0.0,0.4,2.3,0.0,0.0,1.0,DEN,12,2024,RB,52.0,1.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,8.0,8.0,0.0,0.0,1.0,2.1,2.1,0.1%,DEN,RB
Eric Gray,0.0,1.4,0.0,0.3,2.3,0.0,0.0,0.9,NYG,12,2024,RB,45.0,1.0,-1.0,-1.0,0.0,0.0,0.0,2.0,2.0,7.0,3.5,0.0,0.0,1.0,2.6,2.6,0.6%,NYG,RB
Hassan Haskins,1.3,4.2,0.0,0.1,0.8,0.0,0.0,0.9,LAC,12,2024,RB,64.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.3,0.6%,LAC,RB
Keaton Mitchell,0.2,2.7,0.0,0.3,1.9,0.0,0.0,0.8,BAL,12,2024,RB,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2%,BAL,RB
Tyler Goodson,0.2,1.5,0.0,0.3,2.2,0.0,0.0,0.8,IND,12,2024,RB,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7%,IND,RB
DeeJay Dallas,0.3,1.7,0.0,0.2,1.5,0.0,0.0,0.6,ARI,12,2024,RB,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,ARI,RB
Craig Reynolds,0.3,1.3,0.0,0.2,1.3,0.0,0.0,0.5,DET,12,2024,RB,61.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.6,0.7%,DET,RB
J.J. Taylor,0.4,1.5,0.0,0.1,0.8,0.0,0.0,0.4,HOU,12,2024,RB,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6%,HOU,RB
Ty Chandler,0.1,1.4,0.0,0.1,0.9,0.0,0.0,0.4,MIN,12,2024,RB,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.7%,MIN,RB
Will Shipley,0.7,1.9,0.0,0.1,0.6,0.0,0.0,0.4,PHI,12,2024,RB,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6%,PHI,RB
Sione Vaki,0.1,0.6,0.0,0.1,0.9,0.0,0.0,0.3,DET,12,2024,RB,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6%,DET,RB
Raheem Blackshear,0.3,0.9,0.0,0.1,0.7,0.0,0.0,0.3,CAR,12,2024,RB,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8%,CAR,RB
Chris Rodriguez Jr.,0.2,0.7,0.0,0.1,0.4,0.0,0.0,0.2,WAS,12,2024,RB,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7%,WAS,RB
Travis Homer,0.0,0.9,0.0,0.1,0.6,0.0,0.0,0.2,CHI,12,2024,RB,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6%,CHI,RB
Patrick Ricard,0.1,0.3,0.0,0.1,0.4,0.0,0.0,0.2,BAL,12,2024,RB,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8%,BAL,RB
Rasheen Ali,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.1,BAL,12,2024,RB,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6%,BAL,RB
Ronnie Rivers,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.1,LAR,12,2024,RB,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1%,LAR,RB
Cody Schrader,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.1,LAR,12,2024,RB,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0%,LAR,RB
Zamir White,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,12,2024,RB,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2%,LV,RB
Tyjae Spears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,12,2024,RB,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.7%,TEN,RB
Alexander Mattison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,12,2024,RB,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4%,MIA,RB
Miles Sanders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,12,2024,RB,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2%,DAL,RB
Deuce Vaughn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,12,2024,RB,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6%,DAL,RB
C.J. Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,12,2024,RB,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6%,MIN,RB
Scott Matlock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,12,2024,RB,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.3%,LAC,RB
D'Ernest Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,12,2024,RB,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0%,BAL,RB
Blake Watson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,12,2024,RB,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1%,DEN,RB
Myles Gaskin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,12,2024,RB,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,BAL,RB
Avery Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,12,2024,RB,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6%,PHI,RB
Trayveon Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,12,2024,RB,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,CLE,RB
Jeff Wilson Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,12,2024,RB,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0%,SF,RB
Nyheim Miller-Hines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,12,2024,RB,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,LAC,RB
A.J. Dillon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,12,2024,RB,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2%,PHI,RB
Mike Boone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,12,2024,RB,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0%,MIA,RB
Elijah Mitchell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,12,2024,RB,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3%,KC,RB
Patrick Taylor Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,12,2024,RB,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7%,SF,RB
Tyler Badie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,12,2024,RB,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7%,DEN,RB
Jordan Mims,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,12,2024,RB,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,TEN,RB
Owen Wright,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,12,2024,RB,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,TB,RB
Keilan Robinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,12,2024,RB,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,PHI,RB
British Brooks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,12,2024,RB,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,HOU,RB
Jakob Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,12,2024,RB,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,HOU,RB
Salvon Ahmed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,12,2024,RB,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,IND,RB
Ke'Shawn Vaughn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,12,2024,RB,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,SF,RB
Jonathan Ward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,12,2024,RB,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,NYG,RB
Khalil Herbert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,12,2024,RB,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4%,IND,RB
Demetric Felton Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,12,2024,RB,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,WAS,RB
Jermar Jefferson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,12,2024,RB,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6%,TEN,RB
Michael Carter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,12,2024,RB,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1%,ARI,RB
Jaret Patterson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,12,2024,RB,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,LAC,RB
